source_key,source_name,jurisdiction,source_year,layer_id,full_layer_url,service_root_url,geometry_type,spatial_reference,record_count,field_names,zoning_code_field_candidates,zoning_district_field_candidates,case_number_field_candidates,date_field_candidates,query_supported,geometry_available,usable_for_historical_overlay,usable_for_change_detection,temporal_confidence,classification,notes,error
mt_pleasant_zoning_2014,MtPleasant_Zoning_2014,Mt. Pleasant,2014,56,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/56,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",130,"[""OBJECTID"", ""ZONINGCODE"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
midland_zoning_2014,Midland_Zoning_2014,Midland,2014,57,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/57,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",115,"[""OBJECTID"", ""Zoning_Typ"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""Zoning_Typ""]","[""Zoning_Typ""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
cabarrus_county_zoning_2014,CabarrusCounty_Zoning_2014,Cabarrus County / Unincorporated,2014,58,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/58,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",200,"[""OBJECTID"", ""ZONINGCODE"", ""ZONING_GEN"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE"", ""ZONING_GEN""]","[""ZONING_GEN""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
concord_zoning_2014,Concord_Zoning_2014,Concord,2014,59,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/59,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",654,"[""OBJECTID"", ""ZONINGCODE"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
harrisburg_zoning_2013,HarrisburgZoning_2013,Harrisburg,2013,68,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/68,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",120,"[""OBJECTID"", ""ZONINGCODE"", ""ZONING_GEN"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE"", ""ZONING_GEN""]","[""ZONING_GEN""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
kannapolis_zoning_2013,KannapolisZoning_2013,Kannapolis,2013,69,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/69,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",1643,"[""OBJECTID"", ""BASE_DISTR"", ""CONDITIONA"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""BASE_DISTR""]","[""BASE_DISTR""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
concord_zoning_2013,ConcordZoning_2013,Concord,2013,70,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/70,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",651,"[""OBJECTID"", ""ZONINGCODE"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
cabarrus_county_zoning_2012,CabarrusCountyZoning_2012,Cabarrus County / Unincorporated,2012,77,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/77,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",205,"[""OBJECTID"", ""ZONINGCODE"", ""ZONING_GEN"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE"", ""ZONING_GEN""]","[""ZONING_GEN""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
concord_zoning_2012,ConcordZoning_2012,Concord,2012,78,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/78,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",651,"[""OBJECTID"", ""ZONINGCODE"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
harrisburg_zoning_2012,HarrisburgZoning_2012,Harrisburg,2012,79,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/79,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",108,"[""OBJECTID"", ""ZONINGCODE"", ""ZONING_GEN"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE"", ""ZONING_GEN""]","[""ZONING_GEN""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
kannapolis_zoning_2012,KannapolisZoning_2012,Kannapolis,2012,80,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/80,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",1643,"[""OBJECTID"", ""BASE_DISTR"", ""CONDITIONA"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""BASE_DISTR""]","[""BASE_DISTR""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
locust_zoning_2012,LocustZoning_2012,Locust,2012,81,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/81,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",8,"[""OBJECTID"", ""OBJECTID_1"", ""ZONING"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONING""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
midland_zoning_2012,MidlandZoning_2012,Midland,2012,82,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/82,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",110,"[""OBJECTID"", ""Zoning_Typ"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""Zoning_Typ""]","[""Zoning_Typ""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
mt_pleasant_zoning_2012,MtPleasantZoning_2012,Mt. Pleasant,2012,83,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/83,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",126,"[""OBJECTID"", ""ZONINGCODE"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
cabarrus_county_zoning_2011,CabarrusCountyZoning_2011,Cabarrus County / Unincorporated,2011,93,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/93,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",460,"[""OBJECTID"", ""ZONINGCODE"", ""ZONING_GEN"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE"", ""ZONING_GEN""]","[""ZONING_GEN""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
concord_zoning_2011,ConcordZoning_2011,Concord,2011,94,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/94,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",641,"[""OBJECTID"", ""ZONINGCODE"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
harrisburg_zoning_2011,HarrisburgZoning_2011,Harrisburg,2011,95,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/95,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",175,"[""OBJECTID"", ""ZONINGCODE"", ""ZONING_GEN"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONINGCODE"", ""ZONING_GEN""]","[""ZONING_GEN""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
kannapolis_zoning_2011,KannapolisZoning_2011,Kannapolis,2011,96,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/96,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",1643,"[""OBJECTID"", ""BASE_DISTR"", ""CONDITIONA"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""BASE_DISTR""]","[""BASE_DISTR""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
locust_zoning_2011,LocustZoning_2011,Locust,2011,97,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/97,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",8,"[""OBJECTID"", ""OBJECTID_1"", ""ZONING"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""ZONING""]",[],[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
midland_zoning_2011,MidlandZoning_2011,Midland,2011,98,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer/98,https://location.cabarruscounty.us/arcgisservices/rest/services/opendata/MapServer,esriGeometryPolygon,"{""wkid"": 102719, ""latestWkid"": 2264, ""xyTolerance"": 0.0029802322429328676, ""zTolerance"": 2, ""mTolerance"": 2, ""falseX"": -134225712.9102801, ""falseY"": -101337230.93752107, ""xyUnits"": 33059835.262158718, ""falseZ"": 0, ""zUnits"": 1, ""falseM"": -100000, ""mUnits"": 10000}",108,"[""OBJECTID"", ""Zoning_Typ"", ""Shape"", ""Shape.STArea()"", ""Shape.STLength()""]","[""Zoning_Typ""]","[""Zoning_Typ""]",[],[],True,True,True,True,source_year_layer_candidate,historical_time_safe_candidate,Historical polygon layer with a zoning field candidate.,
