permit_id,permit_number,parcel_number,permit_date,activity_year,permit_type,work_type,permit_status,permit_amount,permit_segment,permit_growth_signal,development_domain,permit_value_class,permit_status_stage,permit_signal_score,is_map_relevant,is_future_prediction_relevant,classification_reason
5300982,BU2025-02299,56102182090000,2025-07-31,2025,upfit,commercial_upfit,inspections,272131.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5316971,2025-02308,46723355750000,2025-07-31,2025,new_construction,residential_new,inspections,750000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5316974,BU2025-02308,46723355750000,2025-07-31,2025,new_construction,residential_new,inspections,750000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5480018,BU2025-02307,55072631300000,2025-07-31,2025,new_construction,residential_new,inspections,350000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5495965,BU2025-02290,55275177500000,2025-07-31,2025,new_construction,residential_new,inspections,125000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5495972,BU2025-02296,55275177710000,2025-07-31,2025,new_construction,residential_new,inspections,125000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5207414,BU2025-02281,45899200440000,2025-07-30,2025,upfit,commercial_upfit,inspections,345000.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5300914,BU2025-02204,55477754030000,2025-07-30,2025,new_construction,residential_new,inspections,666783.48,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5303980,BU2025-02221,56116118230000,2025-07-30,2025,new_construction,residential_new,inspections,273162.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5479301,BU2025-01798,56129543700000,2025-07-30,2025,new_construction,residential_new,inspections,115117.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5479302,BU2025-01799,56129543910000,2025-07-30,2025,new_construction,residential_new,inspections,109958.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5482156,BU2025-01800,56129553110000,2025-07-30,2025,new_construction,residential_new,inspections,109958.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5483760,BU2025-01801,56129553320000,2025-07-30,2025,new_construction,residential_new,inspections,115738.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5487972,BU2025-02286,56231031750000,2025-07-30,2025,new_construction,residential_new,inspections,169000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5495957,BU2025-02268,55275176190000,2025-07-30,2025,new_construction,residential_new,inspections,125000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5495961,BU2025-02278,55275176390000,2025-07-30,2025,new_construction,residential_new,inspections,125000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5506028,2025-02283,56121800250000,2025-07-30,2025,new_construction,residential_new,inspections,170000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5300995,BU2025-02223,56209374090000,2025-07-28,2025,new_construction,residential_new,inspections,142000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5327850,BU2025-02140,56504318490000,2025-07-28,2025,new_construction,residential_new,inspections,278000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5493743,BU2025-02213,56131755970000,2025-07-28,2025,new_construction,residential_new,inspections,126000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5274896,2025-02206,46905708090000,2025-07-25,2025,commercial_new_construction,commercial_new,closed,900000.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5274897,BU2025-02206,46905708090000,2025-07-25,2025,commercial_new_construction,commercial_new,closed,900000.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5487971,BU2025-02199,56231031750000,2025-07-25,2025,new_construction,residential_new,inspections,169000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5508660,BU2025-02200,56001675750000,2025-07-25,2025,commercial_addition,commercial_addition,inspections,2942100.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5318485,BU2025-02147,55642986490000,2025-07-24,2025,new_construction,residential_new,inspections,126745.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5225106,BU2025-02172,45899395810000,2025-07-23,2025,upfit,commercial_upfit,closed,1923261.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5479274,BU2025-02159,55532710180000,2025-07-23,2025,new_construction,residential_new,inspections,740000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5481567,BU2025-02160,45989396020000,2025-07-23,2025,upfit,commercial_upfit,closed,622166.91,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5507954,BU2025-02149,55437973830000,2025-07-22,2025,commercial_new_construction,commercial_new,inspections,3284005.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5466597,BU2025-02132,56330390260000,2025-07-18,2025,new_construction,residential_new,inspections,130000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5302604,BU2025-02091,55643907430000,2025-07-17,2025,new_construction,residential_new,inspections,114665.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5318484,BU2025-02100,56017445130000,2025-07-17,2025,upfit,commercial_upfit,inspections,300000.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5327663,BU2025-01511,56100726430000,2025-07-17,2025,new_construction,residential_new,inspections,130500.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5457626,2025-02103,56137017910000,2025-07-17,2025,new_construction,residential_new,inspections,160000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5457627,BU2025-02103,56137017910000,2025-07-17,2025,new_construction,residential_new,inspections,160000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5496349,BU2025-02090,56203572190000,2025-07-16,2025,upfit,commercial_upfit,inspections,589456.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5318917,BU2025-02067,56216145630000,2025-07-15,2025,upfit,commercial_upfit,inspections,200000.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5496001,BU2025-02080,56205794830000,2025-07-15,2025,upfit,commercial_upfit,inspections,3865956.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5508710,BU2025-02065,56125991310000,2025-07-15,2025,new_construction,residential_new,inspections,515000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5506399,BU2025-02038,45983838130000,2025-07-11,2025,commercial_new_construction,commercial_new,inspections,3900000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5300981,BU2025-02026,56102182090000,2025-07-10,2025,commercial_new_construction,commercial_trailer_construction,inspections,150841.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5307946,BU2025-02023,56218680090000,2025-07-10,2025,commercial_new_construction,commercial_new,inspections,796600.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5308726,BU2025-02032,56427214490000,2025-07-10,2025,new_construction,residential_new,inspections,981528.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5476310,BU2025-02022,56210845880000,2025-07-09,2025,commercial_new_construction,commercial_new,inspections,280000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5253820,BU2025-02011,56517034090000,2025-07-08,2025,new_construction,residential_new,inspections,158320.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5280627,2025-02002,46808151590000,2025-07-08,2025,upfit,commercial_upfit,closed,650000.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5280628,BU2025-02002,46808151590000,2025-07-08,2025,upfit,commercial_upfit,inspections,650000.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5453714,BU2025-02003,56113036770000,2025-07-08,2025,new_construction,residential_new,inspections,175000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5506482,BU2025-02008,55275237690000,2025-07-08,2025,commercial_new_construction,commercial_new,inspections,360000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5507136,BU2025-02012,56820069350000,2025-07-08,2025,new_construction,residential_new,inspections,482700.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5273581,BU2025-01981,46815789450000,2025-07-03,2025,new_construction,residential_new,inspections,227230.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5306503,BU2025-01974,46815880300000,2025-07-03,2025,new_construction,residential_new,inspections,207232.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5328055,BU2025-01978,46815860460000,2025-07-03,2025,new_construction,residential_new,inspections,232178.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5284065,BU2025-01952,46814850950000,2025-07-02,2025,new_construction,residential_new,inspections,347863.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5323681,BU2025-01960,46815880150000,2025-07-02,2025,new_construction,residential_new,inspections,232886.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5274895,2025-01930,46905708090000,2025-06-30,2025,upfit,commercial_upfit,closed,3392618.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5274898,BU2025-01930,46905708090000,2025-06-30,2025,upfit,commercial_upfit,inspections,3392618.33,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5474221,BU2025-01922,45990147840000,2025-06-30,2025,commercial_new_construction,commercial_new,issued,7500000.0,residential_growth,major_growth,residential,major_value,issued_or_starting,100.0,True,True,major_new_growth
5482003,BU2025-01781,46813794660000,2025-06-30,2025,new_construction,residential_new,inspections,110000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5482004,BU2025-01780,46813794870000,2025-06-30,2025,new_construction,residential_new,inspections,110000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5483006,BU2025-01779,46814704180000,2025-06-30,2025,new_construction,residential_new,inspections,110000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5483007,BU2025-01782,46814704180000,2025-06-30,2025,new_construction,residential_new,inspections,110000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5483008,BU2025-01783,46814704180000,2025-06-30,2025,new_construction,residential_new,inspections,110000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5508473,BU2025-01906,46834643420000,2025-06-30,2025,new_construction,residential_new,inspections,1500000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5294794,BU2025-01852,55479557410000,2025-06-27,2025,new_construction,,inspections,1628590.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5485087,BU2025-00030,56538446660000,2025-06-27,2025,new_construction,residential_new,inspections,165000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5503114,BU2025-01852,55478658620000,2025-06-27,2025,new_construction,residential_new,inspections,1628590.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5482629,BU2025-01884,55653796130000,2025-06-25,2025,new_construction,residential_new,inspections,375000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5501779,BU2025-01880,56524257190000,2025-06-24,2025,new_construction,residential_new,inspections,650000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5464961,BU2025-01567,45897491730000,2025-06-23,2025,commercial_new_construction,commercial_shell,inspections,368440.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5279117,BU2025-01841,56537988560000,2025-06-20,2025,new_construction,residential_new,inspections,117400.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5474229,BU2025-01855,55072650120000,2025-06-20,2025,upfit,commercial_upfit,issued,725000.0,commercial_activity,major_growth,commercial,major_value,issued_or_starting,100.0,True,True,major_new_growth
5507966,BU2025-01853,56116909370000,2025-06-20,2025,commercial_new_construction,commercial_new,inspections,2087901.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5256535,BU2025-01809,56126032870000,2025-06-18,2025,upfit,commercial_upfit,inspections,1384031.81,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5478881,2025-01725,56023847880000,2025-06-18,2025,commercial_new_construction,commercial_new,inspections,1790596.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5478885,BU2025-01725,56023847880000,2025-06-18,2025,commercial_new_construction,commercial_new,inspections,1790596.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5285758,2025-01758,56240099420000,2025-06-13,2025,commercial_new_construction,commercial_new,issued,2850000.0,residential_growth,major_growth,residential,major_value,issued_or_starting,100.0,True,True,major_new_growth
5285760,BU2025-01758,56240099420000,2025-06-13,2025,commercial_new_construction,commercial_new,inspections,2850000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5320506,BU2025-01760,55450731330000,2025-06-13,2025,new_construction,residential_new,closed,569711.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5260467,BU2025-01746,55090987380000,2025-06-12,2025,new_construction,residential_new,inspections,120000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5470618,BU2025-01721,55436121520000,2025-06-10,2025,new_construction,residential_new,inspections,450000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5301061,BU2025-01708,46833817730000,2025-06-09,2025,new_construction,residential_new,inspections,169000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5300925,BU2025-01699,56102182090000,2025-06-06,2025,upfit,commercial_upfit,inspections,361764.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5321945,BU2025-01645,55070379700000,2025-06-06,2025,upfit,commercial_upfit,inspections,350000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5311609,BU2025-01670,56221684130000,2025-06-05,2025,new_construction,residential_new,inspections,125000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5462068,BU2025-01665,46806159270000,2025-06-05,2025,upfit,commercial_upfit,inspections,4345997.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5472447,BU2025-01649,56320608880000,2025-06-04,2025,new_construction,residential_new,inspections,674891.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507122,BU2025-01644,56222877650000,2025-06-04,2025,commercial_new_construction,commercial_new,inspections,100000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5507125,BU2025-01643,56222877650000,2025-06-04,2025,commercial_new_construction,commercial_new,inspections,800000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507126,BU2025-01613,56222877650000,2025-06-04,2025,commercial_new_construction,commercial_new,inspections,130000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5507107,BU2025-01606,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,100000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5507108,BU2025-01616,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1706250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507109,BU2025-01623,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507110,BU2025-01625,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507112,BU2025-01583,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507113,BU2025-01621,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507114,BU2025-01626,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1706250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507115,BU2025-01622,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,2320000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507116,BU2025-01627,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507117,BU2025-01582,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507118,BU2025-01576,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507119,BU2025-01580,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1706205.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507120,BU2025-01579,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,1856250.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5507121,BU2025-01607,56222877650000,2025-06-03,2025,commercial_new_construction,commercial_new,inspections,100000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5273845,BU2025-01578,46800991030000,2025-06-02,2025,new_construction,residential_new,inspections,285000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5319267,BU2025-01544,56441024920000,2025-05-29,2025,new_construction,residential_new,inspections,402588.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5458176,BU2025-01546,55172662760000,2025-05-29,2025,commercial_new_construction,commercial_new,inspections,860836.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5464958,2025-01529,45897491730000,2025-05-28,2025,upfit,commercial_upfit,closed,912000.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5464962,BU2025-01529,45897491730000,2025-05-28,2025,upfit,commercial_upfit,co_issued,912000.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5321944,BU2025-01509,55070379700000,2025-05-27,2025,upfit,commercial_upfit,issued,350000.0,residential_growth,major_growth,residential,high_value,issued_or_starting,100.0,True,True,major_new_growth
5493959,BU2025-01524,56215172600000,2025-05-27,2025,commercial_new_construction,commercial_new,inspections,857500.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5493960,BU2025-01527,56215172600000,2025-05-27,2025,commercial_new_construction,commercial_new,inspections,1429166.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5493961,BU2025-01526,56215172600000,2025-05-27,2025,commercial_new_construction,commercial_new,inspections,714583.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5493962,BU2025-01525,56215172600000,2025-05-27,2025,commercial_new_construction,commercial_new,inspections,857500.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5323044,BU2025-01489,55898594110000,2025-05-23,2025,new_construction,residential_new,inspections,450525.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5472457,BU2025-01508,56721537310000,2025-05-23,2025,new_construction,residential_new,inspections,386851.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5475289,BU2025-00870,56131696080000,2025-05-23,2025,new_construction,residential_new,inspections,130000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5326278,BU2025-01494,56646043110000,2025-05-22,2025,new_construction,residential_new,inspections,118000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5495667,BU2025-01492,46733736770000,2025-05-22,2025,new_construction,residential_new,inspections,525000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5497912,BU2025-01486,55094201610000,2025-05-22,2025,commercial_new_construction,commercial_new,inspections,4200085.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5497913,BU2025-01491,55094201610000,2025-05-22,2025,commercial_new_construction,commercial_shell,inspections,4633325.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5497911,BU2025-01478,55094201610000,2025-05-21,2025,commercial_new_construction,commercial_new,inspections,3985130.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5244520,BU2025-01466,45982810130000,2025-05-20,2025,upfit,commercial_upfit,inspections,6074702.83,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5320144,BU2025-01238,45896608890000,2025-05-19,2025,other,commercial_repair,inspections,634850.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5208918,2025-01452,56606595780000,2025-05-16,2025,upfit,commercial_upfit,closed,1293599.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5208919,BU2025-01452,56606595780000,2025-05-16,2025,upfit,commercial_upfit,inspections,1293599.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5305050,2025-01432,56311156540000,2025-05-15,2025,upfit,commercial_upfit,closed,1156787.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5305052,BU2025-01432,56311156540000,2025-05-15,2025,upfit,commercial_upfit,inspections,1156787.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5456145,BU2024-04240,55171984490000,2025-05-13,2025,new_construction,residential_new,inspections,150000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5461900,BU2025-01384,56922630720000,2025-05-13,2025,new_construction,residential_new,inspections,122000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5280059,BU2025-01378,56018201550000,2025-05-09,2025,upfit,commercial_upfit,inspections,106000.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5322360,2025-01368,56145014040000,2025-05-08,2025,upfit,commercial_upfit,closed,794945.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5322362,BU2025-01368,56145014040000,2025-05-08,2025,upfit,commercial_upfit,closed,794945.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5381756,BU2025-01358,56824737010000,2025-05-07,2025,new_construction,residential_new,inspections,400000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5276427,2025-01354,46928285390000,2025-05-06,2025,new_construction,residential_new,inspections,300000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5307343,BU2025-00990,56214651550000,2025-05-05,2025,commercial_new_construction,commercial_new,inspections,11512038.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5474952,BU2025-01341,56018447400000,2025-05-05,2025,upfit,commercial_upfit,co_issued,871070.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5320740,BU2025-01327,56017349760000,2025-05-02,2025,upfit,commercial_upfit,inspections,1022419.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5381600,BU2025-01300,56007085600000,2025-05-01,2025,commercial_new_construction,commercial_new,inspections,6630493.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5279202,BU2025-01260,56537491930000,2025-04-28,2025,new_construction,residential_new,inspections,100000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5481211,BU2025-00485,55271310740000,2025-04-28,2025,new_construction,residential_new,inspections,393338.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5506626,BU2025-01258,56427282610000,2025-04-28,2025,new_construction,residential_new,inspections,745000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
4967503,BU2025-00902,56230021240000,2025-04-17,2025,upfit,commercial_upfit,closed,641949.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5234343,2025-01164,56135929920000,2025-04-17,2025,upfit,commercial_upfit,closed,868404.0,commercial_activity,major_growth,commercial,major_value,completed,100.0,True,True,major_new_growth
5234345,BU2025-01164,56135929920000,2025-04-17,2025,upfit,commercial_upfit,inspections,868404.0,commercial_activity,major_growth,commercial,major_value,active_construction,100.0,True,True,major_new_growth
5322821,BU2025-01161,55435434920000,2025-04-17,2025,commercial_new_construction,commercial_new,inspections,1473000.0,residential_growth,major_growth,residential,major_value,active_construction,100.0,True,True,major_new_growth
5284197,BU2025-01144,56227807710000,2025-04-16,2025,commercial_new_construction,commercial_new,closed,1306787.0,residential_growth,major_growth,residential,major_value,completed,100.0,True,True,major_new_growth
5497602,BU2025-01104,45895508020000,2025-04-16,2025,upfit,commercial_upfit,inspections,344004.82,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5256583,BU2025-00384,56141210400000,2025-04-14,2025,new_construction,residential_new,inspections,115917.8,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5504443,BU2025-01097,55078747080000,2025-04-11,2025,upfit,commercial_upfit,inspections,250000.0,commercial_activity,major_growth,commercial,high_value,active_construction,100.0,True,True,major_new_growth
5328122,2025-01046,56137873170000,2025-04-09,2025,new_construction,residential_new,inspections,100000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
5328123,BU2025-01046,56137873170000,2025-04-09,2025,new_construction,residential_new,inspections,100000.0,residential_growth,major_growth,residential,high_value,active_construction,100.0,True,True,major_new_growth
