official_parcel_id,objectid_1,pin14,flood_severity_class,buildability_impact,dominant_flood_zone,flood_zone_codes,floodway_present,sfha_present,moderate_flood_present,parcel_area_acres,flood_constrained_area_acres,floodway_area_acres,sfha_area_acres,percent_parcel_constrained,percent_parcel_floodway,percent_parcel_sfha,flood_review_required,flood_constraint_score,overlay_confidence
CFS-PARCEL-0149721050,149721050,142 016,severe,severe,AE,['AE'],True,True,False,0.0000,0.0000,0.0000,0.0000,100.0000,100.0000,100.0000,True,100.00,medium
CFS-PARCEL-0149721869,149721869,00000,severe,severe,AE,"['AE', 'X']",True,True,True,0.6029,0.6029,0.5018,0.6025,100.0000,83.2418,99.9449,True,100.00,high
CFS-PARCEL-0149727837,149727837,45997306420000,severe,severe,AE,['AE'],True,True,False,0.8745,0.8745,0.6664,0.8745,100.0000,76.2061,100.0000,True,100.00,high
CFS-PARCEL-0149731289,149731289,46718904550000,severe,severe,AE,['AE'],True,True,False,12.2446,12.2446,11.4716,12.2446,100.0000,93.6871,100.0000,True,100.00,high
CFS-PARCEL-0149731483,149731483,46719734030000,severe,severe,AE,['AE'],True,True,False,0.0208,0.0208,0.0141,0.0208,100.0000,67.7479,100.0000,True,100.00,high
CFS-PARCEL-0149731863,149731863,46718772310000,severe,severe,AE,['AE'],True,True,False,2.0701,2.0701,2.0701,2.0701,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149733614,149733614,46801099280000,severe,severe,AE,['AE'],True,True,False,24.9798,24.9798,21.1450,24.9798,100.0000,84.6482,100.0000,True,100.00,high
CFS-PARCEL-0149733888,149733888,46727152030000,severe,severe,AE,['AE'],True,True,False,14.5482,14.5483,11.8128,14.5483,100.0000,81.1978,100.0000,True,100.00,high
CFS-PARCEL-0149734292,149734292,46804925920000,severe,severe,AE,"['AE', 'X']",True,True,True,38.6558,38.6558,29.6241,38.4093,100.0000,76.6358,99.3624,True,100.00,high
CFS-PARCEL-0149734834,149734834,46727233480000,severe,severe,AE,['AE'],True,True,False,11.0881,11.0881,11.0881,11.0881,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149738074,149738074,46718669430000,severe,severe,AE,['AE'],True,True,False,9.5616,9.5616,9.4823,9.5616,100.0000,99.1710,100.0000,True,100.00,high
CFS-PARCEL-0149738075,149738075,46718693490000,severe,severe,AE,['AE'],True,True,False,9.9081,9.9081,9.9081,9.9081,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149738076,149738076,46718693490000,severe,severe,AE,['AE'],True,True,False,9.9081,9.9081,9.9081,9.9081,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149743115,149743115,55054563920000,severe,severe,AE,['AE'],True,True,False,0.1248,0.1248,0.1248,0.1248,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149748906,149748906,55078282550000,severe,severe,AE,['AE'],True,True,False,0.2973,0.2973,0.2973,0.2973,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149750274,149750274,55088114090000,severe,severe,AE,"['AE', 'X']",True,True,True,1.9466,1.9466,1.4844,1.7380,100.0000,76.2521,89.2796,True,100.00,high
CFS-PARCEL-0149750463,149750463,55089142910000,severe,severe,AE,['AE'],True,True,False,0.2106,0.2106,0.1661,0.2106,100.0000,78.8859,100.0000,True,100.00,high
CFS-PARCEL-0149750756,149750756,55089098730000,severe,severe,AE,['AE'],True,True,False,0.5223,0.5223,0.4442,0.5223,100.0000,85.0384,100.0000,True,100.00,high
CFS-PARCEL-0149750857,149750857,55089151690000,severe,severe,AE,['AE'],True,True,False,0.2186,0.2186,0.1846,0.2186,100.0000,84.4451,100.0000,True,100.00,high
CFS-PARCEL-0149751025,149751025,55089078810000,severe,severe,AE,['AE'],True,True,False,0.7587,0.7587,0.7364,0.7587,100.0000,97.0609,100.0000,True,100.00,high
CFS-PARCEL-0149751028,149751028,55089142320000,severe,severe,AE,['AE'],True,True,False,0.2072,0.2072,0.1446,0.2072,100.0000,69.8037,100.0000,True,100.00,high
CFS-PARCEL-0149752957,149752957,55056814810000,severe,severe,AE,['AE'],True,True,False,9.0483,9.0483,9.0483,9.0483,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149754688,149754688,55171989130000,severe,severe,AE,['AE'],True,True,False,0.5007,0.5007,0.5007,0.5007,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149754741,149754741,55171947350000,severe,severe,AE,['AE'],True,True,False,0.9536,0.9536,0.7459,0.9536,100.0000,78.2114,100.0000,True,100.00,high
CFS-PARCEL-0149754742,149754742,55171948470000,severe,severe,AE,['AE'],True,True,False,0.5331,0.5331,0.5331,0.5331,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149754826,149754826,55172909510000,severe,severe,AE,['AE'],True,True,False,1.2271,1.2271,1.2271,1.2271,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149755147,149755147,55171959640000,severe,severe,AE,['AE'],True,True,False,0.2778,0.2778,0.2778,0.2778,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149755148,149755148,55171979140000,severe,severe,AE,['AE'],True,True,False,0.4513,0.4513,0.4513,0.4513,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149755195,149755195,55171989900000,severe,severe,AE,['AE'],True,True,False,0.5445,0.5445,0.5445,0.5445,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149755423,149755423,55171969350000,severe,severe,AE,['AE'],True,True,False,0.4211,0.4211,0.4211,0.4211,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149755725,149755725,55174063690000,severe,severe,AE,['AE'],True,True,False,1.0015,1.0015,0.8859,1.0015,100.0000,88.4621,100.0000,True,100.00,high
CFS-PARCEL-0149755909,149755909,55180087400000,severe,severe,AE,['AE'],True,True,False,0.3764,0.3764,0.3764,0.3764,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756184,149756184,55180067520000,severe,severe,AE,['AE'],True,True,False,0.4271,0.4271,0.4271,0.4271,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756185,149756185,55180077500000,severe,severe,AE,['AE'],True,True,False,0.4307,0.4307,0.4307,0.4307,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756224,149756224,55176125200000,severe,severe,AE,['AE'],True,True,False,0.6655,0.6655,0.4541,0.6655,100.0000,68.2341,100.0000,True,100.00,high
CFS-PARCEL-0149756298,149756298,55180047650000,severe,severe,AE,['AE'],True,True,False,0.5332,0.5332,0.5332,0.5332,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756299,149756299,55180047650000,severe,severe,AE,['AE'],True,True,False,0.5332,0.5332,0.5332,0.5332,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756451,149756451,55180057640000,severe,severe,AE,['AE'],True,True,False,0.4458,0.4458,0.4458,0.4458,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756454,149756454,55180074170000,severe,severe,AE,['AE'],True,True,False,0.9270,0.9270,0.8016,0.9270,100.0000,86.4655,100.0000,True,100.00,high
CFS-PARCEL-0149756455,149756455,55180096870000,severe,severe,AE,['AE'],True,True,False,0.7891,0.7891,0.7891,0.7891,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756604,149756604,55181026510000,severe,severe,AE,['AE'],True,True,False,1.5756,1.5756,1.5756,1.5756,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756664,149756664,55181024030000,severe,severe,AE,['AE'],True,True,False,0.5854,0.5854,0.5854,0.5854,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149756698,149756698,55181002440000,severe,severe,AE,['AE'],True,True,False,2.7903,2.7903,2.6805,2.7903,100.0000,96.0639,100.0000,True,100.00,high
CFS-PARCEL-0149756852,149756852,55181004510000,severe,severe,AE,['AE'],True,True,False,1.2976,1.2976,1.2976,1.2976,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149759037,149759037,55089088730000,severe,severe,AE,['AE'],True,True,False,0.4396,0.4396,0.3849,0.4396,100.0000,87.5580,100.0000,True,100.00,high
CFS-PARCEL-0149759166,149759166,55196511440000,severe,severe,AE,['AE'],True,True,False,0.5523,0.5523,0.4030,0.5523,100.0000,72.9648,100.0000,True,100.00,high
CFS-PARCEL-0149760877,149760877,55261632960000,severe,severe,AE,['AE'],True,True,False,0.0001,0.0001,0.0001,0.0001,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149760878,149760878,55261632960000,severe,severe,AE,['AE'],True,True,False,0.0001,0.0001,0.0001,0.0001,100.0000,100.0000,100.0000,True,100.00,medium
CFS-PARCEL-0149761684,149761684,55271554510000,severe,severe,AE,['AE'],True,True,False,1.0732,1.0732,1.0732,1.0732,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149761754,149761754,55272761370000,severe,severe,AE,"['AE', 'X']",True,True,True,11.9002,11.9002,8.1436,11.8965,100.0000,68.4327,99.9689,True,100.00,high
CFS-PARCEL-0149761803,149761803,55273638940000,severe,severe,AE,"['AE', 'X']",True,True,True,2.2641,2.2641,1.8934,2.2598,100.0000,83.6268,99.8132,True,100.00,high
CFS-PARCEL-0149761844,149761844,55273688090000,severe,severe,AE,"['AE', 'X']",True,True,True,3.0229,3.0229,2.5062,2.9960,100.0000,82.9091,99.1101,True,100.00,high
CFS-PARCEL-0149762129,149762129,55171959010000,severe,severe,AE,['AE'],True,True,False,0.3182,0.3182,0.3182,0.3182,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149762130,149762130,55171986880000,severe,severe,AE,['AE'],True,True,False,0.4264,0.4264,0.3760,0.4264,100.0000,88.1769,100.0000,True,100.00,high
CFS-PARCEL-0149762131,149762131,55171986880000,severe,severe,AE,['AE'],True,True,False,0.4264,0.4264,0.3760,0.4264,100.0000,88.1769,100.0000,True,100.00,high
CFS-PARCEL-0149762453,149762453,55172928810000,severe,severe,AE,['AE'],True,True,False,2.8417,2.8417,2.8417,2.8417,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149765726,149765726,55180017490000,severe,severe,AE,['AE'],True,True,False,1.2743,1.2743,1.1035,1.2743,100.0000,86.6011,100.0000,True,100.00,high
CFS-PARCEL-0149765727,149765727,55180027970000,severe,severe,AE,['AE'],True,True,False,1.1603,1.1603,1.1335,1.1603,100.0000,97.6917,100.0000,True,100.00,high
CFS-PARCEL-0149768137,149768137,55377605330000,severe,severe,AE,"['AE', 'X']",True,True,True,2.0483,2.0483,1.5063,2.0014,100.0000,73.5353,97.7066,True,100.00,high
CFS-PARCEL-0149768151,149768151,55370138990000,severe,severe,AE,['AE'],True,True,False,0.0001,0.0001,0.0001,0.0001,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149768639,149768639,55377746110000,severe,severe,AE,"['AE', 'X']",True,True,True,0.8586,0.8586,0.7700,0.8389,100.0000,89.6828,97.7068,True,100.00,high
CFS-PARCEL-0149768640,149768640,55377756460000,severe,severe,AE,"['AE', 'X']",True,True,True,0.9814,0.9814,0.9130,0.9553,100.0000,93.0334,97.3403,True,100.00,high
CFS-PARCEL-0149769039,149769039,55377767870000,severe,severe,AE,"['AE', 'X']",True,True,True,1.7954,1.7954,1.2765,1.7627,100.0000,71.0971,98.1823,True,100.00,high
CFS-PARCEL-0149769605,149769605,55255972790000,severe,severe,AE,['AE'],True,True,False,2.2655,2.2655,1.6570,2.2655,100.0000,73.1394,100.0000,True,100.00,high
CFS-PARCEL-0149771045,149771045,55390834290000,severe,severe,AE,['AE'],True,True,False,1.1308,1.1308,0.7756,1.1308,100.0000,68.5863,100.0000,True,100.00,high
CFS-PARCEL-0149771315,149771315,55391704480000,severe,severe,AE,['AE'],True,True,False,0.1773,0.1773,0.1752,0.1773,100.0000,98.8375,100.0000,True,100.00,high
CFS-PARCEL-0149775617,149775617,55491799140000,severe,severe,AE,['AE'],True,True,False,0.0320,0.0320,0.0320,0.0320,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149775706,149775706,55473767420000,severe,severe,AE,"['AE', 'X']",True,True,True,7.9821,7.9821,6.0147,7.6217,100.0000,75.3523,95.4840,True,100.00,high
CFS-PARCEL-0149776628,149776628,55520518500000,severe,severe,AE,['AE'],True,True,False,0.2554,0.2554,0.2130,0.2554,100.0000,83.3675,100.0000,True,100.00,high
CFS-PARCEL-0149776661,149776661,55531933240000,severe,severe,AE,['AE'],True,True,False,0.2910,0.2910,0.2498,0.2910,100.0000,85.8415,100.0000,True,100.00,high
CFS-PARCEL-0149777388,149777388,55577344750000,severe,severe,AE,"['AE', 'X']",True,True,True,1.2873,1.2873,1.1463,1.2668,100.0000,89.0494,98.4123,True,100.00,high
CFS-PARCEL-0149777923,149777923,55577374750000,severe,severe,AE,"['AE', 'X']",True,True,True,5.4771,5.4771,3.6542,5.3873,100.0000,66.7181,98.3608,True,100.00,high
CFS-PARCEL-0149777925,149777925,55578292730000,severe,severe,AE,['AE'],True,True,False,1.8382,1.8382,1.7369,1.8382,100.0000,94.4891,100.0000,True,100.00,high
CFS-PARCEL-0149778460,149778460,55650207200000,severe,severe,AE,['AE'],True,True,False,0.9523,0.9523,0.9523,0.9523,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149778498,149778498,55672150210000,severe,severe,AE,['AE'],True,True,False,10.9543,10.9543,10.9543,10.9543,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149778721,149778721,55672293300000,severe,severe,AE,['AE'],True,True,False,6.3308,6.3308,5.0629,6.3308,100.0000,79.9728,100.0000,True,100.00,high
CFS-PARCEL-0149778728,149778728,55673384820000,severe,severe,AE,['AE'],True,True,False,14.7472,14.7473,10.6961,14.7473,100.0000,72.5298,100.0000,True,100.00,high
CFS-PARCEL-0149779186,149779186,55676409510000,severe,severe,AE,['AE'],True,True,False,0.0005,0.0005,0.0005,0.0005,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149779350,149779350,55688160590000,severe,severe,AE,['AE'],True,True,False,0.8518,0.8518,0.8518,0.8518,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149780542,149780542,55781679910000,severe,severe,AE,['AE'],True,True,False,8.9633,8.9633,7.0434,8.9633,100.0000,78.5808,100.0000,True,100.00,high
CFS-PARCEL-0149781077,149781077,55795735360000,severe,severe,AE,"['AE', 'X']",True,True,True,3.0705,3.0705,2.2279,2.9630,100.0000,72.5580,96.4977,True,100.00,high
CFS-PARCEL-0149781238,149781238,55795722840000,severe,severe,AE,"['AE', 'X']",True,True,True,4.5751,4.5751,3.5463,4.4096,100.0000,77.5122,96.3824,True,100.00,high
CFS-PARCEL-0149782106,149782106,56002676050000,severe,severe,AE,['AE'],True,True,False,9.1188,9.1188,8.6904,9.1188,100.0000,95.3027,100.0000,True,100.00,high
CFS-PARCEL-0149787023,149787023,55673104090000,severe,severe,AE,['AE'],True,True,False,4.6873,4.6873,4.6873,4.6873,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149788493,149788493,56049053240000,severe,severe,AE,['AE'],True,True,False,3.6863,3.6863,2.7657,3.6863,100.0000,75.0256,100.0000,True,100.00,high
CFS-PARCEL-0149790153,149790153,56109947840000,severe,severe,AE,"['AE', 'X']",True,True,True,0.0731,0.0731,0.0545,0.0723,100.0000,74.4807,98.8940,True,100.00,high
CFS-PARCEL-0149790784,149790784,56113526890000,severe,severe,AE,['AE'],True,True,False,4.1431,4.1431,3.9409,4.1431,100.0000,95.1185,100.0000,True,100.00,high
CFS-PARCEL-0149791826,149791826,56113653540000,severe,severe,AE,['AE'],True,True,False,0.7914,0.7914,0.5868,0.7914,100.0000,74.1462,100.0000,True,100.00,high
CFS-PARCEL-0149796182,149796182,56037110590000,severe,severe,AE,['AE'],True,True,False,0.9839,0.9839,0.8164,0.9839,100.0000,82.9750,100.0000,True,100.00,high
CFS-PARCEL-0149803896,149803896,56204653770000,severe,severe,AE,['AE'],True,True,False,3.1931,3.1931,2.4230,3.1931,100.0000,75.8819,100.0000,True,100.00,high
CFS-PARCEL-0149805322,149805322,56208086560000,severe,severe,AE,['AE'],True,True,False,0.1351,0.1351,0.1351,0.1351,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149805749,149805749,56208079010000,severe,severe,AE,['AE'],True,True,False,3.0502,3.0502,2.6786,3.0502,100.0000,87.8162,100.0000,True,100.00,high
CFS-PARCEL-0149809468,149809468,56216695080000,severe,severe,AE,['AE'],True,True,False,0.9055,0.9055,0.6185,0.9055,100.0000,68.3005,100.0000,True,100.00,high
CFS-PARCEL-0149809945,149809945,56217583010000,severe,severe,AE,['AE'],True,True,False,1.5685,1.5685,1.4057,1.5685,100.0000,89.6201,100.0000,True,100.00,high
CFS-PARCEL-0149810142,149810142,56217537790000,severe,severe,AE,['AE'],True,True,False,1.3539,1.3539,1.1809,1.3539,100.0000,87.2197,100.0000,True,100.00,high
CFS-PARCEL-0149813632,149813632,56208115240000,severe,severe,AE,['AE'],True,True,False,12.4239,12.4239,9.3786,12.4239,100.0000,75.4883,100.0000,True,100.00,high
CFS-PARCEL-0149814269,149814269,56235808040000,severe,severe,AE,['AE'],True,True,False,0.1248,0.1248,0.1247,0.1248,100.0000,99.9895,100.0000,True,100.00,high
CFS-PARCEL-0149814567,149814567,56235906440000,severe,severe,AE,['AE'],True,True,False,0.8751,0.8751,0.6438,0.8751,100.0000,73.5760,100.0000,True,100.00,high
CFS-PARCEL-0149816823,149816823,56244128070000,severe,severe,AE,['AE'],True,True,False,0.2524,0.2524,0.2087,0.2524,100.0000,82.7020,100.0000,True,100.00,high
CFS-PARCEL-0149816824,149816824,56244128210000,severe,severe,AE,['AE'],True,True,False,0.2303,0.2303,0.2181,0.2303,100.0000,94.7295,100.0000,True,100.00,high
CFS-PARCEL-0149818930,149818930,56308443770000,severe,severe,AE,['AE'],True,True,False,0.5825,0.5825,0.5825,0.5825,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149819535,149819535,56308321750000,severe,severe,AE,['AE'],True,True,False,2.9380,2.9380,1.9685,2.9380,100.0000,67.0014,100.0000,True,100.00,high
CFS-PARCEL-0149819602,149819602,56308179570000,severe,severe,AE,['AE'],True,True,False,1.2197,1.2197,1.0595,1.2197,100.0000,86.8655,100.0000,True,100.00,high
CFS-PARCEL-0149819766,149819766,56307641420000,severe,severe,AE,['AE'],True,True,False,9.3082,9.3082,9.1748,9.3082,100.0000,98.5672,100.0000,True,100.00,high
CFS-PARCEL-0149819943,149819943,56311115730000,severe,severe,AE,['AE'],True,True,False,0.2478,0.2478,0.2478,0.2478,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149819944,149819944,56311115730000,severe,severe,AE,['AE'],True,True,False,0.2478,0.2478,0.2478,0.2478,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149820017,149820017,56314177340000,severe,severe,AE,"['AE', 'X']",True,True,True,3.4426,3.4426,2.3196,3.4390,100.0000,67.3795,99.8960,True,100.00,high
CFS-PARCEL-0149820018,149820018,56314177340000,severe,severe,AE,"['AE', 'X']",True,True,True,3.4426,3.4426,2.3196,3.4390,100.0000,67.3795,99.8960,True,100.00,high
CFS-PARCEL-0149821662,149821662,56402316680000,severe,severe,AE,['AE'],True,True,False,0.4699,0.4699,0.4699,0.4699,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149821778,149821778,56401279840000,severe,severe,AE,['AE'],True,True,False,0.6883,0.6883,0.6148,0.6883,100.0000,89.3117,100.0000,True,100.00,high
CFS-PARCEL-0149821960,149821960,56401284350000,severe,severe,AE,['AE'],True,True,False,1.4204,1.4204,1.0501,1.4204,100.0000,73.9330,100.0000,True,100.00,high
CFS-PARCEL-0149822028,149822028,56401287010000,severe,severe,AE,['AE'],True,True,False,0.8598,0.8598,0.7522,0.8598,100.0000,87.4922,100.0000,True,100.00,high
CFS-PARCEL-0149822036,149822036,56402349470000,severe,severe,AE,['AE'],True,True,False,0.3928,0.3928,0.3928,0.3928,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149822458,149822458,56402338120000,severe,severe,AE,['AE'],True,True,False,0.4218,0.4218,0.4218,0.4218,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149823066,149823066,56244126660000,severe,severe,AE,['AE'],True,True,False,0.3883,0.3883,0.3050,0.3883,100.0000,78.5293,100.0000,True,100.00,high
CFS-PARCEL-0149825369,149825369,56505655980000,severe,severe,AE,"['AE', 'X']",True,True,True,3.0301,3.0301,2.0268,3.0184,100.0000,66.8878,99.6129,True,100.00,high
CFS-PARCEL-0149825513,149825513,56304606220000,severe,severe,AE,['AE'],True,True,False,0.1649,0.1649,0.1649,0.1649,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149826764,149826764,56315093380000,severe,severe,AE,['AE'],True,True,False,5.5028,5.5028,5.1399,5.5028,100.0000,93.4050,100.0000,True,100.00,high
CFS-PARCEL-0149826765,149826765,56315093380000,severe,severe,AE,['AE'],True,True,False,5.5028,5.5028,5.1399,5.5028,100.0000,93.4050,100.0000,True,100.00,high
CFS-PARCEL-0149827553,149827553,56706061020000,severe,severe,AE,['AE'],True,True,False,0.4297,0.4297,0.4297,0.4297,100.0000,100.0000,100.0000,True,100.00,high
CFS-PARCEL-0149721867,149721867,00000,severe,severe,AE,['AE'],True,True,False,0.3010,0.3010,0.2857,0.3010,99.9999,94.9084,99.9999,True,100.00,high
CFS-PARCEL-0149731384,149731384,46718042070000,severe,severe,AE,['AE'],True,True,False,6.6054,6.6054,4.9255,6.6054,99.9999,74.5680,99.9999,True,100.00,high
CFS-PARCEL-0149749471,149749471,55079291440000,severe,severe,AE,['AE'],True,True,False,1.2828,1.2828,1.1164,1.2828,99.9999,87.0307,99.9999,True,100.00,high
CFS-PARCEL-0149751273,149751273,55089122480000,severe,severe,AE,"['AE', 'X']",True,True,True,4.2973,4.2973,3.0333,4.0188,99.9999,70.5877,93.5193,True,100.00,high
CFS-PARCEL-0149762575,149762575,55274605010000,severe,severe,AE,"['AE', 'X']",True,True,True,12.9118,12.9118,8.8941,12.9021,99.9999,68.8837,99.9249,True,100.00,high
CFS-PARCEL-0149763176,149763176,55279119910000,severe,severe,AE,['AE'],True,True,False,0.3881,0.3881,0.3847,0.3881,99.9999,99.1291,99.9999,True,100.00,high
CFS-PARCEL-0149767063,149767063,55336879380000,severe,severe,AE,['AE'],True,True,False,0.1335,0.1335,0.1246,0.1335,99.9999,93.3127,99.9999,True,100.00,high
CFS-PARCEL-0149768523,149768523,55377607810000,severe,severe,AE,"['AE', 'X']",True,True,True,2.2502,2.2502,1.7156,2.2494,99.9999,76.2415,99.9658,True,100.00,high
CFS-PARCEL-0149768824,149768824,55377725980000,severe,severe,AE,"['AE', 'X']",True,True,True,1.1714,1.1714,1.0266,1.1477,99.9999,87.6389,97.9748,True,100.00,high
CFS-PARCEL-0149775606,149775606,55473814970000,severe,severe,AE,['AE'],True,True,False,4.4292,4.4292,4.4287,4.4292,99.9999,99.9900,99.9999,True,100.00,high
CFS-PARCEL-0149777797,149777797,55577327510000,severe,severe,AE,['AE'],True,True,False,1.8049,1.8049,1.4128,1.8049,99.9999,78.2764,99.9999,True,100.00,high
CFS-PARCEL-0149780557,149780557,55781645410000,severe,severe,AE,['AE'],True,True,False,8.7760,8.7759,8.7759,8.7759,99.9999,99.9999,99.9999,True,100.00,high
CFS-PARCEL-0149814414,149814414,56235410270000,severe,severe,AE,['AE'],True,True,False,1.5815,1.5815,1.5788,1.5815,99.9999,99.8257,99.9999,True,100.00,high
CFS-PARCEL-0149823923,149823923,56506610940000,severe,severe,AE,"['AE', 'X']",True,True,True,2.2817,2.2817,1.5865,2.2816,99.9999,69.5319,99.9948,True,100.00,high
CFS-PARCEL-0149756379,149756379,55177817590000,severe,severe,AE,"['AE', 'X']",True,True,True,3.5952,3.5951,2.7874,3.5937,99.9998,77.5327,99.9599,True,100.00,high
CFS-PARCEL-0149764155,149764155,55280380780000,severe,severe,AE,['AE'],True,True,False,0.8867,0.8867,0.8867,0.8867,99.9998,99.9998,99.9998,True,100.00,high
CFS-PARCEL-0149768848,149768848,55378690130000,severe,severe,AE,['AE'],True,True,False,2.9557,2.9557,2.9485,2.9557,99.9998,99.7588,99.9998,True,100.00,high
CFS-PARCEL-0149775383,149775383,55484432100000,severe,severe,AE,['AE'],True,True,False,0.3110,0.3110,0.2237,0.3110,99.9998,71.9351,99.9998,True,100.00,high
CFS-PARCEL-0149761797,149761797,55270197490000,severe,severe,AE,['AE'],True,True,False,5.0440,5.0440,3.8937,5.0440,99.9997,77.1945,99.9997,True,100.00,high
CFS-PARCEL-0149765615,149765615,55295183960000,severe,severe,AE,['AE'],True,True,False,0.1029,0.1029,0.0996,0.1029,99.9997,96.7710,99.9997,True,100.00,high
CFS-PARCEL-0149755813,149755813,55175160000000,severe,severe,AE,"['AE', 'X']",True,True,True,1.4035,1.4034,1.0848,1.3858,99.9996,77.2953,98.7413,True,100.00,high
CFS-PARCEL-0149779758,149779758,55672128560000,severe,severe,AE,"['AE', 'X']",True,True,True,44.8470,44.8380,30.5499,43.9503,99.9799,68.1202,98.0006,True,100.00,high
CFS-PARCEL-0149787486,149787486,56038749340000,severe,severe,AE,"['AE', 'X']",True,True,True,0.3795,0.3794,0.2832,0.3786,99.9787,74.6416,99.7697,True,100.00,high
CFS-PARCEL-0149747200,149747200,55071230070000,severe,severe,AE,"['AE', 'X']",True,True,True,6.5192,6.5177,4.6677,6.4113,99.9767,71.5986,98.3445,True,100.00,high
CFS-PARCEL-0149769038,149769038,55377603420000,severe,severe,AE,"['AE', 'X']",True,True,True,2.2466,2.2457,1.6646,2.1473,99.9619,74.0959,95.5778,True,100.00,high
CFS-PARCEL-0149758904,149758904,55196226390000,severe,severe,AE,"['AE', 'X']",True,True,True,2.0555,2.0543,1.4891,2.0130,99.9425,72.4447,97.9362,True,100.00,high
CFS-PARCEL-0149774408,149774408,55455684630000,severe,severe,AE,"['AE', 'X']",True,True,True,7.4910,7.4867,6.2253,7.4760,99.9418,83.1035,99.7999,True,100.00,high
CFS-PARCEL-0149819742,149819742,56306942010000,severe,severe,AE,"['AE', 'X']",True,True,True,16.1462,16.1360,12.9885,16.0774,99.9370,80.4432,99.5741,True,100.00,high
CFS-PARCEL-0149731621,149731621,46719459230000,severe,severe,AE,"['AE', 'X']",True,True,True,104.9420,104.8044,72.6278,104.7104,99.8689,69.2076,99.7794,True,100.00,high
CFS-PARCEL-0149814950,149814950,56237137520000,severe,severe,AE,"['AE', 'X']",True,True,True,12.1574,12.1338,12.0156,12.1026,99.8055,98.8338,99.5492,True,100.00,high
CFS-PARCEL-0149731458,149731458,46718735230000,severe,severe,AE,"['AE', 'X']",True,True,True,47.3906,47.2864,33.2933,46.9213,99.7800,70.2529,99.0098,True,100.00,high
CFS-PARCEL-0149762308,149762308,55272529620000,severe,severe,AE,"['AE', 'X']",True,True,True,10.6365,10.5890,8.8031,10.4047,99.5528,82.7629,97.8204,True,100.00,high
CFS-PARCEL-0149810100,149810100,56217571470000,severe,severe,AE,"['AE', 'X']",True,True,True,1.9969,1.9869,1.5086,1.9799,99.4995,75.5475,99.1484,True,100.00,high
CFS-PARCEL-0149826392,149826392,56308532450000,severe,severe,AE,"['AE', 'X']",True,True,True,4.5858,4.5608,4.1903,4.5538,99.4532,91.3747,99.3022,True,100.00,high
