official_parcel_id,objectid_1,pin14,flood_severity_class,buildability_impact,dominant_flood_zone,flood_zone_codes,floodway_present,sfha_present,moderate_flood_present,parcel_area_acres,flood_constrained_area_acres,floodway_area_acres,sfha_area_acres,percent_parcel_constrained,percent_parcel_floodway,percent_parcel_sfha,flood_review_required,flood_constraint_score,overlay_confidence
CFS-PARCEL-0149800208,149800208,56114440080000,severe,severe,AE,"['AE', 'X']",True,True,True,5.0508,4.3925,1.1540,4.0902,86.9656,22.8476,80.9812,True,92.78,high
CFS-PARCEL-0149775671,149775671,55472945390000,severe,severe,X,"['AE', 'X']",True,True,True,68.8190,41.0498,21.9430,37.3023,59.6489,31.8851,54.2035,True,92.77,high
CFS-PARCEL-0149787382,149787382,56037064230000,severe,severe,AE,"['AE', 'X']",True,True,True,6.9098,5.4402,1.7615,4.8890,78.7316,25.4924,70.7551,True,92.76,high
CFS-PARCEL-0149809542,149809542,56215934920000,severe,severe,X,"['AE', 'X']",True,True,True,2.9510,2.1335,0.8156,1.5150,72.2990,27.6397,51.3380,True,92.76,high
CFS-PARCEL-0149809718,149809718,56216738040000,severe,severe,AE,"['AE', 'X']",True,True,True,2.1500,1.9695,0.4545,1.9677,91.6054,21.1420,91.5213,True,92.75,high
CFS-PARCEL-0149743064,149743064,55054687450000,severe,severe,AE,"['AE', 'X']",True,True,True,21.5185,16.3166,5.6834,15.4288,75.8262,26.4116,71.7001,True,92.75,high
CFS-PARCEL-0149821811,149821811,56401676950000,severe,severe,AE,"['AE', 'X']",True,True,True,12.4836,8.9833,3.4514,8.1694,71.9614,27.6478,65.4413,True,92.75,high
CFS-PARCEL-0149748681,149748681,55078051760000,severe,severe,X,"['AE', 'X']",True,True,True,1.5404,1.0450,0.4476,0.9008,67.8439,29.0557,58.4795,True,92.75,high
CFS-PARCEL-0149750241,149750241,55086199340000,severe,severe,X,"['AE', 'X']",True,True,True,0.2779,0.2779,0.0508,0.0865,100.0000,18.2838,31.1188,True,92.74,high
CFS-PARCEL-0149765396,149765396,55176849110000,severe,severe,AE,"['AE', 'X']",True,True,True,1.3789,1.1082,0.3423,0.9376,80.3695,24.8242,67.9997,True,92.74,high
CFS-PARCEL-0149826639,149826639,56310224770000,severe,severe,X,"['AE', 'X']",True,True,True,0.5537,0.5537,0.1007,0.1830,100.0000,18.1927,33.0515,True,92.73,high
CFS-PARCEL-0149767868,149767868,55189307990000,severe,severe,X,"['AE', 'X']",True,True,True,6.1451,3.8068,1.8977,3.3920,61.9476,30.8817,55.1972,True,92.73,high
CFS-PARCEL-0149744009,149744009,55060610750000,severe,severe,X,"['AE', 'X']",True,True,True,5.9700,3.1099,2.0402,2.9730,52.0928,34.1740,49.7986,True,92.73,high
CFS-PARCEL-0149735423,149735423,46804034060000,severe,severe,AE,"['AE', 'X']",True,True,True,5.9446,4.7864,1.4624,4.0700,80.5155,24.5996,68.4655,True,92.72,high
CFS-PARCEL-0149759165,149759165,55196501370000,severe,severe,X,"['AE', 'X']",True,True,True,0.5469,0.3795,0.1548,0.2928,69.3941,28.3079,53.5460,True,92.72,high
CFS-PARCEL-0149737522,149737522,46709789670000,severe,severe,X,"['AE', 'X']",True,True,True,7.0625,4.3775,2.1739,3.9223,61.9824,30.7806,55.5367,True,92.72,high
CFS-PARCEL-0149791329,149791329,56114386930000,severe,severe,X,"['AE', 'X']",True,True,True,1.4473,0.8113,0.4741,0.7761,56.0528,32.7588,53.6264,True,92.72,high
CFS-PARCEL-0149791361,149791361,56114386930000,severe,severe,X,"['AE', 'X']",True,True,True,1.4473,0.8113,0.4741,0.7761,56.0528,32.7588,53.6264,True,92.72,high
CFS-PARCEL-0149727359,149727359,45990581930000,severe,severe,AE,"['AE', 'X']",True,True,True,6.7736,6.7736,1.2255,4.6619,100.0000,18.0922,68.8249,True,92.71,high
CFS-PARCEL-0149816026,149816026,56244108910000,severe,severe,AE,"['AE', 'X']",True,True,True,0.3525,0.2672,0.0921,0.2250,75.7922,26.1293,63.8245,True,92.71,high
CFS-PARCEL-0149826391,149826391,56308518180000,severe,severe,AE,"['AE', 'X']",True,True,True,3.7498,3.0124,0.9194,2.6644,80.3347,24.5182,71.0539,True,92.69,high
CFS-PARCEL-0149818754,149818754,56304529980000,severe,severe,AE,"['AE', 'X']",True,True,True,1.3860,1.0766,0.3515,0.9204,77.6771,25.3607,66.4088,True,92.69,high
CFS-PARCEL-0149745783,149745783,55068049920000,severe,severe,X,"['AE', 'X']",True,True,True,6.7822,4.0835,2.1144,3.3511,60.2088,31.1755,49.4097,True,92.69,high
CFS-PARCEL-0149769409,149769409,55254085970000,severe,severe,X,"['AE', 'X']",True,True,True,6.2218,3.1429,2.1409,3.0369,50.5149,34.4093,48.8102,True,92.69,high
CFS-PARCEL-0149776681,149776681,55531905670000,severe,severe,AE,"['AE', 'X']",True,True,True,0.9367,0.6657,0.2574,0.6107,71.0653,27.4786,65.1984,True,92.68,high
CFS-PARCEL-0149763970,149763970,55279167070000,severe,severe,X,"['AE', 'X']",True,True,True,3.7808,2.2040,1.2021,1.8459,58.2956,31.7946,48.8238,True,92.68,high
CFS-PARCEL-0149759768,149759768,55090038410000,severe,severe,AE,"['AE', 'X']",True,True,True,37.1662,30.5469,8.8261,27.0449,82.1900,23.7477,72.7675,True,92.67,high
CFS-PARCEL-0149743274,149743274,55052796580000,severe,severe,AE,"['AE', 'X']",True,True,True,0.5190,0.4071,0.1298,0.3373,78.4403,25.0162,65.0000,True,92.67,high
CFS-PARCEL-0149768381,149768381,55375640490000,severe,severe,X,"['AE', 'X']",True,True,True,46.9416,29.0042,14.3081,23.4455,61.7878,30.4806,49.9462,True,92.66,high
CFS-PARCEL-0149820227,149820227,56320165290000,severe,severe,X,"['AE', 'X']",True,True,True,18.5649,10.8668,5.8617,10.5365,58.5337,31.5741,56.7546,True,92.66,high
CFS-PARCEL-0149824359,149824359,56602237580000,severe,severe,X,"['AE', 'X']",True,True,True,9.6014,5.1192,3.1914,4.3843,53.3166,33.2387,45.6627,True,92.65,high
CFS-PARCEL-0149776054,149776054,55492837250000,severe,severe,AE,"['AE', 'X']",True,True,True,6.1940,5.2173,1.4165,4.6068,84.2326,22.8690,74.3760,True,92.64,high
CFS-PARCEL-0149792562,149792562,56011394830000,severe,severe,AE,"['AE', 'X']",True,True,True,4.1407,3.4611,0.9557,2.8339,83.5864,23.0802,68.4409,True,92.64,high
CFS-PARCEL-0149791419,149791419,56109894420000,severe,severe,X,"['AE', 'X']",True,True,True,8.9665,5.6282,2.6936,5.3352,62.7691,30.0403,59.5009,True,92.64,high
CFS-PARCEL-0149797956,149797956,56133136130000,severe,severe,X,"['AE', 'X']",True,True,True,1.3571,0.7727,0.4330,0.6518,56.9384,31.9072,48.0332,True,92.63,high
CFS-PARCEL-0149756183,149756183,55180053600000,severe,severe,AE,['AE'],True,True,False,1.1285,1.1285,0.1963,1.1285,100.0000,17.3943,100.0000,True,92.61,high
CFS-PARCEL-0149760238,149760238,55254569900000,severe,severe,X,"['AE', 'X']",True,True,True,13.3134,7.5856,4.2260,7.3051,56.9769,31.7427,54.8700,True,92.61,high
CFS-PARCEL-0149744910,149744910,55062607610000,severe,severe,X,"['AE', 'X']",True,True,True,1.3265,0.6892,0.4432,0.6441,51.9595,33.4078,48.5530,True,92.61,high
CFS-PARCEL-0149758076,149758076,55194014640000,severe,severe,AE,"['AE', 'X']",True,True,True,3.2144,2.8096,0.6913,2.4198,87.4066,21.5075,75.2797,True,92.60,high
CFS-PARCEL-0149819887,149819887,56310215960000,severe,severe,X,"['AE', 'X']",True,True,True,0.8013,0.7971,0.1396,0.1850,99.4740,17.4268,23.0836,True,92.59,high
CFS-PARCEL-0149816504,149816504,56216831100000,severe,severe,AE,"['AE', 'X']",True,True,True,1.2193,1.1197,0.2432,0.9392,91.8264,19.9462,77.0274,True,92.58,high
CFS-PARCEL-0149756851,149756851,55180966720000,severe,severe,X,"['AE', 'X']",True,True,True,1.4428,1.2675,0.3068,0.7756,87.8479,21.2622,53.7600,True,92.58,high
CFS-PARCEL-0149794775,149794775,56122415590000,severe,severe,X,"['AE', 'X']",True,True,True,6.2762,3.9836,1.8412,3.7664,63.4720,29.3355,60.0107,True,92.57,high
CFS-PARCEL-0149722412,149722412,142A040,severe,severe,X,"['AE', 'X']",True,True,True,0.8852,0.5007,0.2792,0.4565,56.5702,31.5411,51.5717,True,92.56,high
CFS-PARCEL-0149822237,149822237,56400163090000,severe,severe,X,"['AE', 'X']",True,True,True,19.5376,10.7933,6.2466,10.3415,55.2438,31.9724,52.9315,True,92.56,high
CFS-PARCEL-0149768300,149768300,55374521810000,severe,severe,X,"['AE', 'X']",True,True,True,3.7906,1.9440,1.2631,1.6620,51.2854,33.3217,43.8453,True,92.56,high
CFS-PARCEL-0149819921,149819921,56311839410000,severe,severe,X,"['AE', 'X']",True,True,True,15.4255,8.9165,4.7909,8.6971,57.8036,31.0583,56.3817,True,92.55,high
CFS-PARCEL-0149793601,149793601,56120392230000,severe,severe,X,"['AE', 'X']",True,True,True,0.4571,0.2656,0.1414,0.2462,58.0946,30.9242,53.8648,True,92.54,high
CFS-PARCEL-0149727492,149727492,45991547580000,severe,severe,AE,"['AE', 'X']",True,True,True,29.2207,24.5921,6.4769,23.6343,84.1599,22.1655,80.8821,True,92.53,high
CFS-PARCEL-0149775193,149775193,55477621790000,severe,severe,AE,"['AE', 'X']",True,True,True,24.1866,17.5525,6.2988,14.3647,72.5711,26.0427,59.3910,True,92.53,high
CFS-PARCEL-0149753635,149753635,55161277190000,severe,severe,X,"['AE', 'X']",True,True,True,15.0047,8.8603,4.5755,8.1957,59.0504,30.4940,54.6208,True,92.53,high
CFS-PARCEL-0149728837,149728837,46639720730000,severe,severe,X,"['AE', 'X']",True,True,True,1.5336,0.8120,0.4991,0.7713,52.9482,32.5424,50.2927,True,92.53,high
CFS-PARCEL-0149826640,149826640,56310233380000,severe,severe,X,"['AE', 'X']",True,True,True,0.7108,0.7108,0.1196,0.2476,100.0000,16.8253,34.8380,True,92.52,high
CFS-PARCEL-0149795853,149795853,56129764470000,severe,severe,AE,"['AE', 'X']",True,True,True,3.7042,3.2535,0.7724,2.8329,87.8320,20.8514,76.4787,True,92.52,high
CFS-PARCEL-0149797804,149797804,56133340230000,severe,severe,X,"['AE', 'X']",True,True,True,0.1602,0.0964,0.0482,0.0932,60.1750,30.0624,58.1628,True,92.52,high
CFS-PARCEL-0149807000,149807000,56211066350000,severe,severe,AE,"['AE', 'X']",True,True,True,15.2793,10.3893,4.1832,9.3772,67.9958,27.3781,61.3722,True,92.51,high
CFS-PARCEL-0149758062,149758062,55184806020000,severe,severe,AE,"['AE', 'X']",True,True,True,1.7630,1.2654,0.4596,1.1840,71.7763,26.0675,67.1616,True,92.50,high
CFS-PARCEL-0149824512,149824512,56606432760000,severe,severe,X,"['AE', 'X']",True,True,True,0.7250,0.3694,0.2396,0.3259,50.9433,33.0442,44.9515,True,92.50,high
CFS-PARCEL-0149735489,149735489,46805680040000,severe,severe,X,"['AE', 'X']",True,True,True,7.8832,3.5237,2.7663,3.2463,44.6991,35.0906,41.1806,True,92.50,high
CFS-PARCEL-0149741872,149741872,46914880360000,severe,severe,AE,"['AE', 'X']",True,True,True,6.9382,6.2126,1.3947,5.5546,89.5423,20.1023,80.0574,True,92.49,high
CFS-PARCEL-0149777778,149777778,55555423190000,severe,severe,X,"['AE', 'X']",True,True,True,10.4026,9.2067,2.1155,5.5606,88.5044,20.3365,53.4541,True,92.48,high
CFS-PARCEL-0149776745,149776745,55551558700000,severe,severe,AE,"['AE', 'X']",True,True,True,2.6012,2.6012,0.4279,2.4240,100.0000,16.4518,93.1890,True,92.47,high
CFS-PARCEL-0149800871,149800871,56138090030000,severe,severe,AE,"['AE', 'X']",True,True,True,0.9534,0.7282,0.2318,0.6685,76.3782,24.3095,70.1222,True,92.47,high
CFS-PARCEL-0149727072,149727072,45896837060000,severe,severe,X,"['AE', 'X']",True,True,True,9.4736,6.2845,2.6248,4.9585,66.3371,27.7067,52.3395,True,92.47,high
CFS-PARCEL-0149802490,149802490,56201769770000,severe,severe,X,"['AE', 'X']",True,True,True,8.8969,4.7243,2.8566,4.3868,53.1006,32.1079,49.3071,True,92.47,high
CFS-PARCEL-0149753617,149753617,55164485120000,severe,severe,X,"['AE', 'X']",True,True,True,16.3594,8.0592,5.4565,7.7890,49.2637,33.3539,47.6119,True,92.47,high
CFS-PARCEL-0149756380,149756380,55177824300000,severe,severe,AE,"['AE', 'X']",True,True,True,3.0707,3.0177,0.5212,2.8741,98.2733,16.9735,93.5975,True,92.46,high
CFS-PARCEL-0149819568,149819568,56307619580000,severe,severe,AE,"['AE', 'X']",True,True,True,1.2327,1.0884,0.2501,0.9658,88.3002,20.2872,78.3532,True,92.46,high
CFS-PARCEL-0149760775,149760775,55255705180000,severe,severe,X,"['AE', 'X']",True,True,True,4.0148,2.5944,1.1312,2.3654,64.6201,28.1759,58.9159,True,92.46,high
CFS-PARCEL-0149792717,149792717,56011396010000,severe,severe,X,"['AE', 'X']",True,True,True,3.3514,2.0987,0.9670,1.7937,62.6222,28.8540,53.5229,True,92.46,high
CFS-PARCEL-0149745542,149745542,55063897520000,severe,severe,AE,"['AE', 'X']",True,True,True,0.9324,0.8024,0.1959,0.6801,86.0507,21.0092,72.9426,True,92.45,high
CFS-PARCEL-0149757857,149757857,55190173340000,severe,severe,X,"['AE', 'X']",True,True,True,0.6018,0.3781,0.1725,0.3187,62.8249,28.6556,52.9515,True,92.44,high
CFS-PARCEL-0149757103,149757103,55181939470000,severe,severe,AE,"['AE', 'X']",True,True,True,0.9071,0.8898,0.1530,0.6924,98.0846,16.8645,76.3341,True,92.43,high
CFS-PARCEL-0149721167,149721167,10000000000,severe,severe,AE,"['AE', 'X']",True,True,True,0.0827,0.0598,0.0210,0.0566,72.3709,25.4176,68.4180,True,92.43,high
CFS-PARCEL-0149745337,149745337,55064847480000,severe,severe,X,"['AE', 'X']",True,True,True,0.6821,0.3081,0.2352,0.2796,45.1775,34.4803,40.9956,True,92.43,high
CFS-PARCEL-0149757678,149757678,55190117810000,severe,severe,AE,"['AE', 'X']",True,True,True,1.3109,1.0220,0.3080,0.9094,77.9602,23.4969,69.3770,True,92.42,high
CFS-PARCEL-0149767515,149767515,55299827680000,severe,severe,X,"['AE', 'X']",True,True,True,4.7897,4.7170,0.7928,1.7506,98.4830,16.5524,36.5489,True,92.41,high
CFS-PARCEL-0149810231,149810231,56221098960000,severe,severe,X,"['AE', 'X']",True,True,True,1.3591,0.7240,0.4297,0.6266,53.2736,31.6184,46.1066,True,92.41,high
CFS-PARCEL-0149752038,149752038,55094801340000,severe,severe,AE,"['AE', 'X']",True,True,True,10.4703,9.1811,2.0972,6.1475,87.6873,20.0304,58.7140,True,92.39,high
CFS-PARCEL-0149782646,149782646,55445699980000,severe,severe,X,"['AE', 'X']",True,True,True,0.7079,0.4289,0.2058,0.4044,60.5862,29.0714,57.1290,True,92.39,high
CFS-PARCEL-0149763780,149763780,55283106600000,severe,severe,AE,"['AE', 'X']",True,True,True,12.5457,12.4038,2.0339,12.2888,98.8692,16.2116,97.9521,True,92.38,high
CFS-PARCEL-0149818617,149818617,56304538600000,severe,severe,AE,"['AE', 'X']",True,True,True,1.8020,1.5986,0.3533,1.3471,88.7131,19.6073,74.7547,True,92.38,high
CFS-PARCEL-0149821989,149821989,56401059120000,severe,severe,AE,"['AE', 'X']",True,True,True,6.0911,4.0211,1.6537,3.8303,66.0152,27.1491,62.8829,True,92.37,high
CFS-PARCEL-0149741052,149741052,46843214250000,severe,severe,X,"['AE', 'X']",True,True,True,7.7762,3.9331,2.5118,3.6563,50.5787,32.3003,47.0186,True,92.37,high
CFS-PARCEL-0149731528,149731528,46719802810000,severe,severe,AE,['AE'],True,True,False,0.2970,0.2970,0.0465,0.2970,100.0000,15.6416,100.0000,True,92.35,high
CFS-PARCEL-0149826641,149826641,56310251300000,severe,severe,X,"['AE', 'X']",True,True,True,1.2251,1.2182,0.1946,0.3939,99.4332,15.8822,32.1520,True,92.35,high
CFS-PARCEL-0149765399,149765399,55176877090000,severe,severe,X,"['AE', 'X']",True,True,True,0.9263,0.5444,0.2724,0.4869,58.7688,29.4109,52.5584,True,92.35,high
CFS-PARCEL-0149779111,149779111,55675328260000,severe,severe,X,"['AE', 'X']",True,True,True,13.4792,7.3304,4.1597,5.8546,54.3834,30.8598,43.4340,True,92.35,high
CFS-PARCEL-0149790566,149790566,56111995780000,severe,severe,AE,"['AE', 'X']",True,True,True,46.3298,37.4509,10.1880,33.7014,80.8356,21.9901,72.7424,True,92.34,high
CFS-PARCEL-0149796081,149796081,56129807480000,severe,severe,AE,"['AE', 'X']",True,True,True,0.5825,0.4633,0.1306,0.3788,79.5471,22.4290,65.0326,True,92.34,high
CFS-PARCEL-0149803374,149803374,56124616340000,severe,severe,AE,"['AE', 'X']",True,True,True,4.0723,2.7450,1.0780,2.6280,67.4062,26.4711,64.5343,True,92.34,high
CFS-PARCEL-0149775747,149775747,55481203240000,severe,severe,X,"['AE', 'X']",True,True,True,38.2355,23.9536,10.7237,22.0907,62.6476,28.0464,57.7755,True,92.34,high
CFS-PARCEL-0149762200,149762200,55273339460000,severe,severe,AE,"['AE', 'X']",True,True,True,5.8690,3.9600,1.5489,3.5417,67.4736,26.3904,60.3452,True,92.33,high
CFS-PARCEL-0149824255,149824255,56506616550000,severe,severe,X,"['AE', 'X']",True,True,True,13.1890,6.4138,4.3030,6.3093,48.6296,32.6254,47.8379,True,92.33,high
CFS-PARCEL-0149734348,149734348,46805653360000,severe,severe,X,"['AE', 'X']",True,True,True,9.9894,4.7853,3.2876,4.4358,47.9039,32.9112,44.4048,True,92.33,high
CFS-PARCEL-0149756073,149756073,55179286980000,severe,severe,AE,"['AE', 'X']",True,True,True,36.5284,26.0409,9.1394,21.7903,71.2895,25.0200,59.6531,True,92.32,high
CFS-PARCEL-0149790654,149790654,56112699950000,severe,severe,X,"['AE', 'X']",True,True,True,3.4140,1.9495,1.0139,1.8316,57.1024,29.6984,53.6493,True,92.31,high
CFS-PARCEL-0149778835,149778835,55661749250000,severe,severe,X,"['AE', 'X']",True,True,True,10.3867,5.7546,3.1440,4.5487,55.4036,30.2696,43.7930,True,92.31,high
CFS-PARCEL-0149740039,149740039,46835770280000,severe,severe,AE,"['AE', 'X']",True,True,True,2.2341,1.9739,0.4295,1.8774,88.3559,19.2244,84.0348,True,92.30,high
CFS-PARCEL-0149818341,149818341,56302909150000,severe,severe,AE,"['AE', 'X']",True,True,True,0.5419,0.5413,0.0828,0.4151,99.8836,15.2825,76.6036,True,92.29,high
CFS-PARCEL-0149768637,149768637,55377716600000,severe,severe,AE,"['AE', 'X']",True,True,True,1.0479,1.0465,0.1604,0.9538,99.8653,15.3021,91.0133,True,92.29,high
CFS-PARCEL-0149768638,149768638,55377716600000,severe,severe,AE,"['AE', 'X']",True,True,True,1.0479,1.0465,0.1604,0.9538,99.8653,15.3021,91.0133,True,92.29,high
CFS-PARCEL-0149759468,149759468,55198634750000,severe,severe,X,"['AE', 'X']",True,True,True,0.7617,0.4824,0.2092,0.4495,63.3277,27.4649,59.0076,True,92.29,high
CFS-PARCEL-0149774581,149774581,55448294270000,severe,severe,X,"['AE', 'X']",True,True,True,5.2178,3.0290,1.5251,2.5318,58.0514,29.2297,48.5221,True,92.29,high
CFS-PARCEL-0149744399,149744399,46804578820000,severe,severe,X,"['AE', 'X']",True,True,True,17.4809,9.8010,5.2291,8.7139,56.0666,29.9129,49.8478,True,92.29,high
CFS-PARCEL-0149783385,149783385,56009233940000,severe,severe,AE,"['AE', 'X']",True,True,True,0.3973,0.3202,0.0860,0.2579,80.5955,21.6441,64.9108,True,92.28,high
