official_parcel_id,objectid_1,pin14,parcel_quality_status,nbh_name,subdiv_name,zoning_jurisdiction_name,planning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_overlap_count,zoning_jurisdiction_overlap_count,dominant_overlap_pct,second_zoning_jurisdiction_name,second_zoning_code_raw,second_overlap_pct,top_two_overlap_pct_gap,zoning_assignment_confidence,zoning_join_status,municipal_zoning_dominates_county_overlap,has_nearly_equal_overlap_split,tiny_sliver_overlap_count,parcel_area_acres_calc
CFS-PARCEL-0149772367,149772367,55395315560000,review,CENTRAL CABARRUS HIGH SCHOOL,,Cabarrus County / Unincorporated,Concord,MDR,residential,2,2,0.982604,Concord,I-1,0.017398,0.965206,high,multi_jurisdiction_assigned,False,False,0,0.234434
CFS-PARCEL-0149757404,149757404,55182565050000,trusted,GLENGROVE,GLENGROVE SUBDIVISION PHASE 2 PHASE 3,Concord,,RM-2,residential,2,2,0.999993,Cabarrus County / Unincorporated,LDR,0.034691,0.965302,high,multi_jurisdiction_assigned,True,False,0,0.234427
CFS-PARCEL-0149756572,149756572,55180782990000,trusted,GREYSTONE,GREYSTONE,Concord,,RC,unknown,4,2,0.999999,Cabarrus County / Unincorporated,MDR,0.034632,0.965367,high,multi_jurisdiction_assigned,True,False,2,0.274026
CFS-PARCEL-0149760929,149760929,55262936530000,review,ROBINSON CHURCH RD SOUTH,,Cabarrus County / Unincorporated,,CR,residential,2,2,1.0,Harrisburg,OI,0.034547,0.965453,high,multi_jurisdiction_assigned,False,False,0,1.468178
CFS-PARCEL-0149766995,149766995,55343158480000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,SFR,unknown,2,2,0.983171,Cabarrus County / Unincorporated,CR,0.017624,0.965547,high,multi_jurisdiction_assigned,True,False,0,2.048563
CFS-PARCEL-0149743637,149743637,55056587450000,trusted,GRANTHAM,GRANTHAM PH1,Harrisburg,,CZ-RM,residential,2,2,1.0,Cabarrus County / Unincorporated,CR,0.034411,0.965589,high,multi_jurisdiction_assigned,True,False,0,0.356632
CFS-PARCEL-0149753264,149753264,55160887020000,trusted,ABBINGTON,ABBINGTON PH 6 MAP 5,Harrisburg,,RM,residential,2,2,0.965629,Cabarrus County / Unincorporated,LDR,0.0,0.965629,high,multi_jurisdiction_assigned,True,False,1,0.502743
CFS-PARCEL-0149815851,149815851,56238248560000,trusted,HARBOUR TOWNE,HARBOUR TOWNE,Concord,,RV,residential,2,2,1.0,Kannapolis,R1,0.03431,0.96569,high,multi_jurisdiction_assigned,False,False,0,0.178458
CFS-PARCEL-0149730763,149730763,46717481390000,trusted,BROOKVUE,BROOKVUE PH 1 MAP 1,Concord,,RM-2-CU,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.034292,0.965707,high,multi_jurisdiction_assigned,True,False,0,0.329114
CFS-PARCEL-0149758085,149758085,55183226160000,trusted,ALLBURN,ALLBURN,Harrisburg,,CZ-RL,residential,2,2,0.982859,Cabarrus County / Unincorporated,LDR,0.017141,0.965719,high,multi_jurisdiction_assigned,True,False,0,0.522721
CFS-PARCEL-0149775963,149775963,55493775680000,trusted,BEDFORD FARMS,BEDFORD FARMS PH 2 MAP 1,Concord,,PUD,unknown,2,2,0.999999,Cabarrus County / Unincorporated,LDR,0.034225,0.965774,high,multi_jurisdiction_assigned,True,False,0,3.019041
CFS-PARCEL-0149822605,149822605,56408130120000,trusted,RACOON HOLLOW 1,RACCOON HOLLOW,Concord,,RC,unknown,2,2,0.999991,Cabarrus County / Unincorporated,LDR,0.034084,0.965907,high,multi_jurisdiction_assigned,True,False,0,0.218728
CFS-PARCEL-0149741130,149741130,46910117720000,review,POPLAR TENT WEST,,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.967272,Concord,I-1,0.001334,0.965937,high,multi_jurisdiction_assigned,False,False,2,27.27848
CFS-PARCEL-0149816418,149816418,56237082660000,trusted,FORRESTBROOK,FOREST BROOK,Kannapolis,,R1,residential,3,3,0.982658,Cabarrus County / Unincorporated,MDR,0.016702,0.965957,high,multi_jurisdiction_assigned,True,False,1,1.31987
CFS-PARCEL-0149745847,149745847,55065719360000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.973669,Cabarrus County / Unincorporated,LDR,0.007668,0.966002,high,multi_jurisdiction_assigned,True,False,1,0.399001
CFS-PARCEL-0149745848,149745848,55065719360000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.973669,Cabarrus County / Unincorporated,LDR,0.007668,0.966002,high,multi_jurisdiction_assigned,True,False,1,0.399001
CFS-PARCEL-0149775213,149775213,55459639720000,review,FLOWES STORE EAST,JAMES BRYAN TURNER & JESSICA LYNN TURNER,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.983051,Cabarrus County / Unincorporated,CR,0.016949,0.966102,high,multi_jurisdiction_assigned,False,False,1,9.7232
CFS-PARCEL-0149743720,149743720,55056514320000,trusted,GRANTHAM,GRANTHAM PH2,Harrisburg,,CZ-RM,residential,2,2,0.999983,Cabarrus County / Unincorporated,CR,0.033819,0.966164,high,multi_jurisdiction_assigned,True,False,0,0.527906
CFS-PARCEL-0149746544,149746544,55064072360000,trusted,BRADFORD PARK,BRADFORD PARK,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.979411,Cabarrus County / Unincorporated,CR,0.013235,0.966177,high,multi_jurisdiction_assigned,False,False,1,0.509362
CFS-PARCEL-0149773575,149773575,55449061600000,trusted,WYNTREE,WYNTREE,Midland,,R/OMT,unknown,4,2,0.981725,Midland,IND,0.015544,0.966181,high,multi_jurisdiction_assigned,True,False,2,5.772699
CFS-PARCEL-0149746264,149746264,55066709200000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.973821,Cabarrus County / Unincorporated,LDR,0.00762,0.966201,high,multi_jurisdiction_assigned,True,False,1,0.410362
CFS-PARCEL-0149746265,149746265,55066709200000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.973821,Cabarrus County / Unincorporated,LDR,0.00762,0.966201,high,multi_jurisdiction_assigned,True,False,1,0.410362
CFS-PARCEL-0149746279,149746279,55066709200000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.973821,Cabarrus County / Unincorporated,LDR,0.00762,0.966201,high,multi_jurisdiction_assigned,True,False,1,0.410362
CFS-PARCEL-0149777248,149777248,55530867490000,review,DOWNTOWN MIDLAND,,Cabarrus County / Unincorporated,,CR,residential,4,2,0.978702,Cabarrus County / Unincorporated,GI,0.01244,0.966262,high,multi_jurisdiction_assigned,False,False,2,45.847523
CFS-PARCEL-0149772500,149772500,55399331220000,review,HWY 601 / 49,,Cabarrus County / Unincorporated,,GC,commercial,3,2,0.982858,Cabarrus County / Unincorporated,LDR,0.01658,0.966277,high,multi_jurisdiction_assigned,False,False,1,14.150935
CFS-PARCEL-0149732798,149732798,46724951030000,trusted,FARM AT RIVERPOINTE BACK,FARM AT RIVERPOINTE,Kannapolis,,R4,residential,4,2,0.983067,Kannapolis,R8-CZ,0.016755,0.966311,high,multi_jurisdiction_assigned,True,False,2,29.603644
CFS-PARCEL-0149746312,149746312,55065759330000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.974119,Cabarrus County / Unincorporated,LDR,0.007789,0.96633,high,multi_jurisdiction_assigned,True,False,1,0.434724
CFS-PARCEL-0149731919,149731919,46719023440000,trusted,NORTHCHASE,NORTHCHASE,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.966352,Concord,PUD,1e-06,0.966352,high,multi_jurisdiction_assigned,False,False,1,0.770972
CFS-PARCEL-0149764478,149764478,55288535580000,trusted,KISER WOODS,KISER WOODS,Concord,,RM-2,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.033613,0.966387,high,multi_jurisdiction_assigned,True,False,0,0.363777
CFS-PARCEL-0149777112,149777112,55553064640000,review,HWY 24 / 27,,Midland,,C24/27,unknown,3,2,0.983217,Cabarrus County / Unincorporated,OI,0.016783,0.966433,high,multi_jurisdiction_assigned,True,False,1,1.781734
CFS-PARCEL-0149767853,149767853,55187633300000,trusted,STOUGH ROAD,MOTORSPORTS INDUSTRIAL PK,Concord,,I-1,unknown,2,2,1.0,Cabarrus County / Unincorporated,LI,0.033407,0.966593,high,multi_jurisdiction_assigned,True,False,0,0.448365
CFS-PARCEL-0149778668,149778668,55641842680000,trusted,PINE BLUFF,PINE BLUFF,Midland,,AG,agricultural,3,2,1.0,Cabarrus County / Unincorporated,AO,0.033375,0.966625,high,multi_jurisdiction_assigned,True,False,1,1.264779
CFS-PARCEL-0149740147,149740147,46822327090000,trusted,GREATHORN SUBDIVISION,GREATHORN,Cabarrus County / Unincorporated,,CR,residential,2,2,0.999994,Kannapolis,R8,0.033363,0.966631,high,multi_jurisdiction_assigned,False,False,0,5.318529
CFS-PARCEL-0149759103,149759103,55198195370000,trusted,FRANK LISKE PARK,PICTURE PARK,Concord,,RM-1,residential,2,2,0.979556,Cabarrus County / Unincorporated,LI,0.012816,0.966741,high,multi_jurisdiction_assigned,True,False,0,0.545953
CFS-PARCEL-0149773463,149773463,55438986650000,trusted,MIDLAND COMMERCIAL,3800 GARMON MILL RD,Midland,,IND,industrial,2,2,0.983383,Cabarrus County / Unincorporated,GI,0.016617,0.966766,high,multi_jurisdiction_assigned,True,False,0,5.710337
CFS-PARCEL-0149746193,149746193,55065769320000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.974542,Cabarrus County / Unincorporated,LDR,0.007711,0.96683,high,multi_jurisdiction_assigned,True,False,1,0.424951
CFS-PARCEL-0149745616,149745616,55066718490000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.974685,Cabarrus County / Unincorporated,LDR,0.007828,0.966858,high,multi_jurisdiction_assigned,True,False,1,0.551518
CFS-PARCEL-0149778702,149778702,55667746290000,review,REED GOLD MINE,,Cabarrus County / Unincorporated,,AO,agricultural,2,2,0.982803,Locust,OPS,0.015866,0.966937,high,multi_jurisdiction_assigned,False,False,0,11.700649
CFS-PARCEL-0149768112,149768112,55366878020000,review,PINE GROVE CHURCH RD,,Cabarrus County / Unincorporated,,CR,residential,2,2,0.966973,Midland,AG,2e-06,0.96697,high,multi_jurisdiction_assigned,False,False,1,0.893079
CFS-PARCEL-0149733900,149733900,46726845990000,trusted,ADAIR WOODS,ADAIR WOODS,Kannapolis,,R8-CZ,residential,2,2,0.971405,Cabarrus County / Unincorporated,CR,0.004383,0.967022,high,multi_jurisdiction_assigned,True,False,1,0.286168
CFS-PARCEL-0149746793,149746793,55065789310000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.974669,Cabarrus County / Unincorporated,LDR,0.007546,0.967123,high,multi_jurisdiction_assigned,True,False,1,0.422876
CFS-PARCEL-0149777782,149777782,55557152020000,review,REED GOLD MINE,,Midland,,AG,agricultural,3,2,0.983279,Midland,C24/27,0.016153,0.967126,high,multi_jurisdiction_assigned,True,False,1,1.773379
CFS-PARCEL-0149739670,149739670,46817454670000,review,POPLAR TENT WEST,,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.983588,Cabarrus County / Unincorporated,LDR,0.016412,0.967176,high,multi_jurisdiction_assigned,False,False,1,34.571314
CFS-PARCEL-0149746314,149746314,55065799310000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.974596,Cabarrus County / Unincorporated,LDR,0.007408,0.967189,high,multi_jurisdiction_assigned,True,False,1,0.420167
CFS-PARCEL-0149822634,149822634,56407088640000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.967212,Concord,RC,8e-06,0.967204,high,multi_jurisdiction_assigned,False,False,1,12.914375
CFS-PARCEL-0149783976,149783976,55492650500000,review,HWY 601 / 49,,Concord,,O-I,unknown,3,2,0.999979,Cabarrus County / Unincorporated,LDR,0.032752,0.967227,high,multi_jurisdiction_assigned,True,False,1,11.474463
CFS-PARCEL-0149764155,149764155,55280380780000,trusted,STOUGH ROAD,NORTH CAROLINA RAILROAD COMPANY,Concord,,I-2,unknown,2,2,0.976582,Cabarrus County / Unincorporated,GI,0.00934,0.967242,high,multi_jurisdiction_assigned,True,False,1,0.886698
CFS-PARCEL-0149732114,149732114,46718203030000,trusted,PARKSIDE AT SKYBROOK N,PARKSIDE AT SKYBROOK NORTH PH 3 MAP 3,Concord,,RV-CU,residential,2,2,0.984238,Cabarrus County / Unincorporated,LDR,0.016994,0.967244,high,multi_jurisdiction_assigned,True,False,0,0.284799
CFS-PARCEL-0149779022,149779022,55669294670000,review,REED GOLD MINE,,Cabarrus County / Unincorporated,,AO,agricultural,2,2,0.996095,Locust,OPS,0.028847,0.967248,high,multi_jurisdiction_assigned,False,False,0,30.104268
CFS-PARCEL-0149758475,149758475,55187643230000,trusted,STOUGH ROAD,MOTORSPORTS INDUSTRIAL PK,Concord,,I-1,unknown,2,2,1.0,Cabarrus County / Unincorporated,LI,0.032735,0.967265,high,multi_jurisdiction_assigned,True,False,0,0.459756
CFS-PARCEL-0149745652,149745652,55065709360000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.975169,Cabarrus County / Unincorporated,LDR,0.0079,0.967269,high,multi_jurisdiction_assigned,True,False,1,0.38384
CFS-PARCEL-0149745653,149745653,55065709360000,review,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.975169,Cabarrus County / Unincorporated,LDR,0.0079,0.967269,high,multi_jurisdiction_assigned,True,False,1,0.38384
CFS-PARCEL-0149827094,149827094,56337874570000,review,I-85 AT LANE STREET,,Cabarrus County / Unincorporated,,LC,commercial,2,2,0.983619,Kannapolis,LI-CZ,0.016329,0.967291,high,multi_jurisdiction_assigned,False,False,0,1.152498
CFS-PARCEL-0149822361,149822361,56402141990000,review,ENGLISH WOODS,,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.967912,Concord,RM-1,0.000563,0.967349,high,multi_jurisdiction_assigned,False,False,1,6.875926
CFS-PARCEL-0149821812,149821812,56401783060000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.967446,Concord,RM-1,0.0,0.967446,high,multi_jurisdiction_assigned,False,False,1,17.274189
CFS-PARCEL-0149730384,149730384,46708118710000,trusted,BRIARCREST VILLIAGE,HIGHLAND CREEK,Concord,,R-CO,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.032534,0.967466,high,multi_jurisdiction_assigned,True,False,0,0.283719
CFS-PARCEL-0149746313,149746313,55065779220000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.975071,Cabarrus County / Unincorporated,LDR,0.007485,0.967586,high,multi_jurisdiction_assigned,True,False,1,0.383349
CFS-PARCEL-0149752755,149752755,55155773530000,review,ROBINSON CHURCH RD SOUTH,,Harrisburg,,RL,residential,2,2,0.981789,Cabarrus County / Unincorporated,CR,0.014148,0.967641,high,multi_jurisdiction_assigned,True,False,0,0.983359
CFS-PARCEL-0149757706,149757706,55186671740000,review,STOUGH ROAD,MOTORSPORTS INDUSTRIAL PK,Concord,,I-1,unknown,3,2,1.0,Cabarrus County / Unincorporated,LI,0.032121,0.967879,high,multi_jurisdiction_assigned,True,False,1,4.193101
CFS-PARCEL-0149757707,149757707,55186671740000,review,STOUGH ROAD,MOTORSPORTS INDUSTRIAL PK,Concord,,I-1,unknown,3,2,1.0,Cabarrus County / Unincorporated,LI,0.032121,0.967879,high,multi_jurisdiction_assigned,True,False,1,4.193101
CFS-PARCEL-0149778875,149778875,55669924520000,review,MIAMI CHURCH RD,,Cabarrus County / Unincorporated,,AO,agricultural,2,2,0.982913,Locust,OPS,0.014953,0.96796,high,multi_jurisdiction_assigned,False,False,0,7.460629
CFS-PARCEL-0149814995,149814995,56237378910000,trusted,OLD PLANK,HARBOUR TOWNE,Concord,,RV,residential,2,2,1.0,Kannapolis,R1,0.031926,0.968074,high,multi_jurisdiction_assigned,False,False,0,0.416831
CFS-PARCEL-0149757643,149757643,55187653150000,trusted,STOUGH ROAD,MOTORSPORTS INDUSTRIAL PK,Concord,,I-1,unknown,2,2,1.0,Cabarrus County / Unincorporated,LI,0.031923,0.968077,high,multi_jurisdiction_assigned,True,False,0,0.495312
CFS-PARCEL-0149739775,149739775,46820709040000,trusted,THE ENCLAVE,THE ENCLAVE,Cabarrus County / Unincorporated,,CR,residential,2,2,0.986585,Kannapolis,R8,0.018506,0.968079,high,multi_jurisdiction_assigned,False,False,0,4.246499
CFS-PARCEL-0149746735,149746735,55069378750000,trusted,KENSINGTON FOREST,KENSINGTON FOREST PH-1 M-3,Harrisburg,,RM,residential,2,2,0.985484,Cabarrus County / Unincorporated,CR,0.017388,0.968096,high,multi_jurisdiction_assigned,True,False,0,0.362408
CFS-PARCEL-0149766622,149766622,55182740360000,trusted,GLENGROVE,GLENGROVE PH 1 PH 3,Concord,,RM-2,residential,2,2,0.968136,Cabarrus County / Unincorporated,MDR,5e-06,0.968132,high,multi_jurisdiction_assigned,True,False,1,0.288419
CFS-PARCEL-0149779495,149779495,55666746920000,review,REED GOLD MINE,NO SUBDIVISION,Cabarrus County / Unincorporated,,AO,agricultural,2,2,0.982065,Locust,OPS,0.013914,0.968151,high,multi_jurisdiction_assigned,False,False,0,6.525334
CFS-PARCEL-0149786928,149786928,55665783590000,review,REED GOLD MINE,,Cabarrus County / Unincorporated,,AO,agricultural,2,2,0.984343,Locust,OPS,0.016156,0.968187,high,multi_jurisdiction_assigned,False,False,0,19.702459
CFS-PARCEL-0149822552,149822552,56237086260000,trusted,FORRESTBROOK,FOREST BROOK,Kannapolis,,R1,residential,2,2,0.984129,Cabarrus County / Unincorporated,MDR,0.01586,0.968269,high,multi_jurisdiction_assigned,True,False,0,0.863479
CFS-PARCEL-0149758302,149758302,55184670590000,trusted,GLENGROVE,GLENGROVE PH 2 PH 8 MAP 1,Concord,,RM-2,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.03172,0.96828,high,multi_jurisdiction_assigned,True,False,0,0.229847
CFS-PARCEL-0149774571,149774571,55459872910000,review,FLOWES STORE EAST,,Midland,,AG,agricultural,2,2,1.0,Cabarrus County / Unincorporated,CR,0.031697,0.968302,high,multi_jurisdiction_assigned,True,False,0,3.199829
CFS-PARCEL-0149757321,149757321,55182702190000,review,ROBERTA MILLS,,Cabarrus County / Unincorporated,,MDR,residential,2,2,0.984187,Concord,RM-2,0.015814,0.968372,high,multi_jurisdiction_assigned,False,False,0,0.289584
CFS-PARCEL-0149735733,149735733,46807143910000,review,POPLAR TENT WEST,,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.984206,Concord,I-2-CU,0.015777,0.968428,high,multi_jurisdiction_assigned,False,False,1,1.045028
CFS-PARCEL-0149776072,149776072,55490482730000,review,HWY 601 / 49,,Cabarrus County / Unincorporated,,LI,industrial,3,2,0.979,Cabarrus County / Unincorporated,LDR,0.010514,0.968486,high,multi_jurisdiction_assigned,False,False,1,20.056506
CFS-PARCEL-0149733924,149733924,46729183390000,review,DEWEESE,,Cabarrus County / Unincorporated,,CR,residential,2,2,1.0,Kannapolis,R8,0.031434,0.968566,high,multi_jurisdiction_assigned,False,False,0,4.701566
CFS-PARCEL-0149744005,149744005,55056577450000,trusted,GRANTHAM,GRANTHAM PH1,Harrisburg,,CZ-RM,residential,2,2,1.0,Cabarrus County / Unincorporated,CR,0.031431,0.968569,high,multi_jurisdiction_assigned,True,False,0,0.356571
CFS-PARCEL-0149744004,149744004,55056567450000,trusted,GRANTHAM,GRANTHAM PH1,Harrisburg,,CZ-RM,residential,2,2,1.0,Cabarrus County / Unincorporated,CR,0.031129,0.968871,high,multi_jurisdiction_assigned,True,False,0,0.415412
CFS-PARCEL-0149794784,149794784,56126032870000,trusted,SOUTH 29A,"WINECOFF COMMONS, LLC MAP 1",Kannapolis,,GC,commercial,5,2,0.973538,Kannapolis,R18,0.004579,0.968959,high,multi_jurisdiction_assigned,False,False,4,6.70602
CFS-PARCEL-0149767258,149767258,55341954250000,review,HWY 24 / 27,,Cabarrus County / Unincorporated,,LC,commercial,3,2,0.984497,Midland,C24/27,0.015503,0.968995,high,multi_jurisdiction_assigned,False,False,1,2.388855
CFS-PARCEL-0149821196,149821196,56337906400000,trusted,I-85 AT LANE STREET,PAUL B CLINE PROPERTY,Cabarrus County / Unincorporated,,LC,commercial,2,2,1.0,Kannapolis,LI-CZ,0.030979,0.969021,high,multi_jurisdiction_assigned,False,False,0,0.241986
CFS-PARCEL-0149743404,149743404,55054915340000,trusted,HOLCOMB WOODS PH1 MP5,HOLCOMB WOODS PH1 MP5 REV,Harrisburg,,CZ-RH,residential,3,2,0.984345,Cabarrus County / Unincorporated,CR,0.015234,0.969111,high,multi_jurisdiction_assigned,True,False,1,8.756572
CFS-PARCEL-0149764247,149764247,55282351090000,trusted,STOUGH ROAD,NC RAILROAD COMPANY,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.984557,Cabarrus County / Unincorporated,OI,0.015443,0.969114,high,multi_jurisdiction_assigned,False,False,1,9.235825
CFS-PARCEL-0149779525,149779525,55760919640000,review,MIAMI CHURCH RD,,Cabarrus County / Unincorporated,,AO,agricultural,2,2,0.983466,Locust,OPS,0.014337,0.969129,high,multi_jurisdiction_assigned,False,False,0,48.218169
CFS-PARCEL-0149774506,149774506,55455611450000,review,POLK LAND,,Cabarrus County / Unincorporated,,CR,residential,2,2,0.984431,Midland,SFR,0.015301,0.96913,high,multi_jurisdiction_assigned,False,False,0,1.156096
CFS-PARCEL-0149822298,149822298,56409173990000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,,LDR,residential,3,2,0.972109,Cabarrus County / Unincorporated,AO,0.002971,0.969138,high,multi_jurisdiction_assigned,False,False,2,6.984939
CFS-PARCEL-0149822210,149822210,56408131320000,trusted,RACOON HOLLOW 1,RACCOON HOLLOW,Concord,,RC,unknown,2,2,0.999987,Cabarrus County / Unincorporated,LDR,0.030734,0.969253,high,multi_jurisdiction_assigned,True,False,0,0.403858
CFS-PARCEL-0149827603,149827603,56708652090000,review,LENTZ HARNESS SHOP RD,,Cabarrus County / Unincorporated,Mt. Pleasant,AO,agricultural,2,2,0.982792,Mt. Pleasant,RL,0.013498,0.969294,high,multi_jurisdiction_assigned,False,False,0,16.230073
CFS-PARCEL-0149754745,149754745,55166821810000,trusted,STALLINGS GLEN,STALLINGS GLEN,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.984677,Harrisburg,CZ-RL,0.015323,0.969355,high,multi_jurisdiction_assigned,False,False,0,0.343753
CFS-PARCEL-0149820976,149820976,56343097750000,review,I-85 AT LANE STREET,,Cabarrus County / Unincorporated,,LC,commercial,2,2,0.970591,Kannapolis,GC,0.001203,0.969388,high,multi_jurisdiction_assigned,False,False,1,1.913434
CFS-PARCEL-0149732074,149732074,46718072770000,review,VILLAS AT TUCKER'S WALK,33.365 AC - HARRIS ROAD,Concord,,PUD,unknown,2,2,0.992105,Cabarrus County / Unincorporated,LDR,0.022669,0.969436,high,multi_jurisdiction_assigned,True,False,0,2.293457
CFS-PARCEL-0149732075,149732075,46718072770000,review,VILLAS AT TUCKER'S WALK,33.365 AC - HARRIS ROAD,Concord,,PUD,unknown,2,2,0.992105,Cabarrus County / Unincorporated,LDR,0.022669,0.969436,high,multi_jurisdiction_assigned,True,False,0,2.293457
CFS-PARCEL-0149732076,149732076,46718072770000,review,VILLAS AT TUCKER'S WALK,33.365 AC - HARRIS ROAD,Concord,,PUD,unknown,2,2,0.992105,Cabarrus County / Unincorporated,LDR,0.022669,0.969436,high,multi_jurisdiction_assigned,True,False,0,2.293457
CFS-PARCEL-0149732077,149732077,46718072770000,review,VILLAS AT TUCKER'S WALK,33.365 AC - HARRIS ROAD,Concord,,PUD,unknown,2,2,0.992105,Cabarrus County / Unincorporated,LDR,0.022669,0.969436,high,multi_jurisdiction_assigned,True,False,0,2.293457
CFS-PARCEL-0149780388,149780388,55763800950000,trusted,MEADOWCREEK VILLAGE,MEADOW CREEK VILLAGE,Locust,,OPS,unknown,2,2,0.985883,Cabarrus County / Unincorporated,AO,0.016398,0.969485,high,multi_jurisdiction_assigned,True,False,0,16.079439
CFS-PARCEL-0149730885,149730885,46708117920000,trusted,BRIARCREST VILLIAGE,HIGHLAND CREEK,Concord,,R-CO,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.030397,0.969603,high,multi_jurisdiction_assigned,True,False,0,0.224084
CFS-PARCEL-0149774271,149774271,55453518810000,review,FLOWES STORE EAST,,Cabarrus County / Unincorporated,,CR,residential,3,2,0.984833,Cabarrus County / Unincorporated,LDR,0.015229,0.969604,high,multi_jurisdiction_assigned,False,False,1,59.439097
CFS-PARCEL-0149775796,149775796,55477019290000,review,HWY 24 / 27,,Midland,,AG,agricultural,3,2,0.984872,Cabarrus County / Unincorporated,LI,0.015128,0.969743,high,multi_jurisdiction_assigned,True,False,1,13.136681
CFS-PARCEL-0149728751,149728751,46705583600000,trusted,EDISON SQUARE TOWNHOMES,EDISON SQUARE TOWNHOMES PH 1 MAP 1,Concord,,C-2,unknown,3,2,0.984927,Concord,RV-CD,0.015073,0.969854,high,multi_jurisdiction_assigned,True,False,1,0.289903
CFS-PARCEL-0149750586,149750586,55087523290000,trusted,MORRIS GLEN,MORRIS GLEN,Concord,,RM-2-CU,residential,2,2,0.998228,Cabarrus County / Unincorporated,MDR,0.028318,0.96991,high,multi_jurisdiction_assigned,True,False,0,1.421806
CFS-PARCEL-0149758218,149758218,55187663490000,trusted,STOUGH ROAD,MOTORSPORTS INDUSTRIAL PK,Concord,,I-1,unknown,2,2,1.0,Cabarrus County / Unincorporated,LI,0.030059,0.969941,high,multi_jurisdiction_assigned,True,False,0,0.705446
CFS-PARCEL-0149750992,149750992,55089292680000,trusted,YATES MEADOW,YATES MEADOW SUBDIVISION PHASE V,Concord,Harrisburg,RM-2-CU,residential,2,2,0.999968,Harrisburg,RE,0.029999,0.969969,high,multi_jurisdiction_assigned,False,False,0,0.301144
CFS-PARCEL-0149736025,149736025,46808280150000,trusted,AIRPORT,CONCORD AIRPORT BUSINESS PARK,Concord,,I-1,unknown,3,2,0.999904,Cabarrus County / Unincorporated,LDR,0.029913,0.969991,high,multi_jurisdiction_assigned,True,False,1,12.811852
CFS-PARCEL-0149738260,149738260,46814270710000,trusted,POPLAR TRAILS,POPLAR TRAILS,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.985,Concord,RV-CD,0.015003,0.969997,high,multi_jurisdiction_assigned,False,False,0,1.004874
CFS-PARCEL-0149745677,149745677,55065729350000,trusted,CLARE HAVEN,CLARE HAVEN,Harrisburg,,RM,residential,2,2,0.977749,Cabarrus County / Unincorporated,LDR,0.007711,0.970038,high,multi_jurisdiction_assigned,True,False,1,0.4895
CFS-PARCEL-0149814882,149814882,56238249110000,trusted,HARBOUR TOWNE,HARBOUR TOWNE,Concord,,RV,residential,2,2,1.0,Kannapolis,R1,0.0299,0.9701,high,multi_jurisdiction_assigned,False,False,0,0.192232
CFS-PARCEL-0149821850,149821850,56402068460000,trusted,OLD FARM,DENNIS A & AMY A DANIELS,Concord,,RM-1,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.029834,0.970166,high,multi_jurisdiction_assigned,True,False,0,0.397949
CFS-PARCEL-0149825143,149825143,56600499630000,review,MT PLEASANT HIGH SCHOOL,,Cabarrus County / Unincorporated,,CR,residential,2,2,0.985093,Mt. Pleasant,CZ-R-M,0.014907,0.970187,high,multi_jurisdiction_assigned,False,False,0,14.891088
