official_parcel_id,objectid_1,pin14,parcel_quality_status,nbh_name,subdiv_name,zoning_jurisdiction_name,planning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_overlap_count,zoning_jurisdiction_overlap_count,dominant_overlap_pct,second_zoning_jurisdiction_name,second_zoning_code_raw,second_overlap_pct,top_two_overlap_pct_gap,zoning_assignment_confidence,zoning_join_status,municipal_zoning_dominates_county_overlap,has_nearly_equal_overlap_split,tiny_sliver_overlap_count,parcel_area_acres_calc
CFS-PARCEL-0149721154,149721154,00000,review,UNKNOWN NBH,,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.0,Concord,RM-2,0.0,0.0,low,multi_jurisdiction_low_confidence,False,True,2,3.838252
CFS-PARCEL-0149821361,149821361,56334725410000,review,I-85 AT LANE STREET,,Kannapolis,,LI,industrial,3,2,0.362168,Kannapolis,LI,0.362168,0.0,low,multi_jurisdiction_low_confidence,True,True,0,4.111638
CFS-PARCEL-0149756517,149756517,55180642630000,review,ROBERTA MILLS,,Cabarrus County / Unincorporated,,MDR,residential,3,2,0.999992,Concord,,0.999992,0.0,high,multi_jurisdiction_assigned,False,True,1,0.360726
CFS-PARCEL-0149725155,149725155,249E040,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Cabarrus County / Unincorporated,Kannapolis,LI,industrial,2,2,1.0,Kannapolis,R4,1.0,0.0,high,multi_jurisdiction_assigned,False,True,0,0.277036
CFS-PARCEL-0149726648,149726648,45895627620000,trusted,CONCORD MILLS,BONDS PROPERTY (REVISED TR 1),Cabarrus County / Unincorporated,,LI,industrial,5,2,1.0,Concord,,1.0,0.0,high,multi_jurisdiction_assigned,False,True,3,5.878691
CFS-PARCEL-0149741316,149741316,46914200390000,review,POPLAR TENT WEST,,Cabarrus County / Unincorporated,,CR,residential,2,2,1.0,Concord,I-2,1.0,0.0,high,multi_jurisdiction_assigned,False,True,0,5.347136
CFS-PARCEL-0149741317,149741317,46914200390000,review,POPLAR TENT WEST,,Cabarrus County / Unincorporated,,CR,residential,2,2,1.0,Concord,I-2,1.0,0.0,high,multi_jurisdiction_assigned,False,True,0,5.347136
CFS-PARCEL-0149741477,149741477,46914129980000,review,POPLAR TENT WEST,,Concord,,I-2,unknown,2,2,1.0,Cabarrus County / Unincorporated,CR,1.0,0.0,high,multi_jurisdiction_assigned,True,True,0,3.157609
CFS-PARCEL-0149741478,149741478,46914129980000,review,POPLAR TENT WEST,,Concord,,I-2,unknown,2,2,1.0,Cabarrus County / Unincorporated,CR,1.0,0.0,high,multi_jurisdiction_assigned,True,True,0,3.157609
CFS-PARCEL-0149744491,149744491,55061045860000,review,MECKLENBURG COUNTY,NO SUBDIVISION,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Harrisburg,CZ-RH,1.0,0.0,high,multi_jurisdiction_assigned,False,True,0,0.032498
CFS-PARCEL-0149751292,149751292,55089588930000,review,ROBERTA MILLS,,Cabarrus County / Unincorporated,,MDR,residential,3,2,1.0,Concord,,1.0,0.0,high,multi_jurisdiction_assigned,False,True,1,1.361796
CFS-PARCEL-0149758332,149758332,55188652040000,review,STOUGH ROAD,,Cabarrus County / Unincorporated,,LI,industrial,2,2,1.0,Concord,I-1,1.0,0.0,high,multi_jurisdiction_assigned,False,True,0,1.956159
CFS-PARCEL-0149766269,149766269,55298587250000,review,HWY 601 / 49,,Concord,,I-2,unknown,5,2,1.0,Cabarrus County / Unincorporated,GI,1.0,0.0,high,multi_jurisdiction_assigned,True,True,3,5.134649
CFS-PARCEL-0149788744,149788744,56044194530000,trusted,NORTH PRINCETON,NORTH PRINCETON,Kannapolis,,R4,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,1.0,0.0,high,multi_jurisdiction_assigned,False,True,0,0.963544
CFS-PARCEL-0149796743,149796743,56048004480000,trusted,RAINBOW DR,RANDALL WAYNE SHEETS,Cabarrus County / Unincorporated,,LDR,residential,3,2,1.0,Kannapolis,R8,1.0,0.0,high,multi_jurisdiction_assigned,False,True,1,1.006426
CFS-PARCEL-0149756055,149756055,55180628550000,review,ROBERTA MILLS,,Cabarrus County / Unincorporated,,MDR,residential,3,2,0.999997,Concord,,0.999996,1e-06,high,multi_jurisdiction_assigned,False,True,1,1.115272
CFS-PARCEL-0149766334,149766334,55180638720000,review,ROBERTA MILLS,,Cabarrus County / Unincorporated,,MDR,residential,3,2,0.999997,Concord,,0.999996,1e-06,high,multi_jurisdiction_assigned,False,True,1,0.569247
CFS-PARCEL-0149725704,149725704,249E076,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Cabarrus County / Unincorporated,Kannapolis,LI,industrial,2,2,1.0,Kannapolis,R4,0.999998,2e-06,high,multi_jurisdiction_assigned,False,True,0,0.111897
CFS-PARCEL-0149725701,149725701,249E037,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Cabarrus County / Unincorporated,Kannapolis,LI,industrial,2,2,1.0,Kannapolis,R4,0.999995,5e-06,high,multi_jurisdiction_assigned,False,True,0,0.128603
CFS-PARCEL-0149772818,149772818,55288775660000,review,CENTRAL CABARRUS HIGH SCHOOL,,Concord,,RM-1,residential,2,2,1.0,Cabarrus County / Unincorporated,LDR,0.999954,4.6e-05,high,multi_jurisdiction_assigned,True,True,0,2.401008
CFS-PARCEL-0149751293,149751293,55089599760000,review,ROBERTA MILLS,,Cabarrus County / Unincorporated,,MDR,residential,6,2,0.999998,Concord,,0.999927,7.1e-05,high,multi_jurisdiction_assigned,False,True,4,15.111381
CFS-PARCEL-0149768151,149768151,55370138990000,review,HILLIARD,,Cabarrus County / Unincorporated,,CR,residential,2,2,1.0,Concord,PUD,0.999924,7.6e-05,high,multi_jurisdiction_assigned,False,True,0,0.00011
CFS-PARCEL-0149763449,149763449,55284058210000,trusted,ROCKY RIVER ELEMENTARY SCHOOL,W R ARCHIBALD FARM,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Concord,RM-1,0.999654,0.000346,high,multi_jurisdiction_assigned,False,True,0,0.959374
CFS-PARCEL-0149742524,149742524,46726581430000,review,PLACID,,Kannapolis,,R4,residential,4,2,1.0,Cabarrus County / Unincorporated,CR,0.999529,0.000471,high,multi_jurisdiction_assigned,True,True,2,3.570913
CFS-PARCEL-0149777275,149777275,55565363980000,review,REED GOLD MINE,,Cabarrus County / Unincorporated,,AO,agricultural,3,2,0.5006,Cabarrus County / Unincorporated,CR,0.499488,0.001112,low,multi_jurisdiction_low_confidence,False,True,1,233.261918
CFS-PARCEL-0149734157,149734157,46803455940000,review,POPLAR TENT WEST,,Cabarrus County / Unincorporated,,LDR,residential,4,2,0.999999,Concord,,0.998243,0.001756,high,multi_jurisdiction_assigned,False,True,2,0.620967
CFS-PARCEL-0149760626,149760626,55256094070000,review,PINE GROVE CHURCH RD,,Midland,,AG,agricultural,3,2,1.0,Cabarrus County / Unincorporated,OI,0.998134,0.001866,high,multi_jurisdiction_assigned,True,True,1,0.261173
CFS-PARCEL-0149778319,149778319,55588227580000,review,MIAMI CHURCH RD,,Cabarrus County / Unincorporated,,CR,residential,2,2,0.002164,Mt. Pleasant,RE,1e-06,0.002163,low,multi_jurisdiction_low_confidence,False,True,2,1.967548
CFS-PARCEL-0149758431,149758431,55189466830000,trusted,STOUGH ROAD,PROP HWY 49 & STOUGH RD,Cabarrus County / Unincorporated,,LI,industrial,2,2,1.0,Concord,I-1,0.997656,0.002344,high,multi_jurisdiction_assigned,False,True,0,11.708973
CFS-PARCEL-0149756630,149756630,55180760610000,review,ROBERTA MILLS,,Concord,,,unknown,4,2,0.999993,Cabarrus County / Unincorporated,MDR,0.997423,0.00257,high,multi_jurisdiction_assigned,True,True,2,1.447779
CFS-PARCEL-0149735184,149735184,46801441640000,review,POPLAR TENT WEST,,Concord,,,unknown,6,2,0.999944,Cabarrus County / Unincorporated,LDR,0.997164,0.00278,high,multi_jurisdiction_assigned,True,True,4,32.472412
CFS-PARCEL-0149771430,149771430,55393077990000,trusted,HALLSTEAD,HALLSTEAD PHASE 1 MAP 2,Concord,,R-CO,residential,2,2,1.0,Cabarrus County / Unincorporated,MDR,0.996921,0.003079,high,multi_jurisdiction_assigned,True,True,0,0.155306
CFS-PARCEL-0149766411,149766411,55297515630000,trusted,SOUTHERN CHASE,AMHURST PH 2,Concord,,RC-CD,unknown,3,2,0.983303,Cabarrus County / Unincorporated,OI,0.980169,0.003134,high,multi_jurisdiction_assigned,True,True,0,0.073055
CFS-PARCEL-0149777956,149777956,55374360460000,review,ROYCROFT,FUTURE ROYCROFT SD,Concord,,PRD,unknown,5,2,0.501469,Cabarrus County / Unincorporated,CR,0.498149,0.003321,low,multi_jurisdiction_low_confidence,True,True,3,259.978096
CFS-PARCEL-0149777957,149777957,55374360460000,review,ROYCROFT,FUTURE ROYCROFT SD,Concord,,PRD,unknown,5,2,0.501469,Cabarrus County / Unincorporated,CR,0.498149,0.003321,low,multi_jurisdiction_low_confidence,True,True,3,259.978096
CFS-PARCEL-0149726853,149726853,45895649640000,trusted,CONCORD MILLS,BONDS PROPERTY (REVISED TR 1),Concord,,,unknown,3,2,0.999996,Cabarrus County / Unincorporated,LI,0.996558,0.003438,high,multi_jurisdiction_assigned,True,True,1,8.057908
CFS-PARCEL-0149756829,149756829,55180674330000,trusted,ROBERTA MILLS,45.958 AC - COCHRAN ROAD,Cabarrus County / Unincorporated,,MDR,residential,3,2,0.999983,Concord,,0.996308,0.003675,high,multi_jurisdiction_assigned,False,True,1,0.579771
CFS-PARCEL-0149767869,149767869,55189707800000,trusted,STOUGH ROAD,CABARRUS COUNTY,Cabarrus County / Unincorporated,,GI,industrial,3,2,0.997695,Concord,I-1,0.99334,0.004355,high,multi_jurisdiction_assigned,False,True,1,14.561416
CFS-PARCEL-0149820588,149820588,56333462170000,review,CENTERGROVE,,Kannapolis,,R4,residential,2,2,0.518848,Cabarrus County / Unincorporated,LDR,0.513252,0.005595,low,multi_jurisdiction_low_confidence,True,True,0,0.864501
CFS-PARCEL-0149815736,149815736,56239291730000,review,CENTERGROVE,,Cabarrus County / Unincorporated,Concord,LDR,residential,5,2,0.493948,Concord,RM-1,0.488035,0.005913,low,multi_jurisdiction_low_confidence,False,True,2,2.989339
CFS-PARCEL-0149743463,149743463,46736668550000,trusted,WEST CABARRUS,MORRISON TRUSTEE,Cabarrus County / Unincorporated,,OI,office,2,2,1.0,Kannapolis,AG,0.993481,0.006519,high,multi_jurisdiction_assigned,False,True,0,8.152163
CFS-PARCEL-0149733852,149733852,46726725620000,trusted,PLACID,EMIL & MONICA BEC,Cabarrus County / Unincorporated,,CR,residential,3,2,1.0,Kannapolis,R4,0.992369,0.007631,high,multi_jurisdiction_assigned,False,True,1,0.522357
CFS-PARCEL-0149745953,149745953,55067602740000,trusted,HARRISBURG SOUTH,EUGENE JOHNSON HEIRS,Harrisburg,,RM,residential,4,2,0.934171,Cabarrus County / Unincorporated,LDR,0.926153,0.008018,medium,multi_jurisdiction_assigned,True,True,1,1.053072
CFS-PARCEL-0149734394,149734394,46735792770000,trusted,WEST CABARRUS,MORRISON TRUSTEE,Cabarrus County / Unincorporated,,OI,office,3,2,0.999999,Kannapolis,AG,0.990143,0.009856,high,multi_jurisdiction_assigned,False,True,1,3.694135
CFS-PARCEL-0149753559,149753559,55164151190000,trusted,TRAMORE,HICKORY RIDGE MEADOWS,Cabarrus County / Unincorporated,,CR,residential,3,2,0.998431,Harrisburg,CZ-RL,0.988443,0.009987,high,multi_jurisdiction_assigned,False,True,1,24.963823
CFS-PARCEL-0149758216,149758216,55187557220000,review,STOUGH ROAD,,Concord,,I-1,unknown,4,3,0.999955,Cabarrus County / Unincorporated,LI,0.988561,0.011394,high,multi_jurisdiction_assigned,True,True,2,64.919332
CFS-PARCEL-0149742959,149742959,46729217120000,review,DEWEESE,,Cabarrus County / Unincorporated,,CR,residential,3,2,1.0,Kannapolis,R8-CZ,0.988323,0.011677,high,multi_jurisdiction_assigned,False,True,0,5.380332
CFS-PARCEL-0149756086,149756086,55180780980000,trusted,ROBERTA MILLS,GREYSTONE,Concord,,,unknown,3,2,1.0,Cabarrus County / Unincorporated,MDR,0.987085,0.012915,high,multi_jurisdiction_assigned,True,True,1,0.89748
CFS-PARCEL-0149796154,149796154,56035738280000,trusted,RAINBOW DR,AJAJ LAND INVESTMENTS LLC,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R4,0.986282,0.013718,high,multi_jurisdiction_assigned,False,True,0,0.33716
CFS-PARCEL-0149787511,149787511,56035917870000,review,RAINBOW DR,5911 CHARLESTON AVE,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R8,0.986003,0.013997,high,multi_jurisdiction_assigned,False,True,0,0.128907
CFS-PARCEL-0149787512,149787512,56035917870000,review,RAINBOW DR,5911 CHARLESTON AVE,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R8,0.986003,0.013997,high,multi_jurisdiction_assigned,False,True,0,0.128907
CFS-PARCEL-0149733508,149733508,46729232550000,review,DEWEESE,,Cabarrus County / Unincorporated,,CR,residential,3,2,1.0,Kannapolis,R8-CZ,0.983348,0.016652,high,multi_jurisdiction_assigned,False,True,0,0.909656
CFS-PARCEL-0149755014,149755014,55066692600000,review,HARRISBURG SOUTH,EUGENE JOHNSON HEIRS,Cabarrus County / Unincorporated,,LDR,residential,4,2,0.9396,Harrisburg,RM,0.922911,0.016689,medium,multi_jurisdiction_assigned,False,True,1,0.797926
CFS-PARCEL-0149755015,149755015,55066692600000,review,HARRISBURG SOUTH,EUGENE JOHNSON HEIRS,Cabarrus County / Unincorporated,,LDR,residential,4,2,0.9396,Harrisburg,RM,0.922911,0.016689,medium,multi_jurisdiction_assigned,False,True,1,0.797926
CFS-PARCEL-0149755016,149755016,55066692600000,review,HARRISBURG SOUTH,EUGENE JOHNSON HEIRS,Cabarrus County / Unincorporated,,LDR,residential,4,2,0.9396,Harrisburg,RM,0.922911,0.016689,medium,multi_jurisdiction_assigned,False,True,1,0.797926
CFS-PARCEL-0149787154,149787154,56035728670000,trusted,RAINBOW DR,AJAJ LAND INVESTMENTS LLC,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R4,0.982593,0.017407,high,multi_jurisdiction_assigned,False,True,0,0.338279
CFS-PARCEL-0149796155,149796155,56035739730000,trusted,RAINBOW DR,AJAJ LAND INVESTMENTS LLC,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R4,0.981566,0.018434,high,multi_jurisdiction_assigned,False,True,0,0.254762
CFS-PARCEL-0149777222,149777222,55561115690000,review,REED GOLD MINE,,Midland,,AG,agricultural,3,2,0.510904,Midland,AG,0.489095,0.021809,low,multi_jurisdiction_low_confidence,True,True,1,5.91464
CFS-PARCEL-0149787296,149787296,56032836260000,review,LANSDOWNE,,Cabarrus County / Unincorporated,,LDR,residential,3,2,1.0,Kannapolis,O-I,0.978059,0.021941,high,multi_jurisdiction_assigned,False,True,1,0.329029
CFS-PARCEL-0149757025,149757025,55080323550000,review,CHARLOTTE MOTOR SPEEDWAY,MCKEEVER GROUP NC PROPERTY HOLDINGS LLC,Harrisburg,,EC,industrial,4,3,0.510286,Cabarrus County / Unincorporated,GI,0.488198,0.022089,low,multi_jurisdiction_low_confidence,True,True,2,4.079848
CFS-PARCEL-0149747815,149747815,55075443310000,review,ALEXANDER HILLS,NORTH CAROLINA RAILROAD COMPANY,Cabarrus County / Unincorporated,Harrisburg,LDR,residential,12,3,0.236191,Harrisburg,EC,0.210693,0.025498,low,multi_jurisdiction_low_confidence,False,True,5,77.981776
CFS-PARCEL-0149773084,149773084,55443205490000,review,MIDLAND COMMERCIAL,,Midland,,SFR,unknown,20,2,0.166119,Cabarrus County / Unincorporated,CR,0.140007,0.026112,low,multi_jurisdiction_low_confidence,True,True,5,93.79452
CFS-PARCEL-0149739342,149739342,46816326360000,review,POPLAR TENT WEST,MYERS RESIDENTIAL,Concord,,RM-2-CD,residential,5,2,0.99992,Cabarrus County / Unincorporated,LDR,0.973548,0.026372,high,multi_jurisdiction_assigned,True,True,2,63.299514
CFS-PARCEL-0149739343,149739343,46816326360000,review,POPLAR TENT WEST,MYERS RESIDENTIAL,Concord,,RM-2-CD,residential,5,2,0.99992,Cabarrus County / Unincorporated,LDR,0.973548,0.026372,high,multi_jurisdiction_assigned,True,True,2,63.299514
CFS-PARCEL-0149725808,149725808,249E041,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,R4,residential,2,2,0.999981,Cabarrus County / Unincorporated,LI,0.971608,0.028373,high,multi_jurisdiction_assigned,True,True,0,0.719604
CFS-PARCEL-0149733619,149733619,46727521520000,trusted,PLACID,3060 PLACID ROAD,Cabarrus County / Unincorporated,,CR,residential,4,2,0.998684,Kannapolis,R4,0.968923,0.029761,high,multi_jurisdiction_assigned,False,True,1,0.993164
CFS-PARCEL-0149732318,149732318,46726724230000,trusted,PLACID,EMIL & MONICA BEC,Cabarrus County / Unincorporated,,CR,residential,3,2,1.0,Kannapolis,R4,0.968778,0.031222,high,multi_jurisdiction_assigned,False,True,1,0.531765
CFS-PARCEL-0149755475,149755475,55069819880000,review,HARRISBURG SOUTH,,Harrisburg,Harrisburg,RE,residential,6,2,0.515045,Cabarrus County / Unincorporated,LDR,0.4837,0.031346,low,multi_jurisdiction_low_confidence,True,True,4,168.309617
CFS-PARCEL-0149725772,149725772,249E168,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Cabarrus County / Unincorporated,Kannapolis,LI,industrial,2,2,1.0,Kannapolis,R4,0.967083,0.032917,high,multi_jurisdiction_assigned,False,True,0,0.37252
CFS-PARCEL-0149820791,149820791,56333494190000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.525232,Kannapolis,R4,0.484731,0.040501,low,multi_jurisdiction_low_confidence,False,True,0,1.86007
CFS-PARCEL-0149824463,149824463,56604369900000,review,MT PLEASANT OUTSIDE,,Mt. Pleasant,Mt. Pleasant,RL,residential,2,2,0.520314,Cabarrus County / Unincorporated,CR,0.479686,0.040628,low,multi_jurisdiction_low_confidence,True,True,0,16.314673
CFS-PARCEL-0149821987,149821987,56400583700000,review,LAKE LYNN LODGE,,Concord,Concord,RM-1,residential,2,2,0.520839,Cabarrus County / Unincorporated,LDR,0.478962,0.041877,low,multi_jurisdiction_low_confidence,True,True,0,1.487201
CFS-PARCEL-0149787392,149787392,56034954710000,review,RAINBOW DR,,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R8,0.957226,0.042774,high,multi_jurisdiction_assigned,False,True,0,0.239569
CFS-PARCEL-0149727161,149727161,45988276020000,review,CHARLOTTE MOTOR SPEEDWAY,,Cabarrus County / Unincorporated,Harrisburg,LI,industrial,4,2,0.522038,Harrisburg,RE,0.476552,0.045485,low,multi_jurisdiction_low_confidence,False,True,2,2.98208
CFS-PARCEL-0149794621,149794621,56126064830000,review,SOUTH 29A,,Kannapolis,,R18,residential,5,2,0.513654,Kannapolis,MU-N,0.46636,0.047294,low,multi_jurisdiction_low_confidence,False,True,2,3.537857
CFS-PARCEL-0149821059,149821059,56334589390000,review,CENTERGROVE,NO SUBDIVISION,Kannapolis,,R8-CZ,residential,4,2,0.996741,Cabarrus County / Unincorporated,LDR,0.945762,0.050979,high,multi_jurisdiction_assigned,True,False,2,52.507637
CFS-PARCEL-0149765260,149765260,55295255790000,review,STOUGH ROAD,NORTH CAROLINA RAILROAD,Cabarrus County / Unincorporated,,OI,office,3,2,0.438988,Cabarrus County / Unincorporated,LDR,0.384815,0.054173,low,multi_jurisdiction_low_confidence,False,False,0,24.212788
CFS-PARCEL-0149787864,149787864,56044080350000,trusted,PRINCETON,PRINCETON,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R8,0.944284,0.055716,high,multi_jurisdiction_assigned,False,False,0,0.172237
CFS-PARCEL-0149749606,149749606,55082246090000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,EC,industrial,5,2,0.515947,Harrisburg,EC,0.460061,0.055886,low,multi_jurisdiction_low_confidence,False,False,2,155.019551
CFS-PARCEL-0149749607,149749607,55082246090000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,EC,industrial,5,2,0.515947,Harrisburg,EC,0.460061,0.055886,low,multi_jurisdiction_low_confidence,False,False,2,155.019551
CFS-PARCEL-0149759043,149759043,55089278010000,review,ROBERTA MILLS,,Concord,Harrisburg,RE,residential,4,2,0.999997,Harrisburg,RE,0.943986,0.056011,high,multi_jurisdiction_assigned,False,False,2,5.140059
CFS-PARCEL-0149785931,149785931,55560073930000,trusted,FLOWES STORE EAST,NAYLOR & LISA SMITH PROPERTY,Midland,,AG,agricultural,3,2,0.529697,Midland,AG,0.467279,0.062418,low,multi_jurisdiction_low_confidence,True,False,1,4.70635
CFS-PARCEL-0149721424,149721424,145 005,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,O-I,office,6,2,0.249902,Kannapolis,R4,0.180073,0.069829,low,multi_jurisdiction_low_confidence,True,False,3,147.594177
CFS-PARCEL-0149820193,149820193,56318464740000,review,NEW GILEAD,,Cabarrus County / Unincorporated,Concord,LDR,residential,3,2,0.48038,Concord,RM-1,0.408779,0.0716,low,multi_jurisdiction_low_confidence,False,False,1,76.724655
CFS-PARCEL-0149819587,149819587,56316600690000,review,CENTERGROVE,,Concord,Concord,RM-1,residential,3,2,0.508939,Cabarrus County / Unincorporated,LDR,0.436173,0.072765,low,multi_jurisdiction_low_confidence,True,False,1,0.51845
CFS-PARCEL-0149826778,149826778,56315599790000,review,CENTERGROVE,,Concord,Concord,RM-1,residential,2,2,0.488203,Cabarrus County / Unincorporated,LDR,0.41086,0.077344,low,multi_jurisdiction_low_confidence,True,False,0,0.765531
CFS-PARCEL-0149820871,149820871,56333767480000,review,NEW GILEAD,,Kannapolis,,R4,residential,5,2,0.132337,Cabarrus County / Unincorporated,LC,0.052493,0.079845,low,multi_jurisdiction_low_confidence,True,False,3,7.240658
CFS-PARCEL-0149780702,149780702,55798975800000,review,MT PLEASANT OUTSIDE,,Cabarrus County / Unincorporated,Mt. Pleasant,AO,agricultural,3,2,0.539519,Mt. Pleasant,RL,0.458224,0.081295,low,multi_jurisdiction_low_confidence,False,False,1,344.521667
CFS-PARCEL-0149780703,149780703,55798975800000,review,MT PLEASANT OUTSIDE,,Cabarrus County / Unincorporated,Mt. Pleasant,AO,agricultural,3,2,0.539519,Mt. Pleasant,RL,0.458224,0.081295,low,multi_jurisdiction_low_confidence,False,False,1,344.521667
CFS-PARCEL-0149780704,149780704,55798975800000,review,MT PLEASANT OUTSIDE,,Cabarrus County / Unincorporated,Mt. Pleasant,AO,agricultural,3,2,0.539519,Mt. Pleasant,RL,0.458224,0.081295,low,multi_jurisdiction_low_confidence,False,False,1,344.521667
CFS-PARCEL-0149819586,149819586,56316600240000,review,CENTERGROVE,,Concord,Concord,RM-1,residential,2,2,0.501627,Cabarrus County / Unincorporated,LDR,0.418372,0.083255,low,multi_jurisdiction_low_confidence,True,False,0,0.695883
CFS-PARCEL-0149821026,149821026,56336577310000,review,I-85 AT LANE STREET,STONECRESS LLC,Kannapolis,,GC-CZ,commercial,2,2,0.084046,Cabarrus County / Unincorporated,LDR,1e-06,0.084046,low,multi_jurisdiction_low_confidence,True,False,1,12.397761
CFS-PARCEL-0149828014,149828014,56716382550000,review,MT PLEASANT OUTSIDE,NO SUBDIVISION,Cabarrus County / Unincorporated,Mt. Pleasant,AO,agricultural,3,2,0.321826,Mt. Pleasant,RL,0.235795,0.086031,low,multi_jurisdiction_low_confidence,False,False,0,4.543735
CFS-PARCEL-0149787165,149787165,56035917700000,trusted,RAINBOW DR,5911 CHARLESTON AVE,Cabarrus County / Unincorporated,,LDR,residential,2,2,1.0,Kannapolis,R8,0.91285,0.08715,high,multi_jurisdiction_assigned,False,False,0,0.125433
CFS-PARCEL-0149820061,149820061,56313359170000,review,CENTERGROVE,,Cabarrus County / Unincorporated,Concord,LDR,residential,3,2,0.399788,Concord,RM-1,0.30944,0.090348,low,multi_jurisdiction_low_confidence,False,False,1,0.934415
CFS-PARCEL-0149739612,149739612,46823091760000,review,WEST CABARRUS,,Cabarrus County / Unincorporated,,LC,commercial,3,2,1.0,Kannapolis,GC-CZ,0.902133,0.097867,high,multi_jurisdiction_assigned,False,False,0,4.124557
CFS-PARCEL-0149781214,149781214,55795677910000,trusted,HAHN SCOTT RD,NEW LIFE DEVELOPERS LLC,Mt. Pleasant,Mt. Pleasant,RL,residential,2,2,0.547469,Cabarrus County / Unincorporated,AO,0.448053,0.099416,low,multi_jurisdiction_low_confidence,True,False,0,9.723316
CFS-PARCEL-0149776893,149776893,55541653990000,review,HWY 24 / 27,,Midland,,SFR,unknown,3,2,0.549404,Midland,C601,0.448656,0.100748,low,multi_jurisdiction_low_confidence,True,False,1,4.243208
CFS-PARCEL-0149821907,149821907,56400466860000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,Concord,LDR,residential,2,2,0.547735,Concord,RM-1,0.445424,0.102311,low,multi_jurisdiction_low_confidence,False,False,0,0.949097
CFS-PARCEL-0149727143,149727143,45988198880000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,EC,industrial,5,2,0.549415,Harrisburg,EC,0.446768,0.102647,low,multi_jurisdiction_low_confidence,True,False,3,30.474268
CFS-PARCEL-0149727160,149727160,45988198880000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,EC,industrial,5,2,0.549415,Harrisburg,EC,0.446768,0.102647,low,multi_jurisdiction_low_confidence,True,False,3,30.474268
CFS-PARCEL-0149752970,149752970,55160621950000,trusted,MAGNOLIA SPRINGS,MAGNOLIA SPRINGS PH1 MAP7,Harrisburg,,RM,residential,3,2,0.551411,Harrisburg,RM,0.448589,0.102821,low,multi_jurisdiction_low_confidence,True,False,1,1.357661
CFS-PARCEL-0149811373,149811373,56223429880000,review,OLD EARNHARDT,,Cabarrus County / Unincorporated,,MDR,residential,2,2,0.553958,Kannapolis,O-I,0.445972,0.107986,low,multi_jurisdiction_low_confidence,False,False,0,2.184671
CFS-PARCEL-0149821337,149821337,56334503570000,review,CENTERGROVE,,Kannapolis,,R4,residential,3,2,0.542993,Cabarrus County / Unincorporated,LDR,0.433467,0.109526,low,multi_jurisdiction_low_confidence,True,False,1,0.995533
CFS-PARCEL-0149755004,149755004,55169751480000,trusted,ROBINSON CHURCH RD SOUTH,GRADY HARRIS SR RD,Cabarrus County / Unincorporated,,CR,residential,2,2,0.141599,Harrisburg,CZ-AG,0.023256,0.118343,low,multi_jurisdiction_low_confidence,False,False,0,3.306579
CFS-PARCEL-0149766268,149766268,55298535660000,trusted,HWY 601 / 49,MINOR SUBDIVISION TRACT 4 JOHN FURR PROP,Concord,,I-2-CD,unknown,6,2,0.998786,Cabarrus County / Unincorporated,GI,0.876712,0.122075,high,multi_jurisdiction_assigned,True,False,3,11.158929
CFS-PARCEL-0149826956,149826956,56333687850000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,LDR,residential,2,2,0.601092,Kannapolis,R4,0.477635,0.123457,low,multi_jurisdiction_low_confidence,False,False,0,2.194368
CFS-PARCEL-0149821534,149821534,56333868760000,trusted,I-85 AT LANE STREET,DPE INVESTMENTS LLC,Kannapolis,,AG,agricultural,2,2,0.315189,Cabarrus County / Unincorporated,LC,0.190177,0.125011,low,multi_jurisdiction_low_confidence,True,False,0,0.012126
