permit_id,permit_number,parcel_number,parcel_number_normalized,official_parcel_id,objectid_1,pin14,permit_date,activity_year,permit_code,permit_type,work_type,permit_status,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,governance_warning_categories,relationship_method,relationship_confidence
4890994,BU2024-01298,56222955350000,56222955350000,CFS-PARCEL-0149811814,149811814,56222955350000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4890994,BU2024-01298,56222955350000,56222955350000,CFS-PARCEL-0149811815,149811815,56222955350000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4890995,BU2024-01300,56222955550000,56222955550000,CFS-PARCEL-0149811421,149811421,56222955550000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4890995,BU2024-01300,56222955550000,56222955550000,CFS-PARCEL-0149811422,149811422,56222955550000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4890997,BU2024-01301,56222955760000,56222955760000,CFS-PARCEL-0149819515,149819515,56222955760000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4890997,BU2024-01301,56222955760000,56222955760000,CFS-PARCEL-0149819516,149819516,56222955760000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891004,BU2024-01441,56222956390000,56222956390000,CFS-PARCEL-0149811517,149811517,56222956390000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891004,BU2024-01441,56222956390000,56222956390000,CFS-PARCEL-0149811518,149811518,56222956390000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891005,BU2024-01440,56222957610000,56222957610000,CFS-PARCEL-0149811434,149811434,56222957610000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891005,BU2024-01440,56222957610000,56222957610000,CFS-PARCEL-0149811435,149811435,56222957610000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891006,BU2024-01439,56222957810000,56222957810000,CFS-PARCEL-0149811423,149811423,56222957810000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891006,BU2024-01439,56222957810000,56222957810000,CFS-PARCEL-0149811470,149811470,56222957810000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891007,BU2024-00393,56222964020000,56222964020000,CFS-PARCEL-0149811519,149811519,56222964020000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891007,BU2024-00393,56222964020000,56222964020000,CFS-PARCEL-0149811520,149811520,56222964020000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891008,BU2024-00394,56222964230000,56222964230000,CFS-PARCEL-0149811471,149811471,56222964230000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891008,BU2024-00394,56222964230000,56222964230000,CFS-PARCEL-0149811472,149811472,56222964230000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891010,BU2024-00395,56222964440000,56222964440000,CFS-PARCEL-0149811473,149811473,56222964440000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891010,BU2024-00395,56222964440000,56222964440000,CFS-PARCEL-0149811474,149811474,56222964440000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891012,BU2024-00396,56222964740000,56222964740000,CFS-PARCEL-0149811291,149811291,56222964740000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891012,BU2024-00396,56222964740000,56222964740000,CFS-PARCEL-0149811292,149811292,56222964740000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891013,BU2024-01292,56222965070000,56222965070000,CFS-PARCEL-0149811253,149811253,56222965070000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891013,BU2024-01292,56222965070000,56222965070000,CFS-PARCEL-0149811254,149811254,56222965070000,2024-04-02,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891014,BU2023-04679,56222965390000,56222965390000,CFS-PARCEL-0149811293,149811293,56222965390000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891014,BU2023-04679,56222965390000,56222965390000,CFS-PARCEL-0149811294,149811294,56222965390000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891015,BU2023-04680,56222965680000,56222965680000,CFS-PARCEL-0149811817,149811817,56222965680000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891015,BU2023-04680,56222965680000,56222965680000,CFS-PARCEL-0149811818,149811818,56222965680000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891016,BU2023-04697,56222965880000,56222965880000,CFS-PARCEL-0149811271,149811271,56222965880000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891016,BU2023-04697,56222965880000,56222965880000,CFS-PARCEL-0149811272,149811272,56222965880000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891018,BU2024-01438,56222967010000,56222967010000,CFS-PARCEL-0149811436,149811436,56222967010000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891018,BU2024-01438,56222967010000,56222967010000,CFS-PARCEL-0149811437,149811437,56222967010000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891019,BU2024-01437,56222967320000,56222967320000,CFS-PARCEL-0149811819,149811819,56222967320000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891019,BU2024-01437,56222967320000,56222967320000,CFS-PARCEL-0149811848,149811848,56222967320000,2024-04-15,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891048,BU2024-00397,56222974050000,56222974050000,CFS-PARCEL-0149819517,149819517,56222974050000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891048,BU2024-00397,56222974050000,56222974050000,CFS-PARCEL-0149819518,149819518,56222974050000,2024-02-20,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891049,BU2023-04404,56222974340000,56222974340000,CFS-PARCEL-0149811502,149811502,56222974340000,2023-12-05,2023,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891049,BU2023-04404,56222974340000,56222974340000,CFS-PARCEL-0149811503,149811503,56222974340000,2023-12-05,2023,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891050,BU2023-04502,56222974640000,56222974640000,CFS-PARCEL-0149811521,149811521,56222974640000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891050,BU2023-04502,56222974640000,56222974640000,CFS-PARCEL-0149811522,149811522,56222974640000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891113,BU2023-04497,56222974840000,56222974840000,CFS-PARCEL-0149811504,149811504,56222974840000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891113,BU2023-04497,56222974840000,56222974840000,CFS-PARCEL-0149811505,149811505,56222974840000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891114,BU2023-04687,56222975180000,56222975180000,CFS-PARCEL-0149811523,149811523,56222975180000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891114,BU2023-04687,56222975180000,56222975180000,CFS-PARCEL-0149811524,149811524,56222975180000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891115,BU2023-04694,56222975380000,56222975380000,CFS-PARCEL-0149811487,149811487,56222975380000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891115,BU2023-04694,56222975380000,56222975380000,CFS-PARCEL-0149811488,149811488,56222975380000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891116,BU2023-04696,56222975580000,56222975580000,CFS-PARCEL-0149811849,149811849,56222975580000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891116,BU2023-04696,56222975580000,56222975580000,CFS-PARCEL-0149811850,149811850,56222975580000,2023-12-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891117,BU2023-04600,56222975980000,56222975980000,CFS-PARCEL-0149819519,149819519,56222975980000,2023-12-21,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891117,BU2023-04600,56222975980000,56222975980000,CFS-PARCEL-0149819520,149819520,56222975980000,2023-12-21,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891123,BU2023-04501,56222984340000,56222984340000,CFS-PARCEL-0149811275,149811275,56222984340000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891123,BU2023-04501,56222984340000,56222984340000,CFS-PARCEL-0149811276,149811276,56222984340000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891124,BU2023-04483,56222984530000,56222984530000,CFS-PARCEL-0149811480,149811480,56222984530000,2023-12-12,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891124,BU2023-04483,56222984530000,56222984530000,CFS-PARCEL-0149811481,149811481,56222984530000,2023-12-12,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891126,BU2023-04493,56222984920000,56222984920000,CFS-PARCEL-0149811490,149811490,56222984920000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891126,BU2023-04493,56222984920000,56222984920000,CFS-PARCEL-0149811491,149811491,56222984920000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891128,BU2023-04574,56222985170000,56222985170000,CFS-PARCEL-0149811492,149811492,56222985170000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891128,BU2023-04574,56222985170000,56222985170000,CFS-PARCEL-0149811493,149811493,56222985170000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891129,BU2023-04570,56222985470000,56222985470000,CFS-PARCEL-0149811506,149811506,56222985470000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891129,BU2023-04570,56222985470000,56222985470000,CFS-PARCEL-0149811507,149811507,56222985470000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891130,BU2023-04572,56222985670000,56222985670000,CFS-PARCEL-0149811508,149811508,56222985670000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891130,BU2023-04572,56222985670000,56222985670000,CFS-PARCEL-0149811509,149811509,56222985670000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891131,BU2023-04571,56222985870000,56222985870000,CFS-PARCEL-0149811853,149811853,56222985870000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891131,BU2023-04571,56222985870000,56222985870000,CFS-PARCEL-0149811854,149811854,56222985870000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891133,BU2023-04505,56222994230000,56222994230000,CFS-PARCEL-0149811525,149811525,56222994230000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891133,BU2023-04505,56222994230000,56222994230000,CFS-PARCEL-0149811526,149811526,56222994230000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891135,BU2023-04496,56222994430000,56222994430000,CFS-PARCEL-0149820098,149820098,56222994430000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891135,BU2023-04496,56222994430000,56222994430000,CFS-PARCEL-0149820099,149820099,56222994430000,2023-12-13,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891138,BU2023-04371,56222995170000,56222995170000,CFS-PARCEL-0149811566,149811566,56222995170000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891138,BU2023-04371,56222995170000,56222995170000,CFS-PARCEL-0149811567,149811567,56222995170000,2023-12-19,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891139,BU2023-04481,56223904140000,56223904140000,CFS-PARCEL-0149812026,149812026,56223904140000,2023-12-12,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4891139,BU2023-04481,56223904140000,56223904140000,CFS-PARCEL-0149812027,149812027,56223904140000,2023-12-12,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4893797,BU2024-01576,56222943770000,56222943770000,CFS-PARCEL-0149811284,149811284,56222943770000,2024-05-17,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4893797,BU2024-01576,56222943770000,56222943770000,CFS-PARCEL-0149811285,149811285,56222943770000,2024-05-17,2024,N,NEW CONSTRUCTION,Residential New,INSPECTIONS,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4893798,BU2024-01575,56222944610000,56222944610000,CFS-PARCEL-0149811495,149811495,56222944610000,2024-05-17,2024,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4893798,BU2024-01575,56222944610000,56222944610000,CFS-PARCEL-0149811496,149811496,56222944610000,2024-05-17,2024,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Kannapolis,PD,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897467,2019-03341,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2019-10-02,2019,OB,OUT BUILDING,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897467,2019-03341,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2019-10-02,2019,OB,OUT BUILDING,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897468,2016-00931,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2016-06-24,2016,U,UPFIT,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897468,2016-00931,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2016-06-24,2016,U,UPFIT,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897469,2016-0837,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2016-03-31,2016,O,OTHER,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897469,2016-0837,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2016-03-31,2016,O,OTHER,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897470,2016-00235,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2016-01-28,2016,O,OTHER,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897470,2016-00235,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2016-01-28,2016,O,OTHER,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897471,2012-00361,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2012-04-25,2012,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897471,2012-00361,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2012-04-25,2012,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897472,,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2008-09-01,2008,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897472,,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2008-09-01,2008,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897473,,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2008-08-01,2008,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897473,,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2008-08-01,2008,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897474,,55541966550000,55541966550000,CFS-PARCEL-0149776413,149776413,55541966550000,2004-02-01,2004,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4897474,,55541966550000,55541966550000,CFS-PARCEL-0149776414,149776414,55541966550000,2004-02-01,2004,C,COMMERCIAL NEW CONSTRUCTION,,,review,luxury,residential_standard,Midland,C24/27,unknown,high,['jurisdiction_code_semantics_review'],exact_pin14,low
4904655,BU2024-01672,56113262270000,56113262270000,CFS-PARCEL-0149791765,149791765,56113262270000,2024-05-06,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
4904655,BU2024-01672,56113262270000,56113262270000,CFS-PARCEL-0149791766,149791766,56113262270000,2024-05-06,2024,N,NEW CONSTRUCTION,Residential New,CO ISSUED,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
4905561,2010-01492,55383902270000,55383902270000,CFS-PARCEL-0149769430,149769430,55383902270000,2010-09-28,2010,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
4905561,2010-01492,55383902270000,55383902270000,CFS-PARCEL-0149769431,149769431,55383902270000,2010-09-28,2010,N,NEW CONSTRUCTION,,,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
4907429,BU2023-02892,46833041910000,46833041910000,CFS-PARCEL-0149740075,149740075,46833041910000,2023-08-01,2023,R,REMODEL,Residential Repair,ISSUED,review,high,residential_standard,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],exact_pin14,low
4907429,BU2023-02892,46833041910000,46833041910000,CFS-PARCEL-0149740076,149740076,46833041910000,2023-08-01,2023,R,REMODEL,Residential Repair,ISSUED,review,high,residential_standard,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],exact_pin14,low
4907430,2011-00533,46833041910000,46833041910000,CFS-PARCEL-0149740075,149740075,46833041910000,2011-04-12,2011,R,REMODEL,,,review,high,residential_standard,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],exact_pin14,low
4907430,2011-00533,46833041910000,46833041910000,CFS-PARCEL-0149740076,149740076,46833041910000,2011-04-12,2011,R,REMODEL,,,review,high,residential_standard,Cabarrus County / Unincorporated,AO,agricultural,high,['safe_for_dashboard'],exact_pin14,low
4907605,BU2023-02860,56301050650000,56301050650000,CFS-PARCEL-0149823250,149823250,56301050650000,2023-08-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
4907605,BU2023-02860,56301050650000,56301050650000,CFS-PARCEL-0149823251,149823251,56301050650000,2023-08-29,2023,N,NEW CONSTRUCTION,Residential New,ISSUED,review,medium,residential_standard,Concord,RM-2,residential,high,['safe_for_dashboard'],exact_pin14,low
4907646,BU2024-03391,56206656280000,56206656280000,CFS-PARCEL-0149804691,149804691,56206656280000,2024-09-23,2024,R,REMODEL,Residential Repair,INSPECTIONS,review,medium,residential_standard,Concord,RC,unknown,high,"['review_sliver_overlap', 'jurisdiction_code_semantics_review']",exact_pin14,low
