official_parcel_id,objectid_1,pin14,subdiv_name,nbh_name,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,planning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,primary_governance_warning,total_permit_count,first_permit_date,latest_permit_date,active_year_count,recent_permit_count_1yr,recent_permit_count_3yr,total_permit_amount,avg_permit_amount,dominant_permit_type,dominant_work_type,latest_permit_status,ambiguous_permit_count,has_unmatched_or_ambiguous_permit_flag,co_date_future_outlier_count,development_activity_score,development_activity_class
CFS-PARCEL-0149726579,149726579,45896367300000,,CONCORD MILLS,review,ultra_high,extreme_large,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,286,2000-08-02,2025-10-22,19,24,59,61926619.0,290735.30046948354,upfit,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149808150,149808150,56213814220000,,NE MEDICAL CENTER,review,ultra_high,commercial_large,Concord,,PID,unknown,high,review_sliver_overlap,170,2008-02-01,2025-12-12,18,4,16,154499165.69,1735945.6819101123,commercial_new_construction,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149752131,149752131,55091820390000,,CONCORD PARKWAY SOUTH,review,ultra_high,commercial_large,Concord,,O-I-CD,unknown,high,review_sliver_overlap,127,2014-05-12,2025-11-04,8,25,70,31860549.0,281951.7610619469,upfit,commercial_upfit,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149728135,149728135,45998437730000,PARADISE ESTATES,SILVER MAPLES MHP,trusted,ultra_high,commercial_large,Concord,,RV,residential,high,review_sliver_overlap,102,2005-02-01,2025-11-25,14,3,12,1034740.0,11126.236559139785,residential_manufactored_home,residential_mobile,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149729262,149729262,45999433330000,CAROLINA VILLAGE,CAROLINA VILLAGE MHP,trusted,ultra_high,commercial_large,Concord,,RV,residential,high,review_sliver_overlap,69,2004-05-01,2025-11-13,14,6,30,259917.0,5096.411764705882,addition_residential,residential_addition,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149789146,149789146,56102182090000,LILLY CONCORD,CONCORD PARKWAY SOUTH,trusted,ultra_high,extreme_large,Concord,,I-2,unknown,medium,review_sliver_overlap,62,2022-05-12,2025-10-02,4,10,54,775168452.0,12502716.967741935,commercial_new_construction,commercial_upfit,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149783110,149783110,56010135370000,"2A CK LAKEPOINTE CORP CENTER, LLC",GEORGE LILES PARKWAY,trusted,ultra_high,commercial_large,Kannapolis,,CD,unknown,high,review_multi_jurisdiction,61,2008-04-01,2025-11-12,17,9,18,10384365.44,230763.67644444446,other,commercial_sign,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149736835,149736835,46705588120000,THOMAS ALEXANDER RANKIN,WEST CABARRUS,trusted,ultra_high,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,55,2009-08-01,2025-01-16,14,1,6,3754318.1,101468.05675675676,other,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149784413,149784413,56017349760000,THE INTERNATIONAL BUSINESS PARK AT CONCORD,INTERNATIONAL BUSINESS PARK,trusted,ultra_high,commercial_large,Concord,,I-2,unknown,high,jurisdiction_code_semantics_review,49,2006-08-01,2025-08-20,12,8,11,10477711.0,436571.2916666667,upfit,commercial_upfit,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149727441,149727441,45988876150000,,CHARLOTTE MOTOR SPEEDWAY,review,ultra_high,extreme_large,Concord,,PID,unknown,high,review_multi_jurisdiction,47,2003-11-01,2025-03-14,15,2,6,5557192.0,231549.66666666666,commercial_new_construction,commercial_upfit,closed,47,True,0,100.0,very_high_activity
CFS-PARCEL-0149727442,149727442,45988876150000,,CHARLOTTE MOTOR SPEEDWAY,review,ultra_high,extreme_large,Concord,,PID,unknown,high,review_multi_jurisdiction,47,2003-11-01,2025-03-14,15,2,6,5557192.0,231549.66666666666,commercial_new_construction,commercial_upfit,closed,47,True,0,100.0,very_high_activity
CFS-PARCEL-0149773228,149773228,55435780680000,,MIDLAND COMMERCIAL,review,ultra_high,extreme_large,Cabarrus County / Unincorporated,,GI,industrial,high,review_sliver_overlap,45,2010-06-15,2021-10-14,11,0,0,20566707.72,934850.350909091,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149780354,149780354,55385984190000,COUNTRY VIEW MHP,CENTRAL CABARRUS HIGH SCHOOL,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,,MDR,residential,high,safe_for_dashboard,45,2007-03-01,2023-11-22,12,0,2,164773.0,4846.264705882353,other,residential_repair,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149781836,149781836,56003687430000,LEGACY CONCORD,GEORGE LILES PARKWAY,trusted,ultra_high,commercial_large,Concord,,C-1,unknown,low,review_low_confidence,42,2015-04-02,2016-09-09,2,0,0,24143540.0,574846.1904761905,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149771633,149771633,55392445840000,GLEN LAUREL,GLEN LAUREL,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,,MDR,residential,high,safe_for_dashboard,42,2008-06-01,2021-09-27,7,0,0,62500.0,20833.333333333332,other,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149749102,149749102,55078596960000,HARRIS SQUARE,HARRISBURG,trusted,ultra_high,commercial_large,Harrisburg,,CZ-GC,commercial,high,review_sliver_overlap,40,2017-02-22,2025-12-12,8,2,6,9904118.81,260634.70552631578,other,commercial_upfit,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149811661,149811661,56224522260000,SOUTH EMERSON HILLS,OLD EARNHARDT,trusted,ultra_high,commercial_large,Kannapolis,,R18-CZ,residential,high,review_multi_jurisdiction,39,2022-07-29,2024-06-06,3,0,5,25987394.0,666343.4358974359,commercial_new_construction,commercial_new,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149741775,149741775,46919268030000,HAWTHORNE AT THE GLEN,GEORGE LILES PARKWAY,trusted,ultra_high,commercial_large,Kannapolis,,CD-R-CZ,unknown,high,review_sliver_overlap,39,2018-06-04,2021-01-06,3,0,0,13574065.0,678703.25,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149807384,149807384,56212942100000,CAROLINA MALL COMPANY,NE MEDICAL CENTER,trusted,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,38,2009-09-01,2025-10-13,12,1,1,349360.97,23290.731333333333,commercial_new_construction,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149752474,149752474,55093259870000,"BARNHARDT FAMILY ENTERPISES, LLC",CONCORD PARKWAY SOUTH,trusted,luxury,estate,Concord,,C-2,unknown,high,review_sliver_overlap,36,2007-04-01,2025-05-29,15,2,10,624140.45,29720.97380952381,other,commercial_sign,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149803800,149803800,56202933410000,GIBSON MILL,CABARRUS/MCGILL,trusted,ultra_high,commercial_large,Concord,,PUD,unknown,medium,jurisdiction_code_semantics_review,35,2008-06-01,2025-07-01,13,1,5,3627585.01,164890.22772727272,upfit,commercial_upfit,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149734611,149734611,45892767620000,CHRISTENBURY VILLAGE,CONCORD MILLS,trusted,ultra_high,estate,Concord,,PUD,unknown,high,review_multi_jurisdiction,34,2022-11-09,2025-12-08,4,1,33,46049867.0,1354407.8529411764,commercial_new_construction,commercial_new,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149728128,149728128,45996917900000,THE SPRINGS BUSINESS PARK,AIRPORT,trusted,ultra_high,estate,Concord,,I-1,unknown,high,review_sliver_overlap,34,2021-08-25,2025-02-19,5,1,11,8485701.0,282856.7,upfit,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149751728,149751728,55092173920000,"BARNHARDT FAMILY ENTERPRISES, LLC",CONCORD PARKWAY SOUTH,review,unknown,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,32,2021-05-28,2022-07-15,2,0,0,27707210.0,865850.3125,commercial_new_construction,commercial_sign,issued,32,True,0,100.0,very_high_activity
CFS-PARCEL-0149751729,149751729,55092173920000,"BARNHARDT FAMILY ENTERPRISES, LLC",CONCORD PARKWAY SOUTH,review,unknown,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,32,2021-05-28,2022-07-15,2,0,0,27707210.0,865850.3125,commercial_new_construction,commercial_sign,issued,32,True,0,100.0,very_high_activity
CFS-PARCEL-0149781903,149781903,56004930300000,,GEORGE LILES PARKWAY,review,ultra_high,estate,Concord,,C-2,unknown,medium,jurisdiction_code_semantics_review,32,2005-12-01,2025-05-29,15,1,6,2363319.0,94532.76,upfit,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149733192,149733192,46725271000000,ROMAN CATHOLIC DIOCESE OF CHARLOTTE NC EASEMENT,WEST CABARRUS,trusted,ultra_high,commercial_large,Kannapolis,,GC,commercial,medium,review_multi_jurisdiction,31,2011-06-09,2025-12-05,11,3,4,22970511.0,1531367.4,other,commercial_new,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149746632,149746632,55070349970000,CALDWELL CROSSING,HARRISBURG,trusted,ultra_high,estate,Harrisburg,,CZ-GC,commercial,high,review_sliver_overlap,31,2011-01-14,2025-06-13,8,1,4,8932189.0,319006.75,upfit,commercial_upfit,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149820657,149820657,56228509330000,COPPERFIELD INC.,NORTHLIGHT,trusted,ultra_high,commercial_large,Concord,,C-2,unknown,low,review_low_confidence,31,2015-04-21,2025-03-14,11,1,7,4894164.0,212789.73913043478,other,commercial_upfit,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149726859,149726859,45899406520000,THE PAVILLION AT KING'S GRANT,CONCORD MILLS,trusted,ultra_high,commercial_large,Concord,,C-2,unknown,medium,jurisdiction_code_semantics_review,30,2007-06-01,2024-03-22,12,0,4,6940581.0,330503.85714285716,other,commercial_sign,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149811576,149811576,56225480760000,,NORTHLIGHT,review,ultra_high,commercial_large,Concord,,PID,unknown,high,review_sliver_overlap,30,2007-08-01,2024-11-18,10,0,3,6347076.0,235076.88888888888,other,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149790288,149790288,56109358970000,,CONCORD PARKWAY SOUTH,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,30,2005-09-01,2025-01-07,15,1,5,6343387.0,317169.35,other,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149783785,149783785,56010286760000,ELM PARTNERS 2 LLC,GEORGE LILES PARKWAY,trusted,luxury,estate,Kannapolis,,GC-CZ,commercial,high,review_sliver_overlap,30,2017-08-16,2024-05-14,4,0,1,2553350.0,141852.77777777778,other,commercial_sign,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149729544,149729544,46705666960000,SKYBROOK,POPLAR TENT WEST,trusted,ultra_high,commercial_large,Cabarrus County / Unincorporated,,LDR,residential,high,safe_for_dashboard,29,2016-09-29,2017-05-15,2,0,0,17031000.0,587275.8620689656,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149744805,149744805,55061281970000,BROOKDALE PHASE 1-MAP 1,BROOKDALE AT PLAZA RD,review,ultra_high,commercial_large,Harrisburg,,PUD,unknown,high,jurisdiction_code_semantics_review,29,2003-10-01,2025-09-09,15,2,5,11931749.0,662874.9444444445,commercial_new_construction,commercial_upfit,inspections,29,True,0,100.0,very_high_activity
CFS-PARCEL-0149744806,149744806,55061281970000,BROOKDALE PHASE 1-MAP 1,BROOKDALE AT PLAZA RD,review,ultra_high,commercial_large,Harrisburg,,PUD,unknown,high,jurisdiction_code_semantics_review,29,2003-10-01,2025-09-09,15,2,5,11931749.0,662874.9444444445,commercial_new_construction,commercial_upfit,inspections,29,True,0,100.0,very_high_activity
CFS-PARCEL-0149766209,149766209,55298044070000,,HWY 601 / 49,review,ultra_high,commercial_large,Concord,,O-I,unknown,high,review_multi_jurisdiction,29,2002-08-01,2025-06-27,15,1,2,3805304.0,165448.0,other,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149736197,149736197,46810179110000,CANNON CROSSROADS SHOPPING CENTER,WEST CABARRUS,trusted,ultra_high,estate,Concord,,C-2-CU,unknown,high,review_sliver_overlap,29,2007-08-01,2025-11-21,15,3,4,2415548.0,142091.0588235294,commercial_new_construction,commercial_sign,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149726376,149726376,45894448210000,CONCORD MILLS,CONCORD MILLS,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,29,2007-01-01,2024-01-18,13,0,3,1178560.0,56121.90476190476,other,commercial_upfit,issued,29,True,0,100.0,very_high_activity
CFS-PARCEL-0149726377,149726377,45894448210000,CONCORD MILLS,CONCORD MILLS,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,29,2007-01-01,2024-01-18,13,0,3,1178560.0,56121.90476190476,other,commercial_upfit,issued,29,True,0,100.0,very_high_activity
CFS-PARCEL-0149824129,149824129,56507660350000,,MT PLEASANT HIGH SCHOOL,review,ultra_high,commercial_large,Cabarrus County / Unincorporated,,CR,residential,high,review_multi_jurisdiction,29,2003-10-01,2025-11-18,17,3,5,1104100.0,52576.19047619047,other,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149813206,149813206,56232416450000,MCLAIN RD,FOREST PARK ELEMENTARY SCHOOL,trusted,low,estate,Kannapolis,,R18,residential,high,review_sliver_overlap,29,2018-07-25,2022-06-27,3,0,0,715700.0,59641.666666666664,new_construction,residential_new,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149736000,149736000,45985840790000,VER-EL MHP,CHARLOTTE MOTOR SPEEDWAY,review,luxury,commercial_large,Cabarrus County / Unincorporated,,GC,commercial,high,review_multi_jurisdiction,29,2009-07-01,2025-05-02,12,1,7,460486.0,16445.928571428572,other,commercial_deck,closed,29,True,0,100.0,very_high_activity
CFS-PARCEL-0149736001,149736001,45985840790000,VER-EL MHP,CHARLOTTE MOTOR SPEEDWAY,review,luxury,commercial_large,Cabarrus County / Unincorporated,,GC,commercial,high,review_multi_jurisdiction,29,2009-07-01,2025-05-02,12,1,7,460486.0,16445.928571428572,other,commercial_deck,closed,29,True,0,100.0,very_high_activity
CFS-PARCEL-0149760103,149760103,55094309100000,WATERVILLE COMMONS,CONCORD PARKWAY SOUTH,trusted,ultra_high,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,28,2010-10-14,2025-05-23,11,4,9,2578788.0,103151.52,other,commercial_sign,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149791512,149791512,56114740970000,FAIRINGTON WEST APARTMENTS,HERTFORDSHIRE,trusted,luxury,estate,Concord,,RC,unknown,high,review_sliver_overlap,28,2003-05-01,2018-10-04,2,0,0,2212000.0,158000.0,other,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149807988,149807988,56211500060000,,CONCORD PARKWAY NORTH,review,luxury,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,28,2008-04-01,2024-12-20,11,0,7,738800.0,49253.333333333336,other,commercial_abc_store,closed,28,True,0,100.0,very_high_activity
CFS-PARCEL-0149807989,149807989,56211500060000,,CONCORD PARKWAY NORTH,review,luxury,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,28,2008-04-01,2024-12-20,11,0,7,738800.0,49253.333333333336,other,commercial_abc_store,closed,28,True,0,100.0,very_high_activity
CFS-PARCEL-0149788698,149788698,56049121540000,DONALD & PEGGY WAGSTAFF,RAINBOW DR,trusted,luxury,commercial_large,Kannapolis,,R18,residential,high,review_multi_jurisdiction,28,2003-12-01,2023-05-23,5,0,8,77700.0,4089.4736842105262,residential_manufactored_home,residential_mobile,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149742041,149742041,46918500940000,HIGHWAY 73 PARKWAY,BISCAYNE / TRINITY CHURCH,trusted,ultra_high,commercial_large,Kannapolis,,R18-CZ,residential,high,review_multi_jurisdiction,27,2024-05-30,2025-10-03,2,3,27,26768521.5,991426.7222222222,commercial_new_construction,commercial_new,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149750051,149750051,46906762670000,,AIRPORT,review,ultra_high,commercial_large,Concord,,MX-IB,mixed_use,high,review_sliver_overlap,27,2016-02-22,2025-01-27,3,1,1,23468616.0,902639.0769230769,commercial_new_construction,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149781661,149781661,56001675750000,,GEORGE LILES PARKWAY,review,ultra_high,commercial_large,Concord,,O-I,unknown,high,review_sliver_overlap,27,2008-02-01,2025-07-25,13,3,4,7554052.0,419669.55555555556,commercial_new_construction,commercial_addition,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149772008,149772008,55393469600000,,HWY 601 / 49,review,ultra_high,commercial_large,Concord,Concord,I-2,unknown,medium,review_multi_jurisdiction,27,2004-04-01,2025-09-17,17,3,9,2420551.0,142385.35294117648,upfit,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149771121,149771121,55391385590000,GLEN LAUREL,GLEN LAUREL,review,luxury,commercial_large,Cabarrus County / Unincorporated,,MDR,residential,high,safe_for_dashboard,27,2009-05-01,2022-12-30,8,0,0,275089.0,55017.8,new_construction,residential_mobile,issued,27,True,0,100.0,very_high_activity
CFS-PARCEL-0149771122,149771122,55391385590000,GLEN LAUREL,GLEN LAUREL,review,luxury,commercial_large,Cabarrus County / Unincorporated,,MDR,residential,high,safe_for_dashboard,27,2009-05-01,2022-12-30,8,0,0,275089.0,55017.8,new_construction,residential_mobile,issued,27,True,0,100.0,very_high_activity
CFS-PARCEL-0149771162,149771162,55391385590000,GLEN LAUREL,GLEN LAUREL,review,luxury,commercial_large,Cabarrus County / Unincorporated,,MDR,residential,high,safe_for_dashboard,27,2009-05-01,2022-12-30,8,0,0,275089.0,55017.8,new_construction,residential_mobile,issued,27,True,0,100.0,very_high_activity
CFS-PARCEL-0149806835,149806835,56209779530000,,DOWNTOWN CONCORD,review,ultra_high,residential_standard,Concord,,CC,commercial,high,safe_for_dashboard,26,2006-11-01,2025-09-03,13,1,9,1325041388.0,66252069.4,upfit,commercial_upfit,co_issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149748819,149748819,55077567190000,SCHOOL HOUSE COMMONS,HARRISBURG,trusted,ultra_high,estate,Harrisburg,,GC,commercial,high,safe_for_dashboard,26,2007-05-01,2019-11-05,9,0,0,4445486.0,277842.875,upfit,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149772858,149772858,55398353410000,,HWY 601 / 49,review,ultra_high,estate,Concord,,C-2,unknown,high,review_multi_jurisdiction,26,2006-07-01,2025-05-12,13,5,5,4118947.0,179084.65217391305,upfit,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149735622,149735622,45899170630000,KINGS GRANT CORP,CONCORD MILLS,trusted,ultra_high,commercial_large,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,26,2008-04-01,2025-12-01,13,3,7,1903318.0,126887.86666666667,other,commercial_upfit,issued,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149805720,149805720,56209209330000,LINCOLN STREET TOWNHOMES,LOGAN MULTI PURPOSE CENTER,trusted,medium,residential_standard,Concord,,RC,unknown,high,jurisdiction_code_semantics_review,26,2023-10-30,2023-11-07,1,0,26,1630070.0,62695.0,new_construction,residential_new,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149809420,149809420,56216125040000,5.089 AC - PEACHTREE AVENUE NW,NORTH CHURCH,trusted,luxury,residential_standard,Concord,,PUD,unknown,high,review_sliver_overlap,26,2008-02-01,2025-12-23,12,3,4,451000.0,45100.0,commercial_new_construction,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149782758,149782758,56005991350000,TRIANGLE REAL ESTATE,CABARRUS COUNTRY CLUB,trusted,ultra_high,commercial_large,Concord,,RC,unknown,high,review_sliver_overlap,25,2016-08-05,2018-01-24,3,0,0,17938749.0,717549.96,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149820563,149820563,56225731840000,REALTICORP,NORTHLIGHT,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_multi_jurisdiction,25,2003-08-01,2025-12-11,15,3,4,4510453.0,237392.26315789475,upfit,commercial_upfit,inspections,25,True,0,100.0,very_high_activity
CFS-PARCEL-0149820564,149820564,56225731840000,REALTICORP,NORTHLIGHT,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_multi_jurisdiction,25,2003-08-01,2025-12-11,15,3,4,4510453.0,237392.26315789475,upfit,commercial_upfit,inspections,25,True,0,100.0,very_high_activity
CFS-PARCEL-0149775432,149775432,55484514010000,,FAGGARTS EAST,review,luxury,commercial_large,Cabarrus County / Unincorporated,,LDR,residential,high,review_sliver_overlap,25,2014-06-24,2025-02-10,9,2,13,973503.0,42326.21739130435,residential_manufactored_home,residential_mobile,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149735609,149735609,45897556660000,"CRESCENT RESOURCES, LLC PROPERTY MAP 2",CONCORD MILLS,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,25,2012-07-16,2019-10-11,3,0,0,5000.0,5000.0,commercial_new_construction,,,25,True,0,100.0,very_high_activity
CFS-PARCEL-0149735610,149735610,45897556660000,"CRESCENT RESOURCES, LLC PROPERTY MAP 2",CONCORD MILLS,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,25,2012-07-16,2019-10-11,3,0,0,5000.0,5000.0,commercial_new_construction,,,25,True,0,100.0,very_high_activity
CFS-PARCEL-0149742043,149742043,46919019270000,"CK LAKE POINTE CORP CENTER, LLC",GEORGE LILES PARKWAY,trusted,ultra_high,commercial_large,Kannapolis,,CD-R,unknown,high,review_sliver_overlap,24,2012-12-03,2016-08-15,4,0,0,9960337.0,664022.4666666667,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149786774,149786774,56031232270000,REDWOOD KANNAPOLIS,KANNAPOLIS PARKWAY,trusted,ultra_high,estate,Kannapolis,,R18,agricultural,high,review_sliver_overlap,24,2022-06-24,2024-03-13,3,0,9,9047100.0,376962.5,commercial_new_construction,commercial_new,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149726720,149726720,45896543610000,CENTER AT KINGS GRANT,CONCORD MILLS,review,ultra_high,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,24,2006-09-01,2025-06-19,13,3,5,1221736.0,101811.33333333333,commercial_new_construction,commercial_sign,closed,24,True,0,100.0,very_high_activity
CFS-PARCEL-0149726721,149726721,45896543610000,CENTER AT KINGS GRANT,CONCORD MILLS,review,ultra_high,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,24,2006-09-01,2025-06-19,13,3,5,1221736.0,101811.33333333333,commercial_new_construction,commercial_sign,closed,24,True,0,100.0,very_high_activity
CFS-PARCEL-0149727590,149727590,45982865590000,HSREI LLC AT AMC,CHARLOTTE MOTOR SPEEDWAY,trusted,ultra_high,commercial_large,Concord,,I-2-CD,unknown,high,review_sliver_overlap,24,2014-05-15,2025-04-29,6,6,14,332200.0,27683.333333333332,other,commercial_upfit,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149785588,149785588,56023939950000,,KANNAPOLIS PARKWAY,review,ultra_high,commercial_large,Kannapolis,,GC,commercial,medium,review_sliver_overlap,23,2014-06-12,2024-09-18,6,0,2,15505546.0,674154.1739130435,commercial_new_construction,commercial_repair,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149752049,149752049,55095307260000,SETTLER'S LANDING,CONCORD PARKWAY SOUTH,trusted,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,23,2016-06-01,2018-05-09,3,0,0,15085500.0,718357.1428571428,commercial_new_construction,,,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149736377,149736377,46808418530000,CONCORD AIRPORT BUSINESS PARK,AIRPORT,trusted,ultra_high,commercial_large,Concord,,I-2-CD,unknown,high,jurisdiction_code_semantics_review,23,2018-06-07,2025-12-12,6,7,8,10334182.0,645886.375,other,commercial_abc_store,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149735340,149735340,45893509410000,CHRISTENBURY SW CORNER LOT #7,CONCORD MILLS,trusted,ultra_high,commercial_large,Concord,,MX-CC2,mixed_use,high,review_multi_jurisdiction,23,2016-07-19,2025-11-26,5,1,1,7425700.0,390826.3157894737,other,commercial_demolition,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149799983,149799983,56136905890000,RECOMB CITY OF KANNAPOLIS,NCRC/KANNAPOLIS DOWNTOWN,trusted,low,residential_standard,Kannapolis,,CC,commercial,high,safe_for_dashboard,22,2018-09-06,2025-03-13,7,1,9,39915776.0,2100830.3157894737,upfit,commercial_deck,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149749977,149749977,46900022520000,,AIRPORT,review,ultra_high,extreme_large,Concord,,I-1,unknown,high,review_multi_jurisdiction,22,2010-12-01,2025-11-20,11,2,9,30481722.93,2032114.862,other,commercial_new,closed,22,True,0,100.0,very_high_activity
CFS-PARCEL-0149749978,149749978,46900022520000,,AIRPORT,review,ultra_high,extreme_large,Concord,,I-1,unknown,high,review_multi_jurisdiction,22,2010-12-01,2025-11-20,11,2,9,30481722.93,2032114.862,other,commercial_new,closed,22,True,0,100.0,very_high_activity
CFS-PARCEL-0149783366,149783366,56010745830000,REDWOOD DAVIDSON,BISCAYNE / TRINITY CHURCH,trusted,ultra_high,commercial_large,Kannapolis,,R18-CZ,residential,high,review_sliver_overlap,22,2021-08-19,2024-09-03,3,0,21,10311692.0,468713.2727272727,commercial_new_construction,commercial_new,inspections,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149782644,149782644,56003847100000,,GEORGE LILES PARKWAY,review,ultra_high,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,22,2003-09-01,2025-04-29,9,2,6,3548107.0,186742.47368421053,other,commercial_sign,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149726479,149726479,45895557940000,CENTER AT KINGS GRANT CROSSING II REV,CONCORD MILLS,trusted,ultra_high,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,22,2007-10-01,2025-08-18,13,1,5,509976.0,72853.71428571429,commercial_new_construction,commercial_abc_store,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149810942,149810942,56221269970000,CLOVERLEAF PLAZA,SOUTH CANNON BLVD,trusted,ultra_high,commercial_large,Kannapolis,,GC,commercial,high,review_multi_jurisdiction,22,2008-01-01,2025-07-28,14,1,5,498445.39,41537.11583333333,other,commercial_upfit,closed,0,False,0,100.0,very_high_activity
CFS-PARCEL-0149761259,149761259,55263554150000,CEDAR PARK ESTATES,ROBINSON CHURCH RD SOUTH,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,,CR,residential,high,review_multi_jurisdiction,22,2008-07-01,2024-11-26,10,0,2,21650.0,3092.8571428571427,residential_manufactored_home,residential_addition,inspections,0,False,0,100.0,very_high_activity
