official_parcel_id,objectid_1,pin14,subdiv_name,nbh_name,parcel_quality_status,valuation_band,parcel_size_category,zoning_jurisdiction_name,planning_jurisdiction_name,dominant_zoning_code_raw,dominant_zoning_general_normalized,zoning_assignment_confidence,primary_governance_warning,total_permit_count,first_permit_date,latest_permit_date,active_year_count,recent_permit_count_1yr,recent_permit_count_3yr,total_permit_amount,avg_permit_amount,dominant_permit_type,dominant_work_type,latest_permit_status,ambiguous_permit_count,has_unmatched_or_ambiguous_permit_flag,co_date_future_outlier_count,development_activity_score,development_activity_class
CFS-PARCEL-0149806814,149806814,56209724780000,,DOWNTOWN CONCORD,review,luxury,residential_standard,Concord,,CC,commercial,high,safe_for_dashboard,10,2003-10-01,2023-01-26,8,0,1,26253.06,8751.02,other,commercial_sign,,0,False,0,73.26,very_high_activity
CFS-PARCEL-0149797262,149797262,56131794120000,,NCRC/KANNAPOLIS DOWNTOWN,review,medium,residential_standard,Kannapolis,,LI,industrial,high,review_sliver_overlap,10,2008-01-01,2023-12-18,7,0,1,113600.0,18933.333333333332,commercial_new_construction,commercial_upfit,closed,0,False,0,73.17,very_high_activity
CFS-PARCEL-0149810555,149810555,56220999010000,,SOUTH CANNON BLVD,review,low,residential_standard,Kannapolis,,GC,commercial,high,safe_for_dashboard,7,2013-12-17,2025-06-02,7,1,2,109158.0,21831.6,upfit,commercial_upfit,closed,0,False,0,73.11,very_high_activity
CFS-PARCEL-0149741887,149741887,46925649770000,TRINITY PLACE,LAKE HOWELL WATERSHED,trusted,luxury,estate,Cabarrus County / Unincorporated,,AO,agricultural,high,safe_for_dashboard,4,2006-01-01,2025-07-29,2,3,3,490000.0,163333.33333333334,extra_feature,residential_accessory_structure,closed,0,False,0,73.07,very_high_activity
CFS-PARCEL-0149784437,149784437,56018104980000,,INTERNATIONAL BUSINESS PARK,review,luxury,commercial_large,Concord,,I-2,unknown,high,review_sliver_overlap,7,2004-03-01,2025-11-20,7,1,2,67500.0,33750.0,commercial_new_construction,commercial_abc_store,closed,7,True,0,72.49,very_high_activity
CFS-PARCEL-0149784460,149784460,56018104980000,,INTERNATIONAL BUSINESS PARK,review,luxury,commercial_large,Concord,,I-2,unknown,high,review_sliver_overlap,7,2004-03-01,2025-11-20,7,1,2,67500.0,33750.0,commercial_new_construction,commercial_abc_store,closed,7,True,0,72.49,very_high_activity
CFS-PARCEL-0149784461,149784461,56018104980000,,INTERNATIONAL BUSINESS PARK,review,luxury,commercial_large,Concord,,I-2,unknown,high,review_sliver_overlap,7,2004-03-01,2025-11-20,7,1,2,67500.0,33750.0,commercial_new_construction,commercial_abc_store,closed,7,True,0,72.49,very_high_activity
CFS-PARCEL-0149754276,149754276,55061797940000,HUNTWICK,HUNTWICK,trusted,medium,residential_standard,Harrisburg,,RL,residential,high,safe_for_dashboard,7,2019-03-06,2025-10-22,5,1,3,64253.0,9179.0,remodel,residential_repair,closed,0,False,0,72.42,very_high_activity
CFS-PARCEL-0149727650,149727650,45992950130000,RED APPLE/KINGS WAY BAPTIST,AIRPORT,trusted,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,4,2016-08-17,2025-11-25,2,3,3,283557.0,70889.25,upfit,commercial_upfit,closed,0,False,0,72.36,very_high_activity
CFS-PARCEL-0149727854,149727854,45995863710000,WEDDINGTON ROAD BUSINESS PARK LOT A,AIRPORT,trusted,luxury,residential_standard,Concord,,I-1,unknown,high,jurisdiction_code_semantics_review,7,2021-11-24,2023-12-21,3,0,5,1309000.0,187000.0,upfit,commercial_upfit,closed,0,False,0,72.35,very_high_activity
CFS-PARCEL-0149776457,149776457,55498074420000,,EAST 73 / 49,review,ultra_high,commercial_large,Cabarrus County / Unincorporated,,OI,office,high,safe_for_dashboard,11,2009-07-01,2022-03-14,7,0,0,60015.0,7501.875,commercial_new_construction,,,0,False,0,72.33,very_high_activity
CFS-PARCEL-0149775591,149775591,55475181740000,,HWY 24 / 27,review,luxury,commercial_large,Midland,,IND,industrial,high,review_multi_jurisdiction,9,2012-06-14,2023-01-05,7,0,1,1194413.0,149301.625,other,commercial_sign,,0,False,0,72.23,very_high_activity
CFS-PARCEL-0149827265,149827265,56704401870000,WILLIAM E & VIRGINIA E FOIL,MT PLEASANT OUTSIDE,trusted,ultra_high,commercial_large,Mt. Pleasant,Mt. Pleasant,OI,office,high,review_sliver_overlap,6,2023-08-16,2024-11-15,2,0,6,6192500.0,1032083.3333333334,commercial_new_construction,commercial_new,co_issued,0,False,0,72.0,very_high_activity
CFS-PARCEL-0149744707,149744707,55060459120000,FARMINGTON PH1 MP1,BROOKDALE AT PLAZA RD,trusted,medium,residential_standard,Harrisburg,,PUD,unknown,high,jurisdiction_code_semantics_review,4,2024-10-14,2025-08-28,2,2,4,8783921.0,2195980.25,commercial_new_construction,commercial_new,inspections,0,False,0,72.0,very_high_activity
CFS-PARCEL-0149806812,149806812,56209706190000,,DOWNTOWN CONCORD,review,high,residential_standard,Concord,,CC,commercial,high,safe_for_dashboard,4,2020-10-09,2025-12-19,2,3,3,210454.0,70151.33333333333,upfit,commercial_upfit,inspections,0,False,0,71.97,very_high_activity
CFS-PARCEL-0149813100,149813100,56233132380000,QUIKTRIP STORE #1003,OLD EARNHARDT,trusted,luxury,estate,Kannapolis,,GC,commercial,medium,review_sliver_overlap,6,2012-02-22,2025-12-12,4,2,2,201316.0,67105.33333333333,upfit,commercial_upfit,issued,0,False,0,71.91,very_high_activity
CFS-PARCEL-0149741907,149741907,46919871380000,KANNAPOLIS GATEWAY BUSINESS PARK REDIV.,BISCAYNE / TRINITY CHURCH,trusted,luxury,residential_standard,Kannapolis,,CD,unknown,medium,jurisdiction_code_semantics_review,11,2006-11-01,2021-07-06,7,0,0,40550.0,6758.333333333333,other,,,0,False,0,71.82,very_high_activity
CFS-PARCEL-0149807366,149807366,56211572510000,WIL-MAR PARK,CONCORD PARKWAY NORTH,trusted,ultra_high,commercial_large,Concord,,I-2,unknown,high,review_sliver_overlap,6,2007-06-01,2025-03-14,5,1,3,835000.0,208750.0,other,commercial_upfit,closed,0,False,0,71.77,very_high_activity
CFS-PARCEL-0149755536,149755536,55172662760000,SADDLE CREEK,HARRISBURG,trusted,ultra_high,estate,Harrisburg,,EC,industrial,high,review_sliver_overlap,6,2006-10-01,2025-05-29,6,1,2,2820836.0,1410418.0,commercial_new_construction,commercial_new,inspections,0,False,0,71.35,very_high_activity
CFS-PARCEL-0149826458,149826458,56627714610000,JOSEPH WAYNE BEARD & PAMELA M BEARD PROPERTY,LITTLE BUFFALO CREEK,review,high,commercial_large,Cabarrus County / Unincorporated,,AO,agricultural,high,safe_for_dashboard,5,2023-02-08,2025-06-11,3,1,5,578000.0,144500.0,addition_residential,residential_addition,inspections,5,True,0,71.29,very_high_activity
CFS-PARCEL-0149826459,149826459,56627714610000,JOSEPH WAYNE BEARD & PAMELA M BEARD PROPERTY,LITTLE BUFFALO CREEK,review,high,commercial_large,Cabarrus County / Unincorporated,,AO,agricultural,high,safe_for_dashboard,5,2023-02-08,2025-06-11,3,1,5,578000.0,144500.0,addition_residential,residential_addition,inspections,5,True,0,71.29,very_high_activity
CFS-PARCEL-0149779909,149779909,55771033820000,ELEGANT ESTATES,MIAMI CHURCH RD,trusted,high,estate,Cabarrus County / Unincorporated,,AO,agricultural,high,review_multi_jurisdiction,5,2023-02-02,2025-06-16,3,1,5,576000.0,115200.0,addition_residential,residential_addition,closed,0,False,0,71.28,very_high_activity
CFS-PARCEL-0149822153,149822153,56407969290000,,SLEEPY HOLLOW,review,medium,estate,Cabarrus County / Unincorporated,,AO,agricultural,high,safe_for_dashboard,7,2015-09-24,2025-06-06,4,1,3,110500.0,27625.0,addition_residential,residential_accessory_structure,closed,0,False,0,71.13,very_high_activity
CFS-PARCEL-0149783946,149783946,56013030670000,CONCORD PAVILION TRACTS 1A & 1B,GEORGE LILES PARKWAY,trusted,luxury,residential_standard,Concord,,C-2,unknown,high,review_sliver_overlap,7,2012-04-19,2023-09-19,2,0,5,2355484.0,471096.8,commercial_new_construction,commercial_sign,inspections,0,False,0,71.12,very_high_activity
CFS-PARCEL-0149755529,149755529,55070379700000,CALDWELL CROSSING RETAIL,HARRISBURG,trusted,luxury,residential_standard,Harrisburg,,CZ-GC,commercial,high,safe_for_dashboard,4,2023-03-17,2025-06-06,2,2,4,2303441.0,575860.25,upfit,commercial_upfit,inspections,0,False,0,71.09,very_high_activity
CFS-PARCEL-0149785996,149785996,56024048900000,STANLEY WORKS,BISCAYNE / TRINITY CHURCH,trusted,ultra_high,commercial_large,Kannapolis,,CD,unknown,high,jurisdiction_code_semantics_review,9,2007-09-01,2023-07-24,7,0,1,473248.0,157749.33333333334,other,commercial_upfit,issued,0,False,0,71.03,very_high_activity
CFS-PARCEL-0149735918,149735918,46807003990000,WESTWINDS CENTER LLC,AIRPORT,trusted,ultra_high,commercial_large,Concord,,I-2-CU,unknown,high,review_multi_jurisdiction,8,2004-03-01,2024-12-09,8,0,1,2193479.0,731159.6666666666,commercial_new_construction,commercial_addition,inspections,0,False,0,71.02,very_high_activity
CFS-PARCEL-0149808373,149808373,56211917880000,SURVEY FOR DISCOUNT TIRE,NE MEDICAL CENTER,trusted,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,7,2010-10-12,2023-02-07,4,0,4,2189600.0,364933.3333333333,other,commercial_sign,issued,0,False,0,71.02,very_high_activity
CFS-PARCEL-0149807133,149807133,56211853700000,CONCORD PARKWAY OUTPARCELS,NE MEDICAL CENTER,trusted,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,12,2014-01-13,2016-04-14,2,0,0,2172985.0,310426.4285714286,commercial_new_construction,,,0,False,0,71.01,very_high_activity
CFS-PARCEL-0149827638,149827638,56706948320000,MAX PARKER KIRK,MT PLEASANT OUTSIDE,trusted,medium,estate,Mt. Pleasant,Mt. Pleasant,RL,residential,high,safe_for_dashboard,8,2021-05-27,2024-08-07,3,0,4,414223.29,51777.91125,residential_manufactored_home,residential_mobile,closed,0,False,0,70.85,very_high_activity
CFS-PARCEL-0149761087,149761087,55163613160000,PLANTERS ROW,PLANTERS ROW,trusted,medium,residential_standard,Cabarrus County / Unincorporated,,LDR,residential,high,safe_for_dashboard,7,2015-02-02,2023-12-01,2,0,6,80900.0,11557.142857142857,addition_residential,residential_accessory_structure,inspections,0,False,0,70.72,very_high_activity
CFS-PARCEL-0149794499,149794499,56124764640000,BRIARCLIFF,BRIARCLIFF,trusted,medium,residential_standard,Kannapolis,,R4,residential,high,safe_for_dashboard,4,2021-08-17,2025-07-28,2,3,3,75174.0,18793.5,addition_residential,residential_repair,closed,0,False,0,70.63,very_high_activity
CFS-PARCEL-0149823721,149823721,56500093660000,,EAST 73 / 49,review,ultra_high,commercial_large,Concord,,PID,unknown,high,review_multi_jurisdiction,8,2010-03-05,2024-07-11,7,0,2,334000.0,55666.666666666664,upfit,commercial_upfit,closed,0,False,0,70.57,very_high_activity
CFS-PARCEL-0149743931,149743931,55058668810000,,BELLEGROVE,review,high,residential_standard,Cabarrus County / Unincorporated,,CR,residential,high,safe_for_dashboard,7,2007-01-01,2023-08-21,2,0,6,62800.0,10466.666666666666,addition_residential,residential_addition,closed,0,False,0,70.39,very_high_activity
CFS-PARCEL-0149726620,149726620,45892844160000,CHRISTENBURY VILLAGE B PHASE 2 MAP 1,CHRISTENBURY,trusted,high,residential_standard,Concord,,PUD,unknown,high,jurisdiction_code_semantics_review,4,2011-08-08,2025-11-17,2,3,3,60550.0,20183.333333333332,remodel,residential_repair,closed,0,False,0,70.35,very_high_activity
CFS-PARCEL-0149789259,149789259,56101725820000,CRESTVIEW,CRESTVIEW,trusted,high,residential_standard,Concord,,RM-2,residential,high,safe_for_dashboard,6,2012-09-27,2025-06-30,4,2,2,51992.0,10398.4,other,residential_repair,closed,0,False,0,70.15,very_high_activity
CFS-PARCEL-0149812218,149812218,56227791770000,COPPERFIELD SOUTHEAST,NORTHLIGHT,trusted,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,8,2013-12-31,2024-06-25,7,0,3,10500.0,3500.0,other,commercial_abc_store,inspections,0,False,0,70.06,very_high_activity
CFS-PARCEL-0149727550,149727550,45992845100000,RED APPLE/KINGS WAY BAPTIST,AIRPORT,trusted,luxury,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,9,2008-06-01,2021-07-23,7,0,0,12502505.0,2500501.0,other,,,0,False,0,70.0,very_high_activity
CFS-PARCEL-0149740689,149740689,46903539550000,,AIRPORT,review,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,8,2013-02-22,2024-03-07,5,0,2,6070295.0,1517573.75,other,commercial_addition,closed,0,False,0,70.0,very_high_activity
CFS-PARCEL-0149782505,149782505,55442997800000,,HWY 24 / 27,review,luxury,commercial_large,Midland,,C24/27,unknown,high,review_sliver_overlap,4,2021-12-14,2025-12-01,3,2,3,5256134.0,1314033.5,other,commercial_sign,inspections,0,False,0,70.0,very_high_activity
CFS-PARCEL-0149807353,149807353,56212645600000,WILMAR PARK,NE MEDICAL CENTER,review,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,5,2021-08-19,2025-05-02,4,1,4,968000.0,193600.0,other,commercial_sign,closed,5,True,0,69.96,very_high_activity
CFS-PARCEL-0149807354,149807354,56212645600000,WILMAR PARK,NE MEDICAL CENTER,review,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,5,2021-08-19,2025-05-02,4,1,4,968000.0,193600.0,other,commercial_sign,closed,5,True,0,69.96,very_high_activity
CFS-PARCEL-0149764154,149764154,55280312750000,NORTH CAROLINA RAILROAD COMPANY,STOUGH ROAD,trusted,ultra_high,commercial_large,Concord,,I-2,unknown,high,review_multi_jurisdiction,8,2020-04-14,2023-05-09,3,0,3,4421928.0,552741.0,upfit,commercial_upfit,issued,0,False,0,69.94,very_high_activity
CFS-PARCEL-0149815459,149815459,56240049960000,FRANKLIN HTS BAPTIST CH,NORTH CANNON BLVD,trusted,ultra_high,estate,Kannapolis,,GC,commercial,high,review_sliver_overlap,11,2012-12-06,2021-07-26,5,0,0,204850.0,22761.11111111111,other,,,0,False,0,69.93,very_high_activity
CFS-PARCEL-0149754387,149754387,55063300540000,ROCKY RIVER ROAD MAP 1,BROOKDALE AT PLAZA RD,trusted,ultra_high,commercial_large,Harrisburg,,GC,commercial,high,review_multi_jurisdiction,7,2013-07-29,2025-05-30,6,1,1,775000.0,155000.0,upfit,commercial_upfit,closed,0,False,0,69.67,very_high_activity
CFS-PARCEL-0149811659,149811659,56224356290000,CABARRUS EXECUTIVE PARK,OLD EARNHARDT,trusted,luxury,residential_standard,Concord,,I-1,unknown,high,jurisdiction_code_semantics_review,7,2016-02-18,2025-02-26,6,1,1,737600.0,122933.33333333333,other,commercial_upfit,closed,0,False,0,69.6,very_high_activity
CFS-PARCEL-0149726988,149726988,45895589380000,CENTER AT KINGS GRANT CROSSING II,CONCORD MILLS,trusted,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,10,2006-11-01,2021-05-26,7,0,0,150100.0,50033.333333333336,commercial_new_construction,,,0,False,0,69.53,very_high_activity
CFS-PARCEL-0149751017,149751017,46922860290000,SCHELLENBACH PROPERTY,LAKE HOWELL WATERSHED,trusted,luxury,estate,Cabarrus County / Unincorporated,,AO,agricultural,high,safe_for_dashboard,5,2013-05-01,2025-11-03,4,2,2,682503.0,170625.75,remodel,residential_repair,inspections,0,False,0,69.5,very_high_activity
CFS-PARCEL-0149812045,149812045,56225719020000,REALTICORP,NORTHLIGHT,trusted,luxury,residential_standard,Kannapolis,,GC,commercial,high,safe_for_dashboard,9,2015-04-17,2023-07-18,4,0,2,665579.0,83197.375,other,commercial_sign,issued,0,False,0,69.47,very_high_activity
CFS-PARCEL-0149783889,149783889,56012005780000,,GEORGE LILES PARKWAY,review,ultra_high,estate,Concord,,TND,unknown,high,jurisdiction_code_semantics_review,5,2007-05-01,2025-12-10,4,2,2,593723.0,197907.66666666666,other,commercial_sign,closed,5,True,0,69.32,very_high_activity
CFS-PARCEL-0149783890,149783890,56012005780000,,GEORGE LILES PARKWAY,review,ultra_high,estate,Concord,,TND,unknown,high,jurisdiction_code_semantics_review,5,2007-05-01,2025-12-10,4,2,2,593723.0,197907.66666666666,other,commercial_sign,closed,5,True,0,69.32,very_high_activity
CFS-PARCEL-0149727835,149727835,45996963280000,"WEDDINGTON RETAIL PARTNERS, LLC",AIRPORT,trusted,luxury,residential_standard,Concord,,C-2-CU,unknown,high,jurisdiction_code_semantics_review,8,2011-08-12,2023-10-11,6,0,2,553500.0,79071.42857142857,other,commercial_upfit,issued,0,False,0,69.23,very_high_activity
CFS-PARCEL-0149726553,149726553,45897489230000,,CONCORD MILLS,review,luxury,estate,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,9,2010-03-19,2021-04-15,7,0,0,2524444.0,504888.8,other,,,0,False,0,69.21,very_high_activity
CFS-PARCEL-0149806567,149806567,56209806290000,,DOWNTOWN CONCORD,review,low,residential_standard,Concord,,CC,commercial,high,safe_for_dashboard,4,2010-04-14,2025-07-30,2,3,3,24500.0,12250.0,commercial_new_construction,commercial_upfit,co_issued,0,False,0,69.17,very_high_activity
CFS-PARCEL-0149784187,149784187,56012731800000,NO SUBDIVISION,BISCAYNE / TRINITY CHURCH,review,luxury,estate,Kannapolis,,LI,industrial,high,review_sliver_overlap,11,2014-06-13,2023-06-26,2,0,1,513010.0,171003.33333333334,commercial_new_construction,commercial_sign,issued,0,False,0,69.13,very_high_activity
CFS-PARCEL-0149750790,149750790,55087356900000,LAWTON & EVELYN FURR LP,ROBERTA MILLS,trusted,luxury,commercial_large,Cabarrus County / Unincorporated,,MDR,residential,high,review_multi_jurisdiction,8,2013-10-30,2025-01-29,5,1,1,108800.0,21760.0,upfit,commercial_upfit,closed,0,False,0,69.11,very_high_activity
CFS-PARCEL-0149784244,149784244,56013514860000,,BISCAYNE / TRINITY CHURCH,review,luxury,estate,Kannapolis,,LI,industrial,high,review_multi_jurisdiction,6,2008-01-01,2025-09-09,6,1,3,21135.61,5283.9025,other,commercial_sign,closed,0,False,0,68.98,very_high_activity
CFS-PARCEL-0149793189,149793189,56119556430000,,CONCORD PARKWAY NORTH,review,ultra_high,estate,Concord,,RC,unknown,high,review_sliver_overlap,6,2015-02-09,2025-12-02,5,1,3,88525.0,14754.166666666668,other,commercial_repair,inspections,0,False,0,68.84,very_high_activity
CFS-PARCEL-0149746526,149746526,55063286730000,,BROOKDALE AT PLAZA RD,review,luxury,estate,Harrisburg,,OI,office,high,review_multi_jurisdiction,10,2012-10-08,2018-01-23,5,0,0,1782264.0,198029.33333333334,upfit,,,0,False,0,68.75,very_high_activity
CFS-PARCEL-0149781856,149781856,56001813430000,,GEORGE LILES PARKWAY,review,luxury,commercial_large,Concord,,PUD,unknown,high,review_sliver_overlap,8,2003-07-01,2024-04-04,4,0,3,380300.0,95075.0,other,commercial_upfit,closed,0,False,0,68.74,very_high_activity
CFS-PARCEL-0149821456,149821456,56343050420000,QUIKTRIP NO 1044,I-85 AT LANE STREET,trusted,ultra_high,estate,Kannapolis,,GC,commercial,high,safe_for_dashboard,4,2024-01-09,2025-12-17,2,2,4,377045.0,94261.25,upfit,commercial_upfit,closed,0,False,0,68.73,very_high_activity
CFS-PARCEL-0149728211,149728211,45996859460000,KINGS GRANT NE,AIRPORT,trusted,luxury,estate,Concord,,I-1,unknown,high,review_sliver_overlap,5,2015-12-22,2025-03-20,4,2,2,316081.0,79020.25,upfit,commercial_abc_store,closed,0,False,0,68.5,very_high_activity
CFS-PARCEL-0149747545,149747545,55070477830000,CALDWELL RD & UNIVERSITY CITY BLVD PROPERTY,HARRISBURG,trusted,luxury,residential_standard,Harrisburg,,GC,commercial,high,safe_for_dashboard,5,2012-02-22,2025-12-17,4,2,2,280386.0,70096.5,upfit,commercial_upfit,closed,0,False,0,68.34,very_high_activity
CFS-PARCEL-0149784179,149784179,56012589120000,The ParkerTrawick,BISCAYNE / TRINITY CHURCH,review,luxury,residential_standard,Kannapolis,,LI,industrial,high,safe_for_dashboard,8,2012-08-20,2024-09-18,8,0,1,268800.0,38400.0,upfit,commercial_addition,inspections,8,True,0,68.29,very_high_activity
CFS-PARCEL-0149784180,149784180,56012589120000,The ParkerTrawick,BISCAYNE / TRINITY CHURCH,review,luxury,residential_standard,Kannapolis,,LI,industrial,high,safe_for_dashboard,8,2012-08-20,2024-09-18,8,0,1,268800.0,38400.0,upfit,commercial_addition,inspections,8,True,0,68.29,very_high_activity
CFS-PARCEL-0149767170,149767170,55359278750000,,FLOWES STORE EAST,review,medium,estate,Cabarrus County / Unincorporated,,CR,residential,high,safe_for_dashboard,4,2023-03-06,2025-08-13,3,2,4,56293.0,14073.25,demolition,residential_demolition,closed,0,False,0,68.25,very_high_activity
CFS-PARCEL-0149727360,149727360,45991026210000,,CONCORD MILLS,review,ultra_high,commercial_large,Concord,,C-2,unknown,high,review_sliver_overlap,7,2005-04-01,2024-08-09,7,0,2,1178190.0,196365.0,commercial_new_construction,commercial_sign,closed,0,False,0,68.21,very_high_activity
CFS-PARCEL-0149784301,149784301,56015728890000,NO SUBDIVISION,BISCAYNE / TRINITY CHURCH,review,luxury,residential_standard,Kannapolis,,GC,commercial,medium,review_sliver_overlap,8,2013-02-06,2024-12-11,4,0,3,246650.0,49330.0,other,commercial_sign,void,8,True,0,68.18,very_high_activity
CFS-PARCEL-0149784339,149784339,56015728890000,NO SUBDIVISION,BISCAYNE / TRINITY CHURCH,review,luxury,residential_standard,Kannapolis,,GC,commercial,medium,review_sliver_overlap,8,2013-02-06,2024-12-11,4,0,3,246650.0,49330.0,other,commercial_sign,void,8,True,0,68.18,very_high_activity
CFS-PARCEL-0149811795,149811795,56227661930000,COPPERFIELD BLVD - 49.413 AC,NORTHLIGHT,trusted,luxury,estate,Concord,Concord,C-2,unknown,high,jurisdiction_code_semantics_review,3,2025-10-27,2025-12-19,1,3,3,1139456.0,379818.6666666667,other,commercial_wall,inspections,0,False,0,68.17,very_high_activity
CFS-PARCEL-0149756892,149756892,55079691640000,4025 NC HIGHWAY 49,HARRISBURG,trusted,luxury,estate,Harrisburg,,GC,commercial,high,safe_for_dashboard,7,2014-07-29,2025-09-04,6,1,1,229000.0,114500.0,other,commercial_abc_store,closed,0,False,0,68.08,very_high_activity
CFS-PARCEL-0149784359,149784359,56016087740000,INTERNATIONAL DRIVE AT POPLAR TENT ROAD,INTERNATIONAL BUSINESS PARK,trusted,ultra_high,commercial_large,Concord,,I-1,unknown,high,review_sliver_overlap,9,2012-07-09,2020-12-21,6,0,0,6469825.0,924260.7142857143,other,,,0,False,0,68.0,very_high_activity
CFS-PARCEL-0149736729,149736729,46809641010000,OAKMONT BUSINESS PARK,AIRPORT,review,ultra_high,estate,Concord,,I-1,unknown,high,jurisdiction_code_semantics_review,7,2015-07-23,2025-06-23,4,1,1,4834909.0,690701.2857142857,other,commercial_sign,closed,7,True,0,68.0,very_high_activity
CFS-PARCEL-0149736730,149736730,46809641010000,OAKMONT BUSINESS PARK,AIRPORT,review,ultra_high,estate,Concord,,I-1,unknown,high,jurisdiction_code_semantics_review,7,2015-07-23,2025-06-23,4,1,1,4834909.0,690701.2857142857,other,commercial_sign,closed,7,True,0,68.0,very_high_activity
CFS-PARCEL-0149756805,149756805,55078798490102,HTC III CONDO,HARRISBURG,review,luxury,residential_standard,Harrisburg,,PUD,mixed_use,high,safe_for_dashboard,9,2014-03-21,2024-04-17,6,0,1,208414.0,26051.75,other,commercial_repair,issued,0,False,0,67.96,very_high_activity
CFS-PARCEL-0149755575,149755575,55176928810000,NO SUBDIVISION,STOUGH ROAD,review,ultra_high,commercial_large,Harrisburg,,EC,industrial,high,review_sliver_overlap,8,2004-05-01,2024-12-27,6,0,2,209600.0,41920.0,other,commercial_upfit,inspections,0,False,0,67.96,very_high_activity
CFS-PARCEL-0149735573,149735573,45895775580000,OUT PARCEL #1 - WAL-MART PARCEL,CONCORD MILLS,trusted,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,5,2020-10-06,2025-10-23,3,2,2,845900.0,169180.0,other,commercial_repair,closed,0,False,0,67.78,very_high_activity
CFS-PARCEL-0149739283,149739283,46814784290000,CANNON RUN REVISED,CANNON RUN,trusted,low,residential_standard,Concord,,PUD,unknown,high,review_multi_jurisdiction,3,2025-02-19,2025-09-12,1,3,3,810668.0,270222.6666666667,other,commercial_wall,issued,0,False,0,67.73,very_high_activity
CFS-PARCEL-0149781893,149781893,56004902950000,,GEORGE LILES PARKWAY,review,luxury,residential_standard,Concord,,C-2,unknown,high,jurisdiction_code_semantics_review,9,2006-04-01,2023-11-21,6,0,1,160211.0,53403.666666666664,commercial_new_construction,commercial_upfit,issued,0,False,0,67.61,very_high_activity
CFS-PARCEL-0149766902,149766902,55343045870000,,BETHEL ELEMENTARY SCHOOL,review,luxury,estate,Cabarrus County / Unincorporated,,CR,residential,high,review_multi_jurisdiction,5,2013-08-16,2025-06-04,4,2,2,159700.0,39925.0,out_building,residential_accessory_structure,closed,0,False,0,67.61,very_high_activity
CFS-PARCEL-0149789586,149789586,56002778260000,POPLAR CROSSING PH 1 MAP 1,GEORGE LILES PARKWAY,trusted,ultra_high,estate,Concord,,O-I,unknown,low,review_low_confidence,6,2013-01-30,2025-06-20,5,1,2,705000.0,176250.0,other,commercial_sign,closed,0,False,0,67.54,very_high_activity
CFS-PARCEL-0149739853,149739853,46824337170000,,DEWEESE,review,medium,residential_standard,Cabarrus County / Unincorporated,,CR,residential,high,safe_for_dashboard,8,2016-09-30,2023-11-28,6,0,2,147300.0,18412.5,other,commercial_upfit,issued,0,False,0,67.5,very_high_activity
CFS-PARCEL-0149800506,149800506,56136290040000,,NORTH 29A,review,luxury,residential_standard,Kannapolis,,GC,commercial,high,safe_for_dashboard,6,2023-01-24,2023-01-24,1,0,6,540000.0,90000.0,new_construction,,,0,False,0,67.2,very_high_activity
