official_parcel_id,objectid_1,pin14,planning_jurisdiction_name,planning_boundary_type,boundary_name,jurisdiction_overlap_count,dominant_jurisdiction_overlap_pct,total_jurisdiction_overlap_pct,jurisdiction_assignment_confidence,has_multiple_jurisdictions,jurisdiction_join_status,parcel_quality_status,nbh_name,subdiv_name,parcel_area_acres_calc
CFS-PARCEL-0149819796,149819796,56309812100000,Concord,etj,City of Concord,1,0.000209,0.000209,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,1.037345
CFS-PARCEL-0149826163,149826163,56306497370000,Concord,etj,City of Concord,1,0.000211,0.000211,low,False,single_boundary_low_confidence,trusted,CRESTSIDE,MOUNTAINBROOK,1.399272
CFS-PARCEL-0149771349,149771349,55392269800000,Concord,etj,City of Concord,1,0.000213,0.000213,low,False,single_boundary_low_confidence,review,HWY 601 / 49,,17.728432
CFS-PARCEL-0149826255,149826255,56700605230000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.00022,0.00022,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.44593
CFS-PARCEL-0149818930,149818930,56308443770000,Concord,etj,City of Concord,1,0.000222,0.000222,low,False,single_boundary_low_confidence,review,SUMMIT DRIVE,,0.582509
CFS-PARCEL-0149826140,149826140,56617142060000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000224,0.000224,low,False,single_boundary_low_confidence,trusted,ST JOHNS CHURCH,REVISED JOHN & SARA ESTEP,4.461144
CFS-PARCEL-0149747964,149747964,55073524560000,Harrisburg,etj,Town of Harrisburg,1,0.000231,0.000231,low,False,single_boundary_low_confidence,review,HARRISBURG,,4.671738
CFS-PARCEL-0149820147,149820147,56316612700000,Concord,etj,City of Concord,1,0.000233,0.000233,low,False,single_boundary_low_confidence,review,BRANCHVIEW COMMERCIAL,,1.725117
CFS-PARCEL-0149746881,149746881,55070936060000,Harrisburg,etj,Town of Harrisburg,1,0.000235,0.000235,low,False,single_boundary_low_confidence,trusted,TIMBER FOREST,TIMBER FOREST,0.665173
CFS-PARCEL-0149828290,149828290,56608525900000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000235,0.000235,low,False,single_boundary_low_confidence,trusted,MT PLEASANT COMMERCIAL,MT PLEASANT NC FD LLC,0.903077
CFS-PARCEL-0149819852,149819852,56309831260000,Concord,etj,City of Concord,1,0.000236,0.000236,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,1.420491
CFS-PARCEL-0149819769,149819769,56309750110000,Concord,etj,City of Concord,1,0.000238,0.000238,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.650733
CFS-PARCEL-0149824915,149824915,56608515310000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.00024,0.00024,low,False,single_boundary_low_confidence,trusted,MT PLEASANT COMMERCIAL,MT PLEASANT NC FD LLC,0.606396
CFS-PARCEL-0149826464,149826464,56308806020000,Concord,etj,City of Concord,1,0.00025,0.00025,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.760003
CFS-PARCEL-0149755218,149755218,55173288310000,Harrisburg,etj,Town of Harrisburg,1,0.000257,0.000257,low,False,single_boundary_low_confidence,trusted,HARMONY,HARMONY PH1A,0.518163
CFS-PARCEL-0149819864,149819864,56309461020000,Concord,etj,City of Concord,1,0.000257,0.000257,low,False,single_boundary_low_confidence,trusted,RAMA WOODS,RAMA WOODS,0.351215
CFS-PARCEL-0149819504,149819504,56307327330000,Concord,etj,City of Concord,1,0.00026,0.00026,low,False,single_boundary_low_confidence,review,EASTCLIFF,,0.683417
CFS-PARCEL-0149827121,149827121,56704392100000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000269,0.000269,low,False,single_boundary_low_confidence,review,MT PLEASANT EAST,,0.590816
CFS-PARCEL-0149745258,149745258,55060956480000,Harrisburg,etj,Town of Harrisburg,1,0.00027,0.00027,low,False,single_boundary_low_confidence,trusted,HUNTWICK,HUNTWICK,1.079293
CFS-PARCEL-0149780906,149780906,55794793060000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000283,0.000283,low,False,single_boundary_low_confidence,trusted,OLDENBURG,OLDENBURG,0.66654
CFS-PARCEL-0149818956,149818956,56308816150000,Concord,etj,City of Concord,1,0.000283,0.000283,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.719638
CFS-PARCEL-0149826736,149826736,56702030460000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000298,0.000298,low,False,single_boundary_low_confidence,trusted,OLDENBURG,OLDENBURG,0.48423
CFS-PARCEL-0149819615,149819615,56317593650000,Concord,etj,City of Concord,1,0.000314,0.000314,low,False,single_boundary_low_confidence,review,NEW GILEAD,,13.868021
CFS-PARCEL-0149819760,149819760,56309649050000,Concord,etj,City of Concord,1,0.000334,0.000334,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.463125
CFS-PARCEL-0149776054,149776054,55492837250000,Concord,etj,City of Concord,1,0.000336,0.000336,low,False,single_boundary_low_confidence,trusted,BEDFORD FARMS,BEDFORD FARMS PH4,6.193962
CFS-PARCEL-0149750093,149750093,55085006780000,Harrisburg,etj,Town of Harrisburg,1,0.000382,0.000382,low,False,single_boundary_low_confidence,trusted,ROCKY RIVER CROSSING,ROCKY RIVER CROSSING,0.359732
CFS-PARCEL-0149736002,149736002,45987164350000,Harrisburg,etj,Town of Harrisburg,1,0.000384,0.000384,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,,52.738117
CFS-PARCEL-0149736003,149736003,45987164350000,Harrisburg,etj,Town of Harrisburg,1,0.000384,0.000384,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,,52.738117
CFS-PARCEL-0149727315,149727315,45986213580000,Harrisburg,etj,Town of Harrisburg,1,0.000385,0.000385,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,,20.937501
CFS-PARCEL-0149819401,149819401,56306435480000,Concord,etj,City of Concord,1,0.000395,0.000395,low,False,single_boundary_low_confidence,trusted,CRESTSIDE,MOUNTAINBROOK,0.541037
CFS-PARCEL-0149818952,149818952,56308884890000,Concord,etj,City of Concord,1,0.000401,0.000401,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.683435
CFS-PARCEL-0149826392,149826392,56308532450000,Concord,etj,City of Concord,1,0.000412,0.000412,low,False,single_boundary_low_confidence,trusted,BRAMBLE WOODS,BRAMBLEWOODS,4.585846
CFS-PARCEL-0149749327,149749327,55080011960000,Harrisburg,etj,Town of Harrisburg,1,0.000419,0.000419,low,False,single_boundary_low_confidence,trusted,TIMBER FOREST,TIMBER FOREST,1.029911
CFS-PARCEL-0149826524,149826524,56309471040000,Concord,etj,City of Concord,1,0.000421,0.000421,low,False,single_boundary_low_confidence,trusted,RAMA WOODS,RAMA WOODS,0.402743
CFS-PARCEL-0149826467,149826467,56308867250000,Concord,etj,City of Concord,1,0.000438,0.000438,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.553571
CFS-PARCEL-0149826391,149826391,56308518180000,Concord,etj,City of Concord,1,0.000443,0.000443,low,False,single_boundary_low_confidence,trusted,PRESERVE AT COLDWATER CREEK,the preserve,3.749765
CFS-PARCEL-0149819453,149819453,56307318210000,Concord,etj,City of Concord,1,0.000463,0.000463,low,False,single_boundary_low_confidence,review,EASTCLIFF,,1.192684
CFS-PARCEL-0149826465,149826465,56308826390000,Concord,etj,City of Concord,1,0.000469,0.000469,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.682365
CFS-PARCEL-0149819024,149819024,56309439050000,Concord,etj,City of Concord,1,0.000481,0.000481,low,False,single_boundary_low_confidence,trusted,RAMA WOODS,RAMA WOODS,0.464249
CFS-PARCEL-0149747531,149747531,55070061840000,Harrisburg,etj,Town of Harrisburg,1,0.000489,0.000489,low,False,single_boundary_low_confidence,review,COVENTRY,,0.37462
CFS-PARCEL-0149749606,149749606,55082246090000,Harrisburg,etj,Town of Harrisburg,1,0.000502,0.000502,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,,155.019551
CFS-PARCEL-0149749607,149749607,55082246090000,Harrisburg,etj,Town of Harrisburg,1,0.000502,0.000502,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,,155.019551
CFS-PARCEL-0149819866,149819866,56309628990000,Concord,etj,City of Concord,1,0.000505,0.000505,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.514225
CFS-PARCEL-0149828623,149828623,56800275280000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.00051,0.00051,low,False,single_boundary_low_confidence,review,HAHN SCOTT RD,,19.588605
CFS-PARCEL-0149750637,149750637,55088290320000,Harrisburg,etj,Town of Harrisburg,1,0.000528,0.000528,low,False,single_boundary_low_confidence,trusted,YATES MEADOW,YATES MEADOW SUBDIVISION P/O PHASE III,0.327255
CFS-PARCEL-0149819805,149819805,56308877260000,Concord,etj,City of Concord,1,0.000531,0.000531,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.452594
CFS-PARCEL-0149796741,149796741,56047259060000,Kannapolis,etj,City of Kannapolis,1,0.000538,0.000538,low,False,single_boundary_low_confidence,trusted,PRIVATE ACRES,PRIVATE ACRES,0.522055
CFS-PARCEL-0149828098,149828098,56719056290000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000555,0.000555,low,False,single_boundary_low_confidence,review,LENTZ HARNESS SHOP RD,,35.875045
CFS-PARCEL-0149819759,149819759,56309618830000,Concord,etj,City of Concord,1,0.000557,0.000557,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.530677
CFS-PARCEL-0149750698,149750698,55080053040000,Harrisburg,etj,Town of Harrisburg,1,0.000566,0.000566,low,False,single_boundary_low_confidence,trusted,TIMBER FOREST,TIMBER FOREST,0.518977
CFS-PARCEL-0149819878,149819878,56310469030000,Concord,etj,City of Concord,1,0.000595,0.000595,low,False,single_boundary_low_confidence,review,OVERBROOK,,2.173485
CFS-PARCEL-0149749392,149749392,55078169250000,Harrisburg,etj,Town of Harrisburg,1,0.0006,0.0006,low,False,single_boundary_low_confidence,review,HARRISBURG SOUTH,,3.15917
CFS-PARCEL-0149819456,149819456,56307409110000,Concord,etj,City of Concord,1,0.000614,0.000614,low,False,single_boundary_low_confidence,trusted,CRESTSIDE,MOUNTAINBROOK,0.604673
CFS-PARCEL-0149819851,149819851,56309766480000,Concord,etj,City of Concord,1,0.000644,0.000644,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.745111
CFS-PARCEL-0149748797,149748797,55077333460000,Harrisburg,etj,Town of Harrisburg,1,0.000648,0.000648,low,False,single_boundary_low_confidence,review,HARRISBURG SOUTH,,2.811792
CFS-PARCEL-0149796724,149796724,56047239560000,Kannapolis,etj,City of Kannapolis,1,0.00068,0.00068,low,False,single_boundary_low_confidence,trusted,PRIVATE ACRES,PRIVATE ACRES,1.072276
CFS-PARCEL-0149746459,149746459,55067942830000,Harrisburg,etj,Town of Harrisburg,1,0.000685,0.000685,low,False,single_boundary_low_confidence,trusted,CHURCHILL FARMS,CHURCHILL FARMS PH2,25.549285
CFS-PARCEL-0149779788,149779788,55696851510000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000696,0.000696,low,False,single_boundary_low_confidence,trusted,MT PLEASANT HIGH SCHOOL,FINK SCHOOL SUBD,7.40351
CFS-PARCEL-0149749419,149749419,55078490610000,Harrisburg,etj,Town of Harrisburg,1,0.000698,0.000698,low,False,single_boundary_low_confidence,review,HARRISBURG SOUTH,NO SUBDIVISION,0.995389
CFS-PARCEL-0149725396,149725396,244 011,Kannapolis,etj,City of Kannapolis,1,0.000727,0.000727,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,130.456884
CFS-PARCEL-0149748074,149748074,55075224440000,Harrisburg,etj,Town of Harrisburg,1,0.000779,0.000779,low,False,single_boundary_low_confidence,trusted,WINDSOR FOREST,WINDSOR FOREST,0.466598
CFS-PARCEL-0149755129,149755129,55172373710000,Harrisburg,etj,Town of Harrisburg,1,0.000799,0.000799,low,False,single_boundary_low_confidence,trusted,HARMONY,HARMONY PH1A,0.178219
CFS-PARCEL-0149750702,149750702,55081097760000,Harrisburg,etj,Town of Harrisburg,1,0.000833,0.000833,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,,7.987109
CFS-PARCEL-0149826854,149826854,56322086670000,Concord,etj,City of Concord,1,0.00091,0.00091,low,False,single_boundary_low_confidence,review,CENTERGROVE,NO SUBDIVISION,138.635527
CFS-PARCEL-0149826855,149826855,56322086670000,Concord,etj,City of Concord,1,0.00091,0.00091,low,False,single_boundary_low_confidence,review,CENTERGROVE,NO SUBDIVISION,138.635527
CFS-PARCEL-0149828634,149828634,56800438780000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.000939,0.000939,low,False,single_boundary_low_confidence,review,PRUITT FARMS,,11.487625
CFS-PARCEL-0149819479,149819479,56306446580000,Concord,etj,City of Concord,1,0.000955,0.000955,low,False,single_boundary_low_confidence,trusted,CRESTSIDE,MOUNTAINBROOK,0.498835
CFS-PARCEL-0149721443,149721443,145 0640000001,Kannapolis,etj,City of Kannapolis,1,0.000976,0.000976,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,0.953993
CFS-PARCEL-0149818957,149818957,56308837620000,Concord,etj,City of Concord,1,0.000977,0.000977,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.615366
CFS-PARCEL-0149821754,149821754,56400438530000,Concord,etj,City of Concord,1,0.00098,0.00098,low,False,single_boundary_low_confidence,trusted,RAMA WOODS,RAMA WOODS,0.519914
CFS-PARCEL-0149727303,149727303,45979433280000,Harrisburg,etj,Town of Harrisburg,1,0.001027,0.001027,low,False,single_boundary_low_confidence,review,HARRISBURG,,6.656573
CFS-PARCEL-0149819825,149819825,56309607680000,Concord,etj,City of Concord,1,0.00103,0.00103,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,1.506379
CFS-PARCEL-0149826466,149826466,56308847940000,Concord,etj,City of Concord,1,0.001087,0.001087,low,False,single_boundary_low_confidence,trusted,MOUNTAINBROOK II,MOUNTAINBROOK II,0.64813
CFS-PARCEL-0149819756,149819756,56309418120000,Concord,etj,City of Concord,1,0.001088,0.001088,low,False,single_boundary_low_confidence,trusted,RAMA WOODS,RAMA WOODS,0.637512
CFS-PARCEL-0149745079,149745079,55060817970000,Harrisburg,etj,Town of Harrisburg,1,0.001104,0.001104,low,False,single_boundary_low_confidence,review,HARRISBURG SOUTH,,2.031109
CFS-PARCEL-0149721606,149721606,145 1220000001,Kannapolis,etj,City of Kannapolis,1,0.001119,0.001119,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,1.589114
CFS-PARCEL-0149761356,149761356,55170152360000,Harrisburg,etj,Town of Harrisburg,1,0.001136,0.001136,low,False,single_boundary_low_confidence,review,HARRISBURG,,63.423761
CFS-PARCEL-0149727305,149727305,45979447960000,Harrisburg,etj,Town of Harrisburg,1,0.001147,0.001147,low,False,single_boundary_low_confidence,review,HARRISBURG CITY NORTH,,9.916349
CFS-PARCEL-0149819213,149819213,56309428190000,Concord,etj,City of Concord,1,0.001182,0.001182,low,False,single_boundary_low_confidence,trusted,RAMA WOODS,RAMA WOODS,0.458656
CFS-PARCEL-0149727036,149727036,45978406690000,Harrisburg,etj,Town of Harrisburg,1,0.001199,0.001199,low,False,single_boundary_low_confidence,review,HARRISBURG CITY NORTH,,3.230866
CFS-PARCEL-0149720492,149720492,145 02220000001,Kannapolis,etj,City of Kannapolis,1,0.00124,0.00124,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,1.581943
CFS-PARCEL-0149745709,149745709,55065978800000,Harrisburg,etj,Town of Harrisburg,1,0.001269,0.001269,low,False,single_boundary_low_confidence,trusted,COURTYARDS ON ROBINSON CHURCH,COURTYARDS ON ROBINSON CHURCH,6.442113
CFS-PARCEL-0149754280,149754280,55061902870000,Harrisburg,etj,Town of Harrisburg,1,0.001269,0.001269,low,False,single_boundary_low_confidence,trusted,HUNTWICK,HUNTWICK,1.021586
CFS-PARCEL-0149721825,149721825,145A136,Kannapolis,etj,City of Kannapolis,1,0.001277,0.001277,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,2.196607
CFS-PARCEL-0149757046,149757046,55085029970000,Harrisburg,etj,Town of Harrisburg,1,0.001284,0.001284,low,False,single_boundary_low_confidence,trusted,ROCKY RIVER CROSSING,ROCKY RIVER CROSSING,0.405079
CFS-PARCEL-0149756887,149756887,55079467830000,Harrisburg,etj,Town of Harrisburg,1,0.00129,0.00129,low,False,single_boundary_low_confidence,review,HARRISBURG SOUTH,,8.618687
CFS-PARCEL-0149828450,149828450,56700324470000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.001301,0.001301,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,5.259307
CFS-PARCEL-0149828589,149828589,56800200080000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.001321,0.001321,low,False,single_boundary_low_confidence,review,HAHN SCOTT RD,,3.598851
CFS-PARCEL-0149780679,149780679,55795671650000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.00135,0.00135,low,False,single_boundary_low_confidence,trusted,HAHN SCOTT RD,TROUTMAN LAND INVESTMENTS INC,13.221058
CFS-PARCEL-0149781022,149781022,55793925230000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.001357,0.001357,low,False,single_boundary_low_confidence,trusted,OLDENBURG,OLDENBURG,1.367914
CFS-PARCEL-0149820138,149820138,56318010500000,Concord,etj,City of Concord,1,0.001401,0.001401,low,False,single_boundary_low_confidence,review,EAST 73 / 49,,0.24671
CFS-PARCEL-0149811660,149811660,56224369610000,Concord,etj,City of Concord,1,0.001544,0.001544,low,False,single_boundary_low_confidence,trusted,OLD EARNHARDT,CABARRUS EXECUTIVE PARK,2.689263
CFS-PARCEL-0149746670,149746670,55071603940000,Harrisburg,etj,Town of Harrisburg,1,0.001549,0.001549,low,False,single_boundary_low_confidence,trusted,VALHALLA,VALHALLA,0.460417
CFS-PARCEL-0149826305,149826305,56700635070000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.001576,0.001576,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.419694
CFS-PARCEL-0149819612,149819612,56308876880000,Concord,etj,City of Concord,1,0.001595,0.001595,low,False,single_boundary_low_confidence,review,MOUNTAINBROOK II,MOUNTAINBROOK II,0.006664
CFS-PARCEL-0149747718,149747718,55074342350000,Harrisburg,etj,Town of Harrisburg,1,0.001653,0.001653,low,False,single_boundary_low_confidence,trusted,WINDSOR FOREST,WINDSOR FOREST,4.745818
CFS-PARCEL-0149747572,149747572,55071428660000,Harrisburg,etj,Town of Harrisburg,1,0.001708,0.001708,low,False,single_boundary_low_confidence,review,HARRISBURG,,4.041221
CFS-PARCEL-0149826850,149826850,56321250250000,Concord,etj,City of Concord,1,0.001755,0.001755,low,False,single_boundary_low_confidence,trusted,CENTERGROVE,DIVISION OF 14.208 AC,2.359639
CFS-PARCEL-0149819898,149819898,56311455500000,Concord,etj,City of Concord,1,0.001788,0.001788,low,False,single_boundary_low_confidence,trusted,CORDERA,CORDERA,0.494141
CFS-PARCEL-0149756343,149756343,55076368850000,Harrisburg,etj,Town of Harrisburg,1,0.001843,0.001843,low,False,single_boundary_low_confidence,review,HARRISBURG,,3.01769
CFS-PARCEL-0149725625,149725625,249C094,Kannapolis,etj,City of Kannapolis,1,0.001889,0.001889,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,300.070552
CFS-PARCEL-0149757522,149757522,55183101630000,Harrisburg,etj,Town of Harrisburg,1,0.001891,0.001891,low,False,single_boundary_low_confidence,trusted,ALLBURN,ALLBURN,0.46028
CFS-PARCEL-0149746776,149746776,55072809350000,Harrisburg,etj,Town of Harrisburg,1,0.002021,0.002021,low,False,single_boundary_low_confidence,trusted,TIMBER FOREST,TIMBER FOREST,0.635768
CFS-PARCEL-0149745136,149745136,55063969360000,Harrisburg,etj,Town of Harrisburg,1,0.002043,0.002043,low,False,single_boundary_low_confidence,trusted,CAMELOT,CAMELOT,0.607642
CFS-PARCEL-0149826712,149826712,56701614400000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002046,0.002046,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,9.484928
CFS-PARCEL-0149827422,149827422,56709620700000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002067,0.002067,low,False,single_boundary_low_confidence,review,LENTZ HARNESS SHOP RD,,7.051444
CFS-PARCEL-0149780687,149780687,55794891680000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002069,0.002069,low,False,single_boundary_low_confidence,trusted,OLDENBURG,OLDENBURG,0.780761
CFS-PARCEL-0149720720,149720720,140B182,Kannapolis,etj,City of Kannapolis,1,0.00211,0.00211,low,False,single_boundary_low_confidence,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,0.907665
CFS-PARCEL-0149826532,149826532,56700443330000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002222,0.002222,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.842209
CFS-PARCEL-0149745081,149745081,55060898510000,Harrisburg,etj,Town of Harrisburg,1,0.002223,0.002223,low,False,single_boundary_low_confidence,trusted,HUNTWICK,HUNTWICK,1.100892
CFS-PARCEL-0149781131,149781131,55794970500000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002227,0.002227,low,False,single_boundary_low_confidence,trusted,OLDENBURG,OLDENBURG,1.019639
CFS-PARCEL-0149744126,149744126,55060907600000,Harrisburg,etj,Town of Harrisburg,1,0.002286,0.002286,low,False,single_boundary_low_confidence,trusted,COVENTRY,COVENTRY,0.33915
CFS-PARCEL-0149825298,149825298,56609683960000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002294,0.002294,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.434676
CFS-PARCEL-0149755112,149755112,55172145850000,Harrisburg,etj,Town of Harrisburg,1,0.002356,0.002356,low,False,single_boundary_low_confidence,review,HARRISBURG,,81.777087
CFS-PARCEL-0149824964,149824964,56609661910000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.0024,0.0024,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.425896
CFS-PARCEL-0149746672,149746672,55071627130000,Harrisburg,etj,Town of Harrisburg,1,0.002421,0.002421,low,False,single_boundary_low_confidence,trusted,VALHALLA,VALHALLA,0.916325
CFS-PARCEL-0149754692,149754692,55172353290000,Harrisburg,etj,Town of Harrisburg,1,0.002445,0.002445,low,False,single_boundary_low_confidence,trusted,HARRISBURG SOUTH,R/W DEDICATION & ESMNT PLAT HARMONY SUBDIV,1.28109
CFS-PARCEL-0149748057,149748057,55075204860000,Harrisburg,etj,Town of Harrisburg,1,0.002548,0.002548,low,False,single_boundary_low_confidence,trusted,WINDSOR FOREST,WINDSOR FOREST,2.310277
CFS-PARCEL-0149788598,149788598,55795719070000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002617,0.002617,low,False,single_boundary_low_confidence,trusted,OLDENBURG,OLDENBURG,1.477818
CFS-PARCEL-0149748556,149748556,55075128200000,Harrisburg,etj,Town of Harrisburg,1,0.002649,0.002649,low,False,single_boundary_low_confidence,trusted,WINDSOR FOREST,WINDSOR FOREST,0.480445
CFS-PARCEL-0149749328,149749328,55080083010000,Harrisburg,etj,Town of Harrisburg,1,0.002682,0.002682,low,False,single_boundary_low_confidence,trusted,TIMBER FOREST,TIMBER FOREST,0.880387
CFS-PARCEL-0149779930,149779930,55697633240000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.00279,0.00279,low,False,single_boundary_low_confidence,trusted,MT PLEASANT HIGH SCHOOL,FINK SCHOOL SUBD,7.55111
CFS-PARCEL-0149749732,149749732,55081144640000,Harrisburg,etj,Town of Harrisburg,1,0.002811,0.002811,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,MOREHEAD RD BOUNDARY,4.534453
CFS-PARCEL-0149749733,149749733,55081144640000,Harrisburg,etj,Town of Harrisburg,1,0.002811,0.002811,low,False,single_boundary_low_confidence,review,CHARLOTTE MOTOR SPEEDWAY,MOREHEAD RD BOUNDARY,4.534453
CFS-PARCEL-0149828299,149828299,56609672620000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002817,0.002817,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.458163
CFS-PARCEL-0149826361,149826361,56700628440000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002836,0.002836,low,False,single_boundary_low_confidence,trusted,MT PLEASANT OUTSIDE,EAGLE HEIGHTS,0.501313
CFS-PARCEL-0149826771,149826771,56703087180000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002857,0.002857,low,False,single_boundary_low_confidence,review,MT PLEASANT SOUTH,,12.07238
CFS-PARCEL-0149828099,149828099,56719156790000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002932,0.002932,low,False,single_boundary_low_confidence,review,MT PLEASANT OUTSIDE,,37.321301
CFS-PARCEL-0149746668,149746668,55071403860000,Harrisburg,etj,Town of Harrisburg,1,0.002935,0.002935,low,False,single_boundary_low_confidence,trusted,HARRISBURG,MIDLAND LEASING,8.662115
CFS-PARCEL-0149756336,149756336,55180333560000,Harrisburg,etj,Town of Harrisburg,1,0.002937,0.002937,low,False,single_boundary_low_confidence,trusted,YATES MEADOW,YATES MEADOW,0.539616
CFS-PARCEL-0149826246,149826246,56609671270000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.002946,0.002946,low,False,single_boundary_low_confidence,review,MT PLEASANT NORTH,,0.109756
CFS-PARCEL-0149726922,149726922,45979513820000,Harrisburg,etj,Town of Harrisburg,1,0.002953,0.002953,low,False,single_boundary_low_confidence,trusted,BENTLEY HILLS,ELDORADO HILLS,0.651272
CFS-PARCEL-0149761819,149761819,55171713120000,Harrisburg,etj,Town of Harrisburg,1,0.003173,0.003173,low,False,single_boundary_low_confidence,trusted,HARRISBURG,HERITAGE COMMONS,1.689732
CFS-PARCEL-0149827516,149827516,56705212930000,Mt. Pleasant,etj,Town of Mt. Pleasant,1,0.003222,0.003222,low,False,single_boundary_low_confidence,review,MT PLEASANT COMMERCIAL,,1.970033
CFS-PARCEL-0149820025,149820025,56311483140000,Concord,etj,City of Concord,1,0.003269,0.003269,low,False,single_boundary_low_confidence,trusted,OVERBROOK,HOLLINGSWORTH,1.735444
CFS-PARCEL-0149811936,149811936,56228065380000,Concord,etj,City of Concord,1,0.003276,0.003276,low,False,single_boundary_low_confidence,review,BRIDLEWOOD PLACE,,5.820677
CFS-PARCEL-0149750740,149750740,55084064620000,Harrisburg,etj,Town of Harrisburg,1,0.003304,0.003304,low,False,single_boundary_low_confidence,trusted,ROCKY RIVER CROSSING,ROCKY RIVER CROSSING,0.486024
