official_parcel_id,objectid_1,pin14,parcel_quality_status,nbh_name,subdiv_name,zoning_jurisdiction_name,planning_jurisdiction_name,planning_boundary_type,dominant_zoning_code_raw,dominant_zoning_general_normalized,dominant_zoning_label_normalized,zoning_overlap_count,zoning_jurisdiction_overlap_count,dominant_overlap_pct,total_zoning_overlap_pct,second_zoning_jurisdiction_name,second_zoning_code_raw,second_overlap_pct,top_two_overlap_pct_gap,zoning_assignment_confidence,zoning_join_status,has_multiple_zoning,has_multiple_zoning_jurisdictions,tiny_sliver_overlap_count,parcel_area_acres_calc
CFS-PARCEL-0149737831,149737831,46717421890000,trusted,BROOKVUE,BROOKVUE PH 1 MAP 1,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.677193,1.0,Concord,RM-2-CD,0.322807,0.354386,low,multi_zone_low_confidence,True,False,0,0.207455
CFS-PARCEL-0149816302,149816302,56241122120000,review,NORTH CANNON BLVD,,Kannapolis,,,GC,commercial,GC,1,1,0.677298,0.677298,,,,,low,single_zone_low_confidence,False,False,0,0.0
CFS-PARCEL-0149774518,149774518,55458000690000,trusted,HWY 24 / 27,MARSHALL S THOMPSON,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,1,0.677414,0.999984,Cabarrus County / Unincorporated,LC,0.32257,0.354845,low,multi_zone_low_confidence,True,False,0,4.077008
CFS-PARCEL-0149742770,149742770,46945394240000,review,TUCKASEEGEE RD,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,1,1,0.677657,0.677657,,,,,low,single_zone_low_confidence,False,False,0,4.008633
CFS-PARCEL-0149814449,149814449,56236537090000,trusted,MALLARD POINTE,MALLARD PINTE ESTATES MAP 12,Kannapolis,,,R4,residential,R4,2,1,0.677694,0.982338,Kannapolis,R4,0.304644,0.37305,low,multi_zone_low_confidence,True,False,0,0.980253
CFS-PARCEL-0149741184,149741184,46910407660000,trusted,LAKE HOWELL WATERSHED,BOUNDARY SURVEY BARRY & ALLYSON AYERS,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.678224,1.0,Cabarrus County / Unincorporated,CR,0.321776,0.356448,low,multi_zone_low_confidence,True,False,0,0.400059
CFS-PARCEL-0149728567,149728567,46704717690000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.678465,0.678465,,,,,low,single_zone_low_confidence,False,False,0,0.522047
CFS-PARCEL-0149756331,149756331,55179408470000,trusted,CANTERFIELD ESTATES,CANTERFIELD ESTATES,Harrisburg,,,RL,residential,RL,2,1,0.678726,1.0,Harrisburg,OI,0.321274,0.357453,low,multi_zone_low_confidence,True,False,0,0.264257
CFS-PARCEL-0149800871,149800871,56138090030000,trusted,MIDWAY EAST,PICKWICK,Kannapolis,,,R4,residential,R4,2,1,0.679051,0.999294,Kannapolis,R4,0.320243,0.358807,low,multi_zone_low_confidence,True,False,0,0.953354
CFS-PARCEL-0149749415,149749415,55079104810000,review,HARRISBURG SOUTH,,Harrisburg,Harrisburg,etj,RE,residential,RE,2,1,0.679618,0.997647,Harrisburg,RM,0.318029,0.361589,low,multi_zone_low_confidence,True,False,0,2.57889
CFS-PARCEL-0149773972,149773972,55449205880000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,5,2,0.680046,0.998022,Midland,SFR,0.317973,0.362073,low,multi_jurisdiction_low_confidence,True,True,3,3.788176
CFS-PARCEL-0149772492,149772492,55396246490000,trusted,PARK PLACE,PARK PLACE,Concord,,,R-CO,residential,R-CO,2,1,0.680488,1.0,Concord,RM-2,0.319512,0.360976,low,multi_zone_low_confidence,True,False,0,0.115635
CFS-PARCEL-0149747905,149747905,55075029830000,review,HARRISBURG SOUTH,,Harrisburg,,,RE,residential,RE,2,1,0.6809,0.999154,Harrisburg,RM,0.318254,0.362646,low,multi_zone_low_confidence,True,False,0,0.96672
CFS-PARCEL-0149795755,149795755,56128282840000,review,SOUTH 29A,NO SUBDIVISION,Concord,,,C-2,unknown,C-2,3,2,0.681437,0.991336,Kannapolis,GC,0.3099,0.371537,low,multi_jurisdiction_low_confidence,True,True,1,0.790275
CFS-PARCEL-0149776618,149776618,55550999610000,review,FLOWES STORE EAST,,Midland,,,AG,agricultural,AG,2,1,0.681698,1.0,Midland,AG,0.318302,0.363396,low,multi_zone_low_confidence,True,False,0,10.625158
CFS-PARCEL-0149728575,149728575,45992056860000,trusted,CONCORD MILLS,HSREI LLC AT AMC,Concord,,,I-2-CD,unknown,I-2-CD,2,1,0.682295,1.0,Concord,C-2,0.317705,0.364591,low,multi_zone_low_confidence,True,False,0,2.97756
CFS-PARCEL-0149820657,149820657,56228509330000,trusted,NORTHLIGHT,COPPERFIELD INC.,Concord,,,C-2,unknown,C-2,4,1,0.68235,1.0,Concord,C-2,0.317651,0.364699,low,multi_zone_low_confidence,True,False,2,10.087849
CFS-PARCEL-0149755459,149755459,55173399140000,trusted,HARMONY,HARMONY PH2,Harrisburg,,,CZ-RH,residential,CZ-RH,2,1,0.682903,1.0,Harrisburg,CZ-RM,0.317097,0.365806,low,multi_zone_low_confidence,True,False,0,0.176347
CFS-PARCEL-0149819921,149819921,56311839410000,review,OVERBROOK,,Concord,Concord,etj,RM-1,residential,RM-1,3,2,0.682981,1.0,Concord,RM-1,0.317018,0.365964,low,multi_jurisdiction_low_confidence,True,True,1,15.425469
CFS-PARCEL-0149776387,149776387,55541686560000,trusted,HWY 24 / 27,MILES EDWARD LITTLE & JAMES ANTHONY LITTLE,Midland,,,C601,unknown,C601,2,1,0.683659,0.999949,Midland,SFR,0.316291,0.367368,low,multi_zone_low_confidence,True,False,0,15.921038
CFS-PARCEL-0149731841,149731841,46717467470000,trusted,BROOKVUE,BROOKVUE PH 2 MAP 1,Concord,,,RM-2-CD,residential,RM-2-CD,2,1,0.683754,1.0,Concord,RM-2-CU,0.316246,0.367508,low,multi_zone_low_confidence,True,False,0,0.18464
CFS-PARCEL-0149723652,149723652,154I156,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,PD,residential,PD,2,1,0.684353,1.0,Kannapolis,PD,0.315647,0.368706,low,multi_zone_low_confidence,True,False,0,0.115731
CFS-PARCEL-0149812732,149812732,56231047230000,trusted,SOUTH CANNON BLVD,CARTERVILLE BLK 1,Kannapolis,,,GC,commercial,GC,3,1,0.684504,0.99999,Kannapolis,GC,0.315486,0.369018,low,multi_zone_low_confidence,True,False,1,1.180812
CFS-PARCEL-0149729769,149729769,46705936780000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.684791,0.684791,,,,,low,single_zone_low_confidence,False,False,0,0.258173
CFS-PARCEL-0149725346,149725346,161 104,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R8,residential,R8,3,1,0.685239,1.0,Kannapolis,R4,0.31476,0.370478,low,multi_zone_low_confidence,True,False,1,2.510032
CFS-PARCEL-0149725036,149725036,159 322,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,GC,commercial,GC,2,1,0.685516,0.999981,Kannapolis,GC,0.314465,0.371052,low,multi_zone_low_confidence,True,False,0,0.212217
CFS-PARCEL-0149764464,149764464,55283970040000,trusted,JACKSON HEIGHTS,EUGENE S & SONYA K KIM,Concord,,,RM-1,residential,RM-1,2,2,0.686245,0.999692,Cabarrus County / Unincorporated,LDR,0.313448,0.372797,low,multi_jurisdiction_low_confidence,True,True,0,0.971854
CFS-PARCEL-0149750267,149750267,55086531040000,review,MORRIS GLEN,,Concord,,,C-2-CD,unknown,C-2-CD,4,2,0.68635,1.0,Concord,RM-2-CU,0.313649,0.372702,low,multi_jurisdiction_low_confidence,True,True,2,6.431111
CFS-PARCEL-0149764634,149764634,55289708570000,review,CENTRAL CABARRUS HIGH SCHOOL,,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,2,0.687057,1.0,Concord,RM-1,0.42857,0.258486,low,multi_jurisdiction_low_confidence,True,True,0,1.966329
CFS-PARCEL-0149798215,149798215,56133940830000,review,MOORESVILLE AND RAINBOW RD,,Kannapolis,,,R8,residential,R8,1,1,0.687586,0.687586,,,,,low,single_zone_low_confidence,False,False,0,0.051116
CFS-PARCEL-0149739732,149739732,46824029790000,review,WEST CABARRUS,,Cabarrus County / Unincorporated,,,OI,office,OI,4,2,0.688096,1.0,Cabarrus County / Unincorporated,LC,0.311662,0.376434,low,multi_jurisdiction_low_confidence,True,True,2,8.383408
CFS-PARCEL-0149731188,149731188,46717589530000,trusted,BROOKVUE,BROOKVUE PH 4 MAP 1,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.688212,1.0,Concord,RM-2-CD,0.311788,0.376423,low,multi_zone_low_confidence,True,False,0,0.189672
CFS-PARCEL-0149722362,149722362,150 341,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.688235,0.999991,Kannapolis,O-I,0.311755,0.37648,low,multi_zone_low_confidence,True,False,0,0.36764
CFS-PARCEL-0149810471,149810471,56218868860000,review,ALLISON WOODS,,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.688757,1.0,Concord,RM-1,0.311243,0.377513,low,multi_zone_low_confidence,True,False,0,0.527802
CFS-PARCEL-0149742772,149742772,46946363480000,review,TUCKASEEGEE RD,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,1,1,0.689208,0.689208,,,,,low,single_zone_low_confidence,False,False,0,4.473828
CFS-PARCEL-0149787992,149787992,56037876670000,trusted,SUMMERLYN VILLAGE,SUMMERLYN VILLAGE,Kannapolis,,,PD,unknown,PD,2,2,0.689486,0.970056,Cabarrus County / Unincorporated,LDR,0.28057,0.408916,low,multi_jurisdiction_low_confidence,True,True,0,0.58334
CFS-PARCEL-0149741906,149741906,46919865910000,trusted,BISCAYNE / TRINITY CHURCH,KANNAPOLIS GATEWAY BUSINESS PARK,Kannapolis,,,CD,unknown,CD,1,1,0.689698,0.689698,,,,,low,single_zone_low_confidence,False,False,0,0.106582
CFS-PARCEL-0149821756,149821756,56400483910000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,Concord,etj,LDR,residential,LDR,3,2,0.689762,0.852983,Concord,RM-1,0.163194,0.526568,low,multi_jurisdiction_low_confidence,True,True,1,5.525972
CFS-PARCEL-0149725567,149725567,245 288,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R4,residential,R4,4,1,0.689813,1.0,Kannapolis,R4,0.31016,0.379653,low,multi_zone_low_confidence,True,False,2,10.24211
CFS-PARCEL-0149785959,149785959,56022846770000,trusted,KANNAPOLIS PARKWAY,COUNTRY ROAD,Kannapolis,,,O-I,unknown,O-I,2,1,0.690117,0.999998,Kannapolis,R1,0.30988,0.380237,low,multi_zone_low_confidence,True,False,0,0.406601
CFS-PARCEL-0149737832,149737832,46717422340000,trusted,BROOKVUE,BROOKVUE PH 1 MAP 1,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.690833,1.0,Concord,RM-2-CD,0.309167,0.381666,low,multi_zone_low_confidence,True,False,0,0.254168
CFS-PARCEL-0149749097,149749097,55077212110000,trusted,BRIDGE POINTE,BRIDGE POINTE PH5 MP2,Harrisburg,,,RM,residential,RM,2,1,0.691013,1.0,Harrisburg,CZ-RE,0.317059,0.373954,low,multi_zone_low_confidence,True,False,0,0.339264
CFS-PARCEL-0149773955,149773955,55444937100000,review,HWY 24 / 27,,Midland,,,SFR,unknown,SFR,2,1,0.691132,1.0,Midland,C24/27,0.312143,0.378988,low,multi_zone_low_confidence,True,False,0,2.725231
CFS-PARCEL-0149793535,149793535,56024677710000,trusted,KANNAPOLIS PARKWAY,GLK GROUP LLC,Kannapolis,,,PD-TND,unknown,PD-TND,2,1,0.691305,0.908834,Kannapolis,AG,0.217528,0.473777,low,multi_zone_low_confidence,True,False,0,2.499111
CFS-PARCEL-0149777223,149777223,55561142710000,review,REED GOLD MINE,,Midland,,,AG,agricultural,AG,2,1,0.692,0.999806,Midland,AG,0.307806,0.384194,low,multi_zone_low_confidence,True,False,0,0.989082
CFS-PARCEL-0149804949,149804949,56206640850000,review,CABARRUS/MCGILL,,Concord,,,C-2,unknown,C-2,3,1,0.692638,1.0,Concord,I-1,0.307351,0.385287,low,multi_zone_low_confidence,True,False,1,0.569974
CFS-PARCEL-0149768205,149768205,55373825670000,trusted,CENTRAL CABARRUS HIGH SCHOOL,ROCKY CREEK FARMS,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,1,0.692716,0.998505,Cabarrus County / Unincorporated,LDR,0.305789,0.386927,low,multi_zone_low_confidence,True,False,0,1.528965
CFS-PARCEL-0149814528,149814528,56234392520000,trusted,LAKE FISHER,LAURA L GRAY,Kannapolis,,,R8,residential,R8,3,2,0.69312,0.998202,Kannapolis,R4,0.297596,0.395524,low,multi_jurisdiction_low_confidence,True,True,1,6.410383
CFS-PARCEL-0149721399,149721399,143 080,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R8,residential,R8,3,1,0.693382,0.999998,Kannapolis,R4,0.299835,0.393547,low,multi_zone_low_confidence,True,False,1,9.865645
CFS-PARCEL-0149815940,149815940,56239336910000,review,DALE EARNHARDT BLVD,,Kannapolis,Concord,etj,R4,residential,R4,4,3,0.693873,0.99625,Cabarrus County / Unincorporated,LDR,0.247468,0.446405,low,multi_jurisdiction_low_confidence,True,True,1,7.602473
CFS-PARCEL-0149808428,149808428,56213557160000,review,NORTHGATE SOUTH,,Concord,,,RM-2,residential,RM-2,2,1,0.693906,1.0,Concord,RM-1,0.306094,0.387813,low,multi_zone_low_confidence,True,False,0,0.386848
CFS-PARCEL-0149749170,149749170,55079703680000,trusted,HARRISBURG,HARRISBURG TOWN CENTER,Harrisburg,,,CZ-CC,mixed_use,CZ-CC,5,1,0.69423,0.999663,Harrisburg,CZ-CC,0.216084,0.478146,low,multi_zone_low_confidence,True,False,2,14.869094
CFS-PARCEL-0149737764,149737764,46717030040000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.694298,0.694298,,,,,low,single_zone_low_confidence,False,False,0,0.301073
CFS-PARCEL-0149795066,149795066,56126981360000,review,NORTH 29A,,Kannapolis,,,GC,commercial,GC,3,1,0.694466,0.999993,Kannapolis,R8,0.304729,0.389737,low,multi_zone_low_confidence,True,False,1,0.82953
CFS-PARCEL-0149826942,149826942,56332206920000,review,CENTERGROVE,,Kannapolis,,,R4,residential,R4,2,2,0.69452,0.962323,Cabarrus County / Unincorporated,AO,0.267804,0.426716,low,multi_jurisdiction_low_confidence,True,True,0,1.003215
CFS-PARCEL-0149755497,149755497,55171326790000,trusted,HARRISBURG SOUTH,"DAVIS, TALBERT & PHIFER",Harrisburg,Harrisburg,etj,RE,residential,RE,3,1,0.695105,1.0,Harrisburg,RL,0.314575,0.38053,low,multi_zone_low_confidence,True,False,1,0.724642
CFS-PARCEL-0149824243,149824243,56513833550000,review,ST JOHNS CHURCH,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.695449,1.0,Cabarrus County / Unincorporated,CR,0.30558,0.389869,low,multi_zone_low_confidence,True,False,0,161.770337
CFS-PARCEL-0149782624,149782624,56004040690000,review,CONCORD PARKWAY SOUTH,,Concord,,,I-1-CU,unknown,I-1-CU,18,1,0.695859,1.0,Concord,RM-2-CU,0.303998,0.391861,low,multi_zone_low_confidence,True,False,16,442.85781
CFS-PARCEL-0149776465,149776465,55543074930000,review,MIDLAND COMMERCIAL,,Cabarrus County / Unincorporated,,,GI,industrial,GI,2,1,0.696414,1.0,Cabarrus County / Unincorporated,OI,0.303585,0.392829,low,multi_zone_low_confidence,True,False,0,0.677074
CFS-PARCEL-0149755731,149755731,55174456170000,trusted,HARMONY,HARMONY,Harrisburg,,,CZ-RM,residential,CZ-RM,2,1,0.696721,1.0,Harrisburg,CZ-RH,0.303279,0.393442,low,multi_zone_low_confidence,True,False,0,0.175492
CFS-PARCEL-0149773223,149773223,55434054100000,review,SOUTHERN MIDLAND,,Midland,,,AG,agricultural,AG,3,2,0.696867,0.998829,Midland,AG,0.30196,0.394907,low,multi_jurisdiction_low_confidence,True,True,1,5.275158
CFS-PARCEL-0149784302,149784302,56016504220000,trusted,INTERNATIONAL BUSINESS PARK,ASCENDUM MACHINERY & IBP ASSOC.,Concord,,,C-2,unknown,C-2,3,1,0.698993,0.999999,Concord,I-1,0.29947,0.399523,low,multi_zone_low_confidence,True,False,1,0.706557
CFS-PARCEL-0149771336,149771336,55392993560000,review,HWY 601 / 49,,Concord,,,RC,unknown,RC,3,1,0.699171,1.0,Concord,I-2,0.300767,0.398404,low,multi_zone_low_confidence,True,False,1,0.253384
CFS-PARCEL-0149752410,149752410,46946324810000,review,TUCKASEEGEE RD,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,1,1,0.69927,0.69927,,,,,low,single_zone_low_confidence,False,False,0,4.442972
CFS-PARCEL-0149743982,149743982,55056389570000,trusted,STEEPLECHASE/SILVERTON,STEEPLECHASE,Cabarrus County / Unincorporated,,,CR,residential,CR,1,1,0.699635,0.699635,,,,,low,single_zone_low_confidence,False,False,0,1.079381
CFS-PARCEL-0149747381,149747381,55069660890000,trusted,KENSINGTON FOREST,KENSINGTON PH3 MP2,Harrisburg,,,RM,residential,RM,2,1,0.700059,1.0,Harrisburg,RM,0.299941,0.400119,low,multi_zone_low_confidence,True,False,0,0.92379
CFS-PARCEL-0149819854,149819854,56309940940000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,Concord,etj,LDR,residential,LDR,4,2,0.700111,0.999797,Concord,RM-1,0.299679,0.400432,low,multi_jurisdiction_low_confidence,True,True,2,31.506352
CFS-PARCEL-0149777849,149777849,55561142270000,review,REED GOLD MINE,,Midland,,,AG,agricultural,AG,2,1,0.700411,1.0,Midland,AG,0.299589,0.400822,low,multi_zone_low_confidence,True,False,0,2.22295
CFS-PARCEL-0149802983,149802983,56201877260000,review,CABARRUS/MCGILL,,Concord,,,C-2,unknown,C-2,3,1,0.700868,1.0,Concord,RC,0.299132,0.401736,low,multi_zone_low_confidence,True,False,1,0.622821
CFS-PARCEL-0149751827,149751827,46935308570000,trusted,JACOBS RIDGE,JACOB'S RIDGE,Kannapolis,,,R1,residential,R1,2,2,0.700947,1.0,Cabarrus County / Unincorporated,AO,0.322126,0.378821,low,multi_jurisdiction_low_confidence,True,True,0,0.414192
CFS-PARCEL-0149774027,149774027,55447862860000,review,MIDLAND CROSSING,MIDLAND CROSSING,Midland,,,TNDO-CZ,unknown,TNDO-CZ,2,1,0.701148,0.986056,Midland,SFR,0.284908,0.416239,low,multi_zone_low_confidence,True,False,0,1.086954
CFS-PARCEL-0149810888,149810888,56139914380000,trusted,NIGHTOWN,NIGHTOWN,Kannapolis,,,R8,residential,R8,1,1,0.70121,0.70121,,,,,low,single_zone_low_confidence,False,False,0,0.172054
CFS-PARCEL-0149723398,149723398,154I169,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,PD,residential,PD,2,1,0.701634,1.0,Kannapolis,PD,0.298366,0.403267,low,multi_zone_low_confidence,True,False,0,0.189473
CFS-PARCEL-0149725519,149725519,162 102,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,GC,commercial,GC,3,1,0.702299,1.0,Kannapolis,R8,0.297699,0.4046,low,multi_zone_low_confidence,True,False,1,0.918786
CFS-PARCEL-0149799543,149799543,56136050110000,review,NORTH 29A,,Kannapolis,,,GC,commercial,GC,2,1,0.702434,0.999988,Kannapolis,R4,0.297554,0.40488,low,multi_zone_low_confidence,True,False,0,1.013113
CFS-PARCEL-0149786302,149786302,55596458750000,trusted,FIELDSTONE,FIELDSTONE PH III MAP 1,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,1,0.702961,1.0,Cabarrus County / Unincorporated,MDR-SU,0.297039,0.405922,low,multi_zone_low_confidence,True,False,0,0.502343
CFS-PARCEL-0149774726,149774726,55453073530000,review,FLOWES STORE EAST,,Midland,,,SFR,unknown,SFR,2,1,0.703333,1.0,Midland,C24/27,0.297389,0.405944,low,multi_zone_low_confidence,True,False,0,23.970914
CFS-PARCEL-0149774727,149774727,55453073530000,review,FLOWES STORE EAST,,Midland,,,SFR,unknown,SFR,2,1,0.703333,1.0,Midland,C24/27,0.297389,0.405944,low,multi_zone_low_confidence,True,False,0,23.970914
CFS-PARCEL-0149799133,149799133,56135136390000,review,AZALEA AVE AREA,CHARLES L ROGERS,Kannapolis,,,R4,residential,R4,1,1,0.703452,0.703452,,,,,low,single_zone_low_confidence,False,False,0,0.006808
CFS-PARCEL-0149808510,149808510,56136695080000,trusted,OLD CENTERGROVE,PETERSBURG,Kannapolis,,,R8,residential,R8,2,1,0.703687,0.986945,Kannapolis,O-I,0.283258,0.42043,low,multi_zone_low_confidence,True,False,0,0.296808
CFS-PARCEL-0149725695,149725695,249D033000001,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R4,residential,R4,1,1,0.703834,0.703834,,,,,low,single_zone_low_confidence,False,False,0,29.108424
CFS-PARCEL-0149798896,149798896,56134804810000,trusted,NCRC/KANNAPOLIS DOWNTOWN,W F ST TOWNHOMES,Kannapolis,,,CC,commercial,CC,2,1,0.703883,0.999995,Kannapolis,R8,0.296112,0.407771,low,multi_zone_low_confidence,True,False,0,0.042471
CFS-PARCEL-0149729311,149729311,159 321,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,GC,commercial,GC,2,1,0.70428,0.99998,Kannapolis,GC,0.2957,0.40858,low,multi_zone_low_confidence,True,False,0,0.251285
CFS-PARCEL-0149738118,149738118,46812890160000,trusted,THE COMMONS AT MOSS CREEK,MOSS CREEK,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.704674,1.0,Concord,PUD,0.295326,0.409349,low,multi_zone_low_confidence,True,False,0,8.227608
CFS-PARCEL-0149823407,149823407,56430735930000,trusted,MURRY HILLS,MURRY HILLS,Kannapolis,,,R8,residential,R8,3,2,0.705244,0.999991,Kannapolis,R8,0.294743,0.410501,low,multi_jurisdiction_low_confidence,True,True,1,0.940384
CFS-PARCEL-0149753266,149753266,55161589580000,trusted,MCMILLIAN ACRES,MCMILLIAN ACRES,Cabarrus County / Unincorporated,,,CR,residential,CR,2,1,0.705846,1.0,Cabarrus County / Unincorporated,LDR,0.366386,0.33946,low,multi_zone_low_confidence,True,False,0,0.072253
CFS-PARCEL-0149757067,149757067,55181727000000,trusted,GREYSTONE,GREYSTONE,Concord,,,RM-2,residential,RM-2,2,1,0.706045,1.0,Concord,RC,0.293955,0.412091,low,multi_zone_low_confidence,True,False,0,0.680457
CFS-PARCEL-0149810414,149810414,56218952690000,review,ALLISON WOODS,,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.706409,0.999989,Concord,RM-1,0.29358,0.41283,low,multi_zone_low_confidence,True,False,0,0.232631
CFS-PARCEL-0149799087,149799087,56134804620000,trusted,NCRC/KANNAPOLIS DOWNTOWN,W F ST TOWNHOMES,Kannapolis,,,CC,commercial,CC,2,1,0.70674,0.999989,Kannapolis,R8,0.293249,0.41349,low,multi_zone_low_confidence,True,False,0,0.041761
CFS-PARCEL-0149730703,149730703,46717414410000,trusted,BROOKVUE,BROOKVUE PH 2 MAP 1,Concord,,,RM-2-CU,residential,RM-2-CU,2,1,0.706836,1.0,Concord,RM-2-CD,0.293164,0.413671,low,multi_zone_low_confidence,True,False,0,0.214098
CFS-PARCEL-0149804832,149804832,56129489480000,trusted,HEDGECLIFF TOWNS,HEDGECLIFF TOWNS,Kannapolis,,,R18,residential,R18,2,1,0.707268,1.0,Kannapolis,O-I,0.292732,0.414536,low,multi_zone_low_confidence,True,False,0,1.219417
CFS-PARCEL-0149776799,149776799,55545829390000,review,DOWNTOWN MIDLAND,,Midland,,,AG,agricultural,AG,2,2,0.707602,1.0,Cabarrus County / Unincorporated,LDR,0.292398,0.415204,low,multi_jurisdiction_low_confidence,True,True,0,1.033793
CFS-PARCEL-0149824189,149824189,56503354690000,review,MT PLEASANT HIGH SCHOOL,THE KLUTTZ PROP,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.707908,0.994033,Cabarrus County / Unincorporated,CR,0.286124,0.421784,low,multi_zone_low_confidence,True,False,0,2.843371
CFS-PARCEL-0149720983,149720983,10000000000,review,UNOPENED ROW,,Midland,,,OMP,unknown,OMP,2,1,0.708466,1.0,Midland,R/OMT,0.291534,0.416932,low,multi_zone_low_confidence,True,False,0,2.199546
CFS-PARCEL-0149758748,149758748,55195266200000,trusted,CONCORD PARKWAY SOUTH,PHILIP MORRIS MAP 10,Concord,,,RM-2,residential,RM-2,7,2,0.708759,0.999883,Concord,RV-CU,0.143506,0.565253,low,multi_jurisdiction_low_confidence,True,True,3,12.73726
CFS-PARCEL-0149796330,149796330,56129222200000,review,SOUTH 29A,,Kannapolis,,,HI,unknown,HI,1,1,0.708974,0.708974,,,,,low,single_zone_low_confidence,False,False,0,0.026862
CFS-PARCEL-0149796331,149796331,56129222200000,review,SOUTH 29A,,Kannapolis,,,HI,unknown,HI,1,1,0.708974,0.708974,,,,,low,single_zone_low_confidence,False,False,0,0.026862
CFS-PARCEL-0149756329,149756329,55179317480000,review,SEQUOIA HILLS,,Harrisburg,,,RL,residential,RL,2,2,0.710131,0.999548,Cabarrus County / Unincorporated,LDR,0.289417,0.420714,low,multi_jurisdiction_low_confidence,True,True,0,0.757686
CFS-PARCEL-0149798480,149798480,56134804410000,trusted,NCRC/KANNAPOLIS DOWNTOWN,W F ST TOWNHOMES,Kannapolis,,,CC,commercial,CC,2,1,0.711702,0.999983,Kannapolis,R8,0.288281,0.42342,low,multi_zone_low_confidence,True,False,0,0.048579
CFS-PARCEL-0149804443,149804443,56205741130000,trusted,BOYS CLUB,CANNON HOLDING CORP,Concord,,,RC,unknown,RC,2,1,0.71178,1.0,Concord,I-2,0.28822,0.423561,low,multi_zone_low_confidence,True,False,0,0.31945
CFS-PARCEL-0149787635,149787635,56035935170000,trusted,RAINBOW DR,GULLY STREET,Kannapolis,,,R8,residential,R8,3,2,0.711801,0.993225,Kannapolis,R8,0.281044,0.430757,low,multi_jurisdiction_low_confidence,True,True,1,0.218187
CFS-PARCEL-0149809567,149809567,56137635850000,review,OLD CENTERGROVE,,Kannapolis,,,R8,office,R8,2,1,0.712526,0.999968,Kannapolis,R8,0.287443,0.425083,low,multi_zone_low_confidence,True,False,0,0.196399
CFS-PARCEL-0149725493,149725493,245 160,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R4,residential,R4,3,1,0.713955,0.999999,Kannapolis,R4,0.286043,0.427912,low,multi_zone_low_confidence,True,False,1,23.863357
CFS-PARCEL-0149811793,149811793,56227455490000,trusted,BRIDLEWOOD PLACE,STAFFORD PROPERTY,Concord,Concord,etj,RM-1,residential,RM-1,4,1,0.714221,1.0,Concord,RM-1,0.17064,0.543581,low,multi_zone_low_confidence,True,False,1,7.117545
CFS-PARCEL-0149774543,149774543,55449216690000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,3,2,0.714585,0.999998,Midland,SFR,0.27801,0.436575,low,multi_jurisdiction_low_confidence,True,True,1,3.821436
CFS-PARCEL-0149798235,149798235,56133970180000,review,MOORESVILLE AND RAINBOW RD,,Kannapolis,,,R8,residential,R8,1,1,0.715269,0.715269,,,,,low,single_zone_low_confidence,False,False,0,0.039134
