official_parcel_id,objectid_1,pin14,parcel_quality_status,nbh_name,subdiv_name,zoning_jurisdiction_name,planning_jurisdiction_name,planning_boundary_type,dominant_zoning_code_raw,dominant_zoning_general_normalized,dominant_zoning_label_normalized,zoning_overlap_count,zoning_jurisdiction_overlap_count,dominant_overlap_pct,total_zoning_overlap_pct,second_zoning_jurisdiction_name,second_zoning_code_raw,second_overlap_pct,top_two_overlap_pct_gap,zoning_assignment_confidence,zoning_join_status,has_multiple_zoning,has_multiple_zoning_jurisdictions,tiny_sliver_overlap_count,parcel_area_acres_calc
CFS-PARCEL-0149752787,149752787,55098461830000,review,ROBERTA MILLS,,Concord,,,RM-2,residential,RM-2,4,1,0.51542,1.0,Concord,AG,0.484568,0.030852,low,multi_zone_low_confidence,True,False,2,108.173805
CFS-PARCEL-0149774858,149774858,55449351560000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.515475,1.0,Midland,SFR,0.485629,0.029846,low,multi_zone_low_confidence,True,False,0,2.502209
CFS-PARCEL-0149720869,149720869,00000,review,UNKNOWN NBH,,Cabarrus County / Unincorporated,,,CR,residential,CR,1,1,0.515729,0.515729,,,,,low,single_zone_low_confidence,False,False,0,0.594263
CFS-PARCEL-0149749606,149749606,55082246090000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,etj,EC,industrial,EC,5,2,0.515947,1.0,Harrisburg,EC,0.460061,0.055886,low,multi_jurisdiction_low_confidence,True,True,2,155.019551
CFS-PARCEL-0149749607,149749607,55082246090000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,etj,EC,industrial,EC,5,2,0.515947,1.0,Harrisburg,EC,0.460061,0.055886,low,multi_jurisdiction_low_confidence,True,True,2,155.019551
CFS-PARCEL-0149800507,149800507,56136293020000,trusted,NORTH 29A,TRIECE'S HTS BLK B,Kannapolis,,,R8,residential,R8,2,1,0.51637,0.98999,Kannapolis,GC,0.473619,0.042751,low,multi_zone_low_confidence,True,False,0,0.624097
CFS-PARCEL-0149817006,149817006,56247102960000,review,LANE STREET,,Kannapolis,,,R4,residential,R4,2,1,0.516647,1.0,Kannapolis,O-I,0.483353,0.033293,low,multi_zone_low_confidence,True,False,0,1.022763
CFS-PARCEL-0149830145,149830145,66030000000000,review,VULCAN,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.516738,0.99957,Cabarrus County / Unincorporated,OI,0.482832,0.033906,low,multi_zone_low_confidence,True,False,0,10.423786
CFS-PARCEL-0149830099,149830099,NCR NCR,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,HI,unknown,HI,6,1,0.516755,1.0,Kannapolis,GC,0.175672,0.341083,low,multi_zone_low_confidence,True,False,1,4.129336
CFS-PARCEL-0149793295,149793295,56118236610000,review,CONCORD PARKWAY NORTH,,Concord,,,RV,residential,RV,3,1,0.516957,1.0,Concord,C-2,0.483043,0.033913,low,multi_zone_low_confidence,True,False,1,1.382272
CFS-PARCEL-0149774544,149774544,55449249850000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.517161,1.0,Midland,SFR,0.483904,0.033257,low,multi_zone_low_confidence,True,False,0,2.504529
CFS-PARCEL-0149817699,149817699,56248109900000,trusted,LANE STREET,ELWOOD LN BLK C,Kannapolis,,,R4,residential,R4,2,1,0.517694,1.0,Kannapolis,O-I,0.482306,0.035387,low,multi_zone_low_confidence,True,False,0,0.435981
CFS-PARCEL-0149741369,149741369,46910428860000,review,LAKE HOWELL WATERSHED,,Cabarrus County / Unincorporated,,,CR,residential,CR,2,1,0.517748,1.0,Cabarrus County / Unincorporated,AO,0.482252,0.035495,low,multi_zone_low_confidence,True,False,0,1.811102
CFS-PARCEL-0149723467,149723467,155 035,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R4,residential,R4,2,1,0.51782,0.999994,Kannapolis,MU-N,0.482174,0.035647,low,multi_zone_low_confidence,True,False,0,3.47274
CFS-PARCEL-0149728749,149728749,46705967320000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.517857,0.517857,,,,,low,single_zone_low_confidence,False,False,0,0.308267
CFS-PARCEL-0149723946,149723946,154I014,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,PD,residential,PD,2,1,0.518545,1.0,Kannapolis,PD,0.481455,0.037089,low,multi_zone_low_confidence,True,False,0,0.143289
CFS-PARCEL-0149825205,149825205,56302894740000,review,DEAL ST,,Concord,,,RM-1,residential,RM-1,3,1,0.518728,1.0,Concord,RC,0.480998,0.037731,low,multi_zone_low_confidence,True,False,1,0.623568
CFS-PARCEL-0149774545,149774545,55449350240000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.518847,1.0,Midland,SFR,0.48224,0.036607,low,multi_zone_low_confidence,True,False,0,2.422525
CFS-PARCEL-0149820588,149820588,56333462170000,review,CENTERGROVE,,Kannapolis,,,R4,residential,R4,2,2,0.518848,1.0,Cabarrus County / Unincorporated,LDR,0.513252,0.005595,low,multi_jurisdiction_low_confidence,True,True,0,0.864501
CFS-PARCEL-0149803161,149803161,56148254070000,review,NCRC/KANNAPOLIS DOWNTOWN,,Kannapolis,,,GC,commercial,GC,2,1,0.520079,0.999993,Kannapolis,R8,0.479913,0.040166,low,multi_zone_low_confidence,True,False,0,1.315288
CFS-PARCEL-0149824463,149824463,56604369900000,review,MT PLEASANT OUTSIDE,,Mt. Pleasant,Mt. Pleasant,etj,RL,residential,RL,2,2,0.520314,1.0,Cabarrus County / Unincorporated,CR,0.479686,0.040628,low,multi_jurisdiction_low_confidence,True,True,0,16.314673
CFS-PARCEL-0149821987,149821987,56400583700000,review,LAKE LYNN LODGE,,Concord,Concord,etj,RM-1,residential,RM-1,2,2,0.520839,0.9998,Cabarrus County / Unincorporated,LDR,0.478962,0.041877,low,multi_jurisdiction_low_confidence,True,True,0,1.487201
CFS-PARCEL-0149810355,149810355,56217978520000,review,OVERBROOK,,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.521638,1.0,Concord,RM-1,0.478362,0.043276,low,multi_zone_low_confidence,True,False,0,2.097074
CFS-PARCEL-0149727161,149727161,45988276020000,review,CHARLOTTE MOTOR SPEEDWAY,,Cabarrus County / Unincorporated,Harrisburg,etj,LI,industrial,LI,4,2,0.522038,1.0,Harrisburg,RE,0.476552,0.045485,low,multi_jurisdiction_low_confidence,True,True,2,2.98208
CFS-PARCEL-0149723330,149723330,159 315,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.522345,0.951416,Kannapolis,GC,0.429071,0.093274,low,multi_zone_low_confidence,True,False,0,1.015815
CFS-PARCEL-0149725447,149725447,162 029,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.523568,0.999989,Kannapolis,GC,0.476421,0.047146,low,multi_zone_low_confidence,True,False,0,1.987626
CFS-PARCEL-0149738005,149738005,46812786520000,trusted,MOSS CREEK AREA 2,MOSS CREEK,Concord,,,PUD,unknown,PUD,2,1,0.524051,1.0,Concord,RM-2-CU,0.475949,0.048103,low,multi_zone_low_confidence,True,False,0,0.232066
CFS-PARCEL-0149723225,149723225,154 014,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,2,1,0.52425,0.999999,Kannapolis,R4,0.475749,0.048502,low,multi_zone_low_confidence,True,False,0,4.461807
CFS-PARCEL-0149826714,149826714,56701779360000,review,MT PLEASANT COMMERCIAL,26.890 AC - NC HWY 49 & N MAIN STREET,Mt. Pleasant,Mt. Pleasant,etj,C-2,unknown,C-2,3,1,0.52434,0.99889,Mt. Pleasant,CZ-O-I,0.469383,0.054958,low,multi_zone_low_confidence,True,False,1,20.017359
CFS-PARCEL-0149826715,149826715,56701779360000,review,MT PLEASANT COMMERCIAL,26.890 AC - NC HWY 49 & N MAIN STREET,Mt. Pleasant,Mt. Pleasant,etj,C-2,unknown,C-2,3,1,0.52434,0.99889,Mt. Pleasant,CZ-O-I,0.469383,0.054958,low,multi_zone_low_confidence,True,False,1,20.017359
CFS-PARCEL-0149826731,149826731,56701779360000,review,MT PLEASANT COMMERCIAL,26.890 AC - NC HWY 49 & N MAIN STREET,Mt. Pleasant,Mt. Pleasant,etj,C-2,unknown,C-2,3,1,0.52434,0.99889,Mt. Pleasant,CZ-O-I,0.469383,0.054958,low,multi_zone_low_confidence,True,False,1,20.017359
CFS-PARCEL-0149786483,149786483,56027822260000,trusted,KELLSWATER BRIDGE,KELLSWATER PHASE 2A,Kannapolis,,,PD-TND,unknown,PD-TND,2,1,0.52471,1.0,Kannapolis,PD-TND,0.47529,0.04942,low,multi_zone_low_confidence,True,False,0,0.372588
CFS-PARCEL-0149820791,149820791,56333494190000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,,LDR,residential,LDR,2,2,0.525232,1.0,Kannapolis,R4,0.484731,0.040501,low,multi_jurisdiction_low_confidence,True,True,0,1.86007
CFS-PARCEL-0149823111,149823111,56247169220000,review,LANE STREET,,Kannapolis,,,O-I,office,O-I,2,1,0.525861,1.0,Kannapolis,R4,0.474139,0.051722,low,multi_zone_low_confidence,True,False,0,0.393825
CFS-PARCEL-0149765149,149765149,55173454620000,trusted,HARMONY,HARMONY,Harrisburg,,,CZ-RM,residential,CZ-RM,2,1,0.52658,1.0,Harrisburg,CZ-RH,0.47342,0.053159,low,multi_zone_low_confidence,True,False,0,0.183622
CFS-PARCEL-0149803686,149803686,56203354190000,review,CABARRUS/MCGILL,,Concord,,,C-2,unknown,C-2,2,1,0.527026,1.0,Concord,RV,0.472974,0.054053,low,multi_zone_low_confidence,True,False,0,0.639985
CFS-PARCEL-0149803695,149803695,56203354190000,review,CABARRUS/MCGILL,,Concord,,,C-2,unknown,C-2,2,1,0.527026,1.0,Concord,RV,0.472974,0.054053,low,multi_zone_low_confidence,True,False,0,0.639985
CFS-PARCEL-0149807241,149807241,56210747870000,review,CONCORD PARKWAY NORTH,,Concord,,,I-2,unknown,I-2,3,1,0.528056,1.0,Concord,RC,0.462356,0.0657,low,multi_zone_low_confidence,True,False,1,13.50947
CFS-PARCEL-0149796787,149796787,56130890320000,review,NCRC/KANNAPOLIS DOWNTOWN,,Kannapolis,,,MU-N,mixed_use,MU-N,2,1,0.528423,0.999981,Kannapolis,R8,0.471558,0.056865,low,multi_zone_low_confidence,True,False,0,0.814779
CFS-PARCEL-0149746799,149746799,55072988480000,trusted,TIMBER FOREST,TIMBER FOREST,Harrisburg,,,RE,residential,RE,2,1,0.529033,1.0,Harrisburg,RL,0.470967,0.058066,low,multi_zone_low_confidence,True,False,0,0.090171
CFS-PARCEL-0149809057,149809057,56214446010000,review,NORTH CHURCH,,Concord,,,RM-1,residential,RM-1,2,1,0.529144,1.0,Concord,C-2,0.470856,0.058288,low,multi_zone_low_confidence,True,False,0,1.803324
CFS-PARCEL-0149785931,149785931,55560073930000,trusted,FLOWES STORE EAST,NAYLOR & LISA SMITH PROPERTY,Midland,,,AG,agricultural,AG,3,2,0.529697,1.0,Midland,AG,0.467279,0.062418,low,multi_jurisdiction_low_confidence,True,True,1,4.70635
CFS-PARCEL-0149798000,149798000,56133234580000,trusted,MIDWAY WEST,INTEGRITY INVESTMENTS,Kannapolis,,,R4,residential,R4,2,1,0.530583,1.0,Kannapolis,R4,0.469417,0.061166,low,multi_zone_low_confidence,True,False,0,0.296372
CFS-PARCEL-0149791419,149791419,56109894420000,trusted,CONCORD PARKWAY NORTH,TROUTMAN LAND INVESTMENTS INC,Concord,,,C-2,unknown,C-2,2,1,0.530872,1.0,Concord,I-2,0.469128,0.061744,low,multi_zone_low_confidence,True,False,0,8.966516
CFS-PARCEL-0149777018,149777018,55551767450000,trusted,FLOWES STORE EAST,FIVE KNOLLS,Midland,,,AG,agricultural,AG,2,1,0.530935,1.0,Midland,AG,0.469065,0.06187,low,multi_zone_low_confidence,True,False,0,7.90188
CFS-PARCEL-0149777038,149777038,55552658170000,review,REED GOLD MINE,,Midland,,,AG,agricultural,AG,2,1,0.531852,1.0,Midland,AG,0.468148,0.063703,low,multi_zone_low_confidence,True,False,0,1.390074
CFS-PARCEL-0149811963,149811963,56230094000000,review,SOUTH CANNON BLVD,,Kannapolis,,,GC,commercial,GC,2,1,0.532275,1.0,Kannapolis,R8,0.467725,0.06455,low,multi_zone_low_confidence,True,False,0,0.2234
CFS-PARCEL-0149801438,149801438,56139282230000,review,NORTH CANNON BLVD,,Kannapolis,,,R4,residential,R4,2,1,0.53238,0.999992,Kannapolis,O-I,0.467612,0.064768,low,multi_zone_low_confidence,True,False,0,0.783738
CFS-PARCEL-0149749982,149749982,46903426190000,trusted,AIRPORT,ROSELIA LLC,Concord,,,C-2,unknown,C-2,2,1,0.532437,1.0,Concord,I-2,0.467563,0.064874,low,multi_zone_low_confidence,True,False,0,1.27078
CFS-PARCEL-0149731652,149731652,46717030690000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.532577,0.532577,,,,,low,single_zone_low_confidence,False,False,0,0.303385
CFS-PARCEL-0149726830,149726830,45969793260000,trusted,LONGFIELD TOWNHOMES,LONGFIELD TOWNHOMES (AKA CALDWELL TOWNHOMES),Harrisburg,,,RH,residential,RH,2,1,0.53376,0.998712,Harrisburg,CZ-RH,0.464952,0.068808,low,multi_zone_low_confidence,True,False,0,0.456884
CFS-PARCEL-0149721521,149721521,140A209,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,Kannapolis,etj,R4,residential,R4,1,1,0.53415,0.53415,,,,,low,single_zone_low_confidence,False,False,0,0.313255
CFS-PARCEL-0149815194,149815194,56241186050000,review,LANE STREET,,Kannapolis,,,R4,residential,R4,2,1,0.534382,1.0,Kannapolis,O-I,0.465618,0.068764,low,multi_zone_low_confidence,True,False,0,0.450478
CFS-PARCEL-0149790212,149790212,56107907540000,review,CUMBERLAND,,Concord,,,RC-CD,unknown,RC-CD,7,1,0.534713,1.0,Concord,RM-2,0.352271,0.182442,low,multi_zone_low_confidence,True,False,4,16.561032
CFS-PARCEL-0149820014,149820014,56311921610000,trusted,ALLISON WOODS,ALLISON WOODS,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.534728,1.0,Concord,RM-1,0.465272,0.069457,low,multi_zone_low_confidence,True,False,0,0.586042
CFS-PARCEL-0149726945,149726945,45969940070000,trusted,COVENTRY,COVENTRY,Harrisburg,Harrisburg,etj,PUD,mixed_use,PUD,2,1,0.534997,1.0,Harrisburg,RE,0.465003,0.069995,low,multi_zone_low_confidence,True,False,0,1.218621
CFS-PARCEL-0149816208,149816208,56248119700000,review,LANE STREET,,Kannapolis,,,R4,residential,R4,2,1,0.535029,1.0,Kannapolis,O-I,0.464972,0.070057,low,multi_zone_low_confidence,True,False,0,0.46098
CFS-PARCEL-0149796858,149796858,56128252670000,review,SOUTH 29A,WINECOFF/S MAIN,Kannapolis,,,GC,commercial,GC,4,2,0.535838,0.998885,Concord,I-1-CD,0.409207,0.126631,low,multi_jurisdiction_low_confidence,True,True,1,4.300285
CFS-PARCEL-0149796859,149796859,56128252670000,review,SOUTH 29A,WINECOFF/S MAIN,Kannapolis,,,GC,commercial,GC,4,2,0.535838,0.998885,Concord,I-1-CD,0.409207,0.126631,low,multi_jurisdiction_low_confidence,True,True,1,4.300285
CFS-PARCEL-0149796860,149796860,56128252670000,review,SOUTH 29A,WINECOFF/S MAIN,Kannapolis,,,GC,commercial,GC,4,2,0.535838,0.998885,Concord,I-1-CD,0.409207,0.126631,low,multi_jurisdiction_low_confidence,True,True,1,4.300285
CFS-PARCEL-0149723468,149723468,155 037,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R4,residential,R4,2,1,0.536421,1.0,Kannapolis,MU-N,0.463579,0.072843,low,multi_zone_low_confidence,True,False,0,0.606291
CFS-PARCEL-0149804576,149804576,56206157380000,review,CABARRUS/MCGILL,,Concord,,,I-2,unknown,I-2,2,1,0.536446,1.0,Concord,RV,0.463554,0.072892,low,multi_zone_low_confidence,True,False,0,1.43282
CFS-PARCEL-0149781840,149781840,55429673220000,review,DOWNTOWN MIDLAND,GENEVA H FURR PROPERTY,Cabarrus County / Unincorporated,,,CR,residential,CR,1,1,0.536488,0.536488,,,,,low,single_zone_low_confidence,False,False,0,0.003573
CFS-PARCEL-0149827115,149827115,56704186740000,trusted,MT PLEASANT SOUTH,ARTHUR W BARRIER ESTATE,Mt. Pleasant,Mt. Pleasant,etj,RL,residential,RL,3,1,0.536961,1.0,Mt. Pleasant,RM,0.458672,0.07829,low,multi_zone_low_confidence,True,False,1,7.5142
CFS-PARCEL-0149810620,149810620,56218083880000,trusted,BROOKWOOD NORTH,CAMERON MCRAE PROP,Concord,,,RM-2,residential,RM-2,2,1,0.537112,1.0,Concord,RC,0.462888,0.074225,low,multi_zone_low_confidence,True,False,0,3.776324
CFS-PARCEL-0149777048,149777048,55555323630000,review,HWY 24 / 27,,Cabarrus County / Unincorporated,,,LDR,residential,LDR,8,2,0.538083,0.999504,Cabarrus County / Unincorporated,OI,0.374483,0.1636,low,multi_jurisdiction_low_confidence,True,True,4,89.457063
CFS-PARCEL-0149731071,149731071,46715846480000,trusted,SKYBROOK VILLAGE,THE VILLAGES AT SKYBROOK NORTH,Concord,,,RM-2,residential,RM-2,2,1,0.538642,1.0,Concord,RV-CD,0.461358,0.077284,low,multi_zone_low_confidence,True,False,0,0.179017
CFS-PARCEL-0149731148,149731148,46717446270000,trusted,BROOKVUE,BROOKVUE PH 2 MAP 1,Concord,,,RM-2-CD,residential,RM-2-CD,2,1,0.538981,1.0,Concord,RM-2-CU,0.461019,0.077962,low,multi_zone_low_confidence,True,False,0,0.182287
CFS-PARCEL-0149799546,149799546,56136142170000,review,NORTH 29A,,Kannapolis,,,R4,residential,R4,4,1,0.539376,0.999994,Kannapolis,GC,0.443507,0.09587,low,multi_zone_low_confidence,True,False,1,0.788611
CFS-PARCEL-0149780702,149780702,55798975800000,review,MT PLEASANT OUTSIDE,,Cabarrus County / Unincorporated,Mt. Pleasant,etj,AO,agricultural,AO,3,2,0.539519,0.997881,Mt. Pleasant,RL,0.458224,0.081295,low,multi_jurisdiction_low_confidence,True,True,1,344.521667
CFS-PARCEL-0149780703,149780703,55798975800000,review,MT PLEASANT OUTSIDE,,Cabarrus County / Unincorporated,Mt. Pleasant,etj,AO,agricultural,AO,3,2,0.539519,0.997881,Mt. Pleasant,RL,0.458224,0.081295,low,multi_jurisdiction_low_confidence,True,True,1,344.521667
CFS-PARCEL-0149780704,149780704,55798975800000,review,MT PLEASANT OUTSIDE,,Cabarrus County / Unincorporated,Mt. Pleasant,etj,AO,agricultural,AO,3,2,0.539519,0.997881,Mt. Pleasant,RL,0.458224,0.081295,low,multi_jurisdiction_low_confidence,True,True,1,344.521667
CFS-PARCEL-0149777455,149777455,55543093300000,review,MIDLAND COMMERCIAL,,Cabarrus County / Unincorporated,,,OI,office,OI,2,1,0.539724,1.0,Cabarrus County / Unincorporated,GI,0.460276,0.079448,low,multi_zone_low_confidence,True,False,0,0.343771
CFS-PARCEL-0149774857,149774857,55449248320000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.541457,1.0,Midland,SFR,0.459624,0.081833,low,multi_zone_low_confidence,True,False,0,2.580576
CFS-PARCEL-0149810807,149810807,56221975450000,trusted,LAKE CONCORD RD,BM REALTY INVESTMENTS LLC,Kannapolis,,,R8-CZ,residential,R8-CZ,2,1,0.542219,1.0,Kannapolis,GC,0.457781,0.084439,low,multi_zone_low_confidence,True,False,0,0.199846
CFS-PARCEL-0149830098,149830098,NCR NCR,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,R8,residential,R8,3,1,0.542696,0.998866,Kannapolis,R8,0.353235,0.189461,low,multi_zone_low_confidence,True,False,0,2.337001
CFS-PARCEL-0149821337,149821337,56334503570000,review,CENTERGROVE,,Kannapolis,,,R4,residential,R4,3,2,0.542993,0.984541,Cabarrus County / Unincorporated,LDR,0.433467,0.109526,low,multi_jurisdiction_low_confidence,True,True,1,0.995533
CFS-PARCEL-0149738462,149738462,46813835660000,trusted,MOSS CREEK AREA 3,MOSS CREEK,Concord,,,RM-2-CU,residential,RM-2-CU,3,1,0.543527,1.0,Concord,PUD,0.455824,0.087703,low,multi_zone_low_confidence,True,False,1,1.80322
CFS-PARCEL-0149798639,149798639,56133233130000,trusted,MIDWAY WEST,INTEGRITY INVESTMENTS,Kannapolis,,,R4,residential,R4,2,1,0.54367,0.77009,Kannapolis,R4,0.22642,0.31725,low,multi_zone_low_confidence,True,False,0,0.276326
CFS-PARCEL-0149756228,149756228,55174309430000,trusted,HARMONY,HARMONY PH2,Harrisburg,,,CZ-RM,residential,CZ-RM,2,1,0.543799,1.0,Harrisburg,CZ-RH,0.456201,0.087598,low,multi_zone_low_confidence,True,False,0,0.176272
CFS-PARCEL-0149821989,149821989,56401059120000,review,LAKE LYNN LODGE,NO SUBDIVISION,Concord,Concord,etj,RM-1,residential,RM-1,4,2,0.543935,0.851886,Cabarrus County / Unincorporated,LDR,0.30795,0.235985,low,multi_jurisdiction_low_confidence,True,True,2,6.091111
CFS-PARCEL-0149826230,149826230,56700210980000,review,MT PLEASANT NORTH,NO SUBDIVISION,Mt. Pleasant,Mt. Pleasant,etj,RL,residential,RL,2,1,0.544249,0.999171,Mt. Pleasant,RM,0.454922,0.089327,low,multi_zone_low_confidence,True,False,0,33.707776
CFS-PARCEL-0149812296,149812296,56230126140000,review,SOUTH CANNON BLVD,,Kannapolis,,,GC,commercial,GC,2,1,0.545071,0.980932,Kannapolis,R4,0.435861,0.109211,low,multi_zone_low_confidence,True,False,0,0.693237
CFS-PARCEL-0149720874,149720874,00000,review,UNKNOWN NBH,,Concord,,,RM-2,residential,RM-2,2,1,0.545164,1.0,Concord,C-2,0.454836,0.090327,low,multi_zone_low_confidence,True,False,0,0.360303
CFS-PARCEL-0149798162,149798162,56133968600000,trusted,NCRC/KANNAPOLIS DOWNTOWN,CANNON holing corp lot bk f,Kannapolis,,,R8,residential,R8,2,1,0.545619,1.0,Kannapolis,MU-N,0.454381,0.091238,low,multi_zone_low_confidence,True,False,0,0.189848
CFS-PARCEL-0149755463,149755463,55170881020000,trusted,DAVIS CREEK,DAVIS CREEK SUBDIVISION,Harrisburg,,,RL,residential,RL,2,1,0.546031,1.0,Harrisburg,CZ-RH,0.472767,0.073264,low,multi_zone_low_confidence,True,False,0,0.126293
CFS-PARCEL-0149729122,149729122,46706969660000,trusted,SKYBROOK,SKYBROOK,Cabarrus County / Unincorporated,,,LDR,residential,LDR,1,1,0.546736,0.546736,,,,,low,single_zone_low_confidence,False,False,0,0.308055
CFS-PARCEL-0149721112,149721112,00000,review,UNKNOWN NBH,,Concord,,,O-I,unknown,O-I,2,1,0.54686,1.0,Concord,C-2,0.45314,0.093721,low,multi_zone_low_confidence,True,False,0,0.02184
CFS-PARCEL-0149781214,149781214,55795677910000,trusted,HAHN SCOTT RD,NEW LIFE DEVELOPERS LLC,Mt. Pleasant,Mt. Pleasant,etj,RL,residential,RL,2,2,0.547469,0.995522,Cabarrus County / Unincorporated,AO,0.448053,0.099416,low,multi_jurisdiction_low_confidence,True,True,0,9.723316
CFS-PARCEL-0149721409,149721409,10000000000,review,UNOPENED ROW,,Concord,,,RV,residential,RV,3,1,0.547552,1.0,Concord,RC,0.391738,0.155814,low,multi_zone_low_confidence,True,False,0,1.251022
CFS-PARCEL-0149821907,149821907,56400466860000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,Concord,etj,LDR,residential,LDR,2,2,0.547735,0.993159,Concord,RM-1,0.445424,0.102311,low,multi_jurisdiction_low_confidence,True,True,0,0.949097
CFS-PARCEL-0149776893,149776893,55541653990000,review,HWY 24 / 27,,Midland,,,SFR,unknown,SFR,3,2,0.549404,0.99806,Midland,C601,0.448656,0.100748,low,multi_jurisdiction_low_confidence,True,True,1,4.243208
CFS-PARCEL-0149727143,149727143,45988198880000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,etj,EC,industrial,EC,5,2,0.549415,1.0,Harrisburg,EC,0.446768,0.102647,low,multi_jurisdiction_low_confidence,True,True,3,30.474268
CFS-PARCEL-0149727160,149727160,45988198880000,review,CHARLOTTE MOTOR SPEEDWAY,,Harrisburg,Harrisburg,etj,EC,industrial,EC,5,2,0.549415,1.0,Harrisburg,EC,0.446768,0.102647,low,multi_jurisdiction_low_confidence,True,True,3,30.474268
CFS-PARCEL-0149817331,149817331,56248168400000,review,LANE STREET,,Kannapolis,,,R4,residential,R4,2,1,0.54945,0.999999,Kannapolis,O-I,0.450549,0.098901,low,multi_zone_low_confidence,True,False,0,0.680429
CFS-PARCEL-0149825193,149825193,56515452910000,trusted,MT PLEASANT HIGH SCHOOL,SUBD OF 66.957 AC,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,1,0.549927,1.0,Cabarrus County / Unincorporated,CR,0.451097,0.09883,low,multi_zone_low_confidence,True,False,0,14.386691
CFS-PARCEL-0149774087,149774087,55449377300000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.54997,1.0,Midland,SFR,0.460139,0.089831,low,multi_zone_low_confidence,True,False,0,0.50306
CFS-PARCEL-0149810461,149810461,56221965740000,trusted,LAKE CONCORD RD,BM REALTY INVESTMENTS LLC,Kannapolis,,,R8-CZ,residential,R8-CZ,2,1,0.550191,1.0,Kannapolis,GC,0.449809,0.100382,low,multi_zone_low_confidence,True,False,0,0.139668
CFS-PARCEL-0149810636,149810636,56219853030000,review,OVERBROOK,,Concord,Concord,etj,RM-1,residential,RM-1,2,1,0.550759,1.0,Concord,RM-1,0.449241,0.101517,low,multi_zone_low_confidence,True,False,0,4.21468
CFS-PARCEL-0149822392,149822392,56400653480000,review,LAKE LYNN LODGE,,Cabarrus County / Unincorporated,Concord,etj,LDR,residential,LDR,3,2,0.551329,0.797228,Concord,RM-1,0.245898,0.305431,low,multi_jurisdiction_low_confidence,True,True,1,1.158603
CFS-PARCEL-0149752970,149752970,55160621950000,trusted,MAGNOLIA SPRINGS,MAGNOLIA SPRINGS PH1 MAP7,Harrisburg,,,RM,residential,RM,3,2,0.551411,1.0,Harrisburg,RM,0.448589,0.102821,low,multi_jurisdiction_low_confidence,True,True,1,1.357661
CFS-PARCEL-0149720747,149720747,10000000000,review,CENTERGROVE,,Cabarrus County / Unincorporated,,,AO,agricultural,AO,2,2,0.55177,0.968776,Kannapolis,R4,0.417006,0.134764,low,multi_jurisdiction_low_confidence,True,True,0,0.32977
CFS-PARCEL-0149773973,149773973,55449237930000,review,BETHEL ELEMENTARY SCHOOL,,Midland,,,SFR,unknown,SFR,2,1,0.551903,1.0,Midland,SFR,0.449164,0.102739,low,multi_zone_low_confidence,True,False,0,2.507544
CFS-PARCEL-0149820107,149820107,56314459520000,review,CENTERGROVE,,Cabarrus County / Unincorporated,Concord,etj,LDR,residential,LDR,2,2,0.551912,0.83343,Concord,RM-1,0.281518,0.270394,low,multi_jurisdiction_low_confidence,True,True,0,8.389706
CFS-PARCEL-0149724007,149724007,154I060,review,ROWAN COUNTY PARCEL,ROWAN COUNTY PARCEL,Kannapolis,,,PD,residential,PD,2,1,0.552148,1.0,Kannapolis,PD,0.447852,0.104297,low,multi_zone_low_confidence,True,False,0,0.13994
