official_parcel_id,objectid_1,pin14,dominant_zoning_code,dominant_zoning_general,dominant_zoning_label,zoning_overlap_count,dominant_overlap_pct,total_zoning_overlap_pct,zoning_assignment_confidence,has_multiple_zoning,zoning_join_status,parcel_quality_status,parcel_area_acres_calc
CFS-PARCEL-0149746526,149746526,55063286730000,LDR,RESIDENTIAL,LDR,3,0.003109,0.00311,low,True,multi_zone_low_confidence,review,3.945497
CFS-PARCEL-0149824414,149824414,56517076630000,CR,RESIDENTIAL,CR,1,0.003129,0.003129,low,False,single_zone_low_confidence,trusted,0.281694
CFS-PARCEL-0149767608,149767608,55335682690000,CR,RESIDENTIAL,CR,1,0.003166,0.003166,low,False,single_zone_low_confidence,review,3.321757
CFS-PARCEL-0149778707,149778707,55651063350000,AO,AGRICULTURAL,AO,1,0.00318,0.00318,low,False,single_zone_low_confidence,trusted,0.32129
CFS-PARCEL-0149827899,149827899,56517034090000,CR,RESIDENTIAL,CR,1,0.003182,0.003182,low,False,single_zone_low_confidence,trusted,0.402449
CFS-PARCEL-0149746478,149746478,55066832610000,LDR,RESIDENTIAL,LDR,1,0.003209,0.003209,low,False,single_zone_low_confidence,trusted,1.19719
CFS-PARCEL-0149728945,149728945,46706502530000,LDR,RESIDENTIAL,LDR,1,0.003232,0.003232,low,False,single_zone_low_confidence,trusted,0.072909
CFS-PARCEL-0149753704,149753704,55165369110000,AO,RESIDENTIAL,AO,1,0.003238,0.003238,low,False,single_zone_low_confidence,trusted,0.722998
CFS-PARCEL-0149732441,149732441,46727590740000,CR,RESIDENTIAL,CR,1,0.003246,0.003246,low,False,single_zone_low_confidence,trusted,0.958328
CFS-PARCEL-0149766863,149766863,55345261790000,CR,RESIDENTIAL,CR,1,0.003286,0.003286,low,False,single_zone_low_confidence,review,7.258463
CFS-PARCEL-0149736533,149736533,46810682710000,OI,OFFICE,OI,1,0.003292,0.003292,low,False,single_zone_low_confidence,trusted,0.12537
CFS-PARCEL-0149734154,149734154,46728493930000,CR,RESIDENTIAL,CR,1,0.003297,0.003297,low,False,single_zone_low_confidence,trusted,6.236315
CFS-PARCEL-0149766239,149766239,55298319770000,MDR,RESIDENTIAL,MDR,1,0.003304,0.003304,low,False,single_zone_low_confidence,trusted,0.193554
CFS-PARCEL-0149774777,149774777,55450223300000,CR,RESIDENTIAL,CR,1,0.003348,0.003348,low,False,single_zone_low_confidence,review,4.123913
CFS-PARCEL-0149751488,149751488,55089586600000,MDR,RESIDENTIAL,MDR,1,0.003388,0.003388,low,False,single_zone_low_confidence,trusted,0.370483
CFS-PARCEL-0149778605,149778605,55654520920000,AO,AGRICULTURAL,AO,2,0.003403,0.004094,low,True,multi_zone_low_confidence,trusted,340.670508
CFS-PARCEL-0149750377,149750377,55087620030000,MDR,RESIDENTIAL,MDR,1,0.003417,0.003417,low,False,single_zone_low_confidence,trusted,0.501221
CFS-PARCEL-0149775316,149775316,55456647150000,CR,RESIDENTIAL,CR,1,0.003437,0.003437,low,False,single_zone_low_confidence,trusted,1.971994
CFS-PARCEL-0149785271,149785271,55543996010000,LDR,RESIDENTIAL,LDR,1,0.003442,0.003442,low,False,single_zone_low_confidence,review,25.213449
CFS-PARCEL-0149771545,149771545,55393087780000,MDR,RESIDENTIAL,MDR,1,0.00345,0.00345,low,False,single_zone_low_confidence,trusted,0.34158
CFS-PARCEL-0149771939,149771939,55394235410000,MDR,RESIDENTIAL,MDR,3,0.003471,0.003471,low,True,multi_zone_low_confidence,review,53.366666
CFS-PARCEL-0149771940,149771940,55394235410000,MDR,RESIDENTIAL,MDR,3,0.003471,0.003471,low,True,multi_zone_low_confidence,review,53.366666
CFS-PARCEL-0149814606,149814606,56234296110000,MDR,RESIDENTIAL,MDR,1,0.00349,0.00349,low,False,single_zone_low_confidence,review,3.595658
CFS-PARCEL-0149729272,149729272,46707519060000,LDR,RESIDENTIAL,LDR,1,0.003521,0.003521,low,False,single_zone_low_confidence,trusted,5.155361
CFS-PARCEL-0149766700,149766700,55298398330000,MDR,RESIDENTIAL,MDR,1,0.003527,0.003527,low,False,single_zone_low_confidence,trusted,0.197372
CFS-PARCEL-0149729600,149729600,46705535030000,OI,OFFICE,OI,1,0.003536,0.003536,low,False,single_zone_low_confidence,trusted,1.959854
CFS-PARCEL-0149753444,149753444,55163581210000,CR,RESIDENTIAL,CR,2,0.003562,0.004759,low,True,multi_zone_low_confidence,trusted,9.052221
CFS-PARCEL-0149780154,149780154,55385178610000,LDR,RESIDENTIAL,LDR,1,0.003589,0.003589,low,False,single_zone_low_confidence,trusted,0.24628
CFS-PARCEL-0149771112,149771112,55392093200000,MDR,RESIDENTIAL,MDR,1,0.003622,0.003622,low,False,single_zone_low_confidence,trusted,0.167021
CFS-PARCEL-0149766329,149766329,55298398920000,MDR,RESIDENTIAL,MDR,1,0.003648,0.003648,low,False,single_zone_low_confidence,trusted,0.26341
CFS-PARCEL-0149732814,149732814,46725668900000,CR,RESIDENTIAL,CR,1,0.00365,0.00365,low,False,single_zone_low_confidence,trusted,0.159767
CFS-PARCEL-0149771331,149771331,55392191480000,MDR,RESIDENTIAL,MDR,1,0.003653,0.003653,low,False,single_zone_low_confidence,trusted,0.126261
CFS-PARCEL-0149774704,149774704,55458954110000,CR,RESIDENTIAL,CR,1,0.003653,0.003653,low,False,single_zone_low_confidence,trusted,10.87483
CFS-PARCEL-0149732394,149732394,46725637230000,CR,RESIDENTIAL,CR,1,0.003692,0.003692,low,False,single_zone_low_confidence,trusted,0.158056
CFS-PARCEL-0149774392,149774392,55456248140000,LDR,RESIDENTIAL,LDR,1,0.003763,0.003763,low,False,single_zone_low_confidence,review,6.378626
CFS-PARCEL-0149767075,149767075,55357016270000,CR,RESIDENTIAL,CR,1,0.003788,0.003788,low,False,single_zone_low_confidence,review,0.912002
CFS-PARCEL-0149757443,149757443,55184718820000,MDR,RESIDENTIAL,MDR,1,0.003789,0.003789,low,False,single_zone_low_confidence,trusted,1.626417
CFS-PARCEL-0149776218,149776218,55492766410000,LDR,RESIDENTIAL,LDR,1,0.003796,0.003796,low,False,single_zone_low_confidence,trusted,21.373807
CFS-PARCEL-0149735884,149735884,46805976030000,LDR,RESIDENTIAL,LDR,1,0.003804,0.003804,low,False,single_zone_low_confidence,trusted,0.404292
CFS-PARCEL-0149746121,149746121,46810692040000,OI,OFFICE,OI,1,0.003838,0.003838,low,False,single_zone_low_confidence,trusted,0.125378
CFS-PARCEL-0149757289,149757289,55183382000000,LDR,RESIDENTIAL,LDR,1,0.003865,0.003865,low,False,single_zone_low_confidence,review,0.275759
CFS-PARCEL-0149757306,149757306,55183382000000,LDR,RESIDENTIAL,LDR,1,0.003865,0.003865,low,False,single_zone_low_confidence,review,0.275759
CFS-PARCEL-0149749562,149749562,55080355960000,GI,INDUSTRIAL,GI,1,0.003866,0.003866,low,False,single_zone_low_confidence,review,3.790922
CFS-PARCEL-0149749563,149749563,55080355960000,GI,INDUSTRIAL,GI,1,0.003866,0.003866,low,False,single_zone_low_confidence,review,3.790922
CFS-PARCEL-0149828281,149828281,56606993850000,AO,AGRICULTURAL,AO,1,0.003867,0.003867,low,False,single_zone_low_confidence,review,102.061915
CFS-PARCEL-0149771418,149771418,55392087540000,MDR,RESIDENTIAL,MDR,1,0.003883,0.003883,low,False,single_zone_low_confidence,trusted,0.144748
CFS-PARCEL-0149744245,149744245,55057778200000,CR,RESIDENTIAL,CR,1,0.003908,0.003908,low,False,single_zone_low_confidence,trusted,5.701009
CFS-PARCEL-0149759708,149759708,55245799780000,GC,COMMERCIAL,GC,4,0.00391,0.004211,low,True,multi_zone_low_confidence,trusted,1.948395
CFS-PARCEL-0149827184,149827184,56339933240000,LDR,RESIDENTIAL,LDR,1,0.003926,0.003926,low,False,single_zone_low_confidence,review,0.461837
CFS-PARCEL-0149827185,149827185,56339933240000,LDR,RESIDENTIAL,LDR,1,0.003926,0.003926,low,False,single_zone_low_confidence,review,0.461837
CFS-PARCEL-0149773260,149773260,55440762470000,CR,RESIDENTIAL,CR,1,0.003937,0.003937,low,False,single_zone_low_confidence,review,15.681741
CFS-PARCEL-0149760914,149760914,55261225750000,CR,RESIDENTIAL,CR,1,0.003962,0.003962,low,False,single_zone_low_confidence,review,37.720941
CFS-PARCEL-0149763130,149763130,55285389710000,LDR,RESIDENTIAL,LDR,1,0.003966,0.003966,low,False,single_zone_low_confidence,review,23.068487
CFS-PARCEL-0149769235,149769235,55382874600000,LDR,RESIDENTIAL,LDR,1,0.003976,0.003976,low,False,single_zone_low_confidence,trusted,5.453021
CFS-PARCEL-0149771542,149771542,55393078400000,MDR,RESIDENTIAL,MDR,1,0.003983,0.003983,low,False,single_zone_low_confidence,trusted,0.149289
CFS-PARCEL-0149767074,149767074,55356020840000,CR,RESIDENTIAL,CR,2,0.003986,0.004207,low,True,multi_zone_low_confidence,trusted,2.592195
CFS-PARCEL-0149761690,149761690,55272173400000,LDR,RESIDENTIAL,LDR,1,0.003996,0.003996,low,False,single_zone_low_confidence,review,5.653785
CFS-PARCEL-0149827578,149827578,56709249440000,AO,AGRICULTURAL,AO,1,0.00403,0.00403,low,False,single_zone_low_confidence,review,26.295201
CFS-PARCEL-0149765486,149765486,55178690180000,LDR,RESIDENTIAL,LDR,2,0.004036,0.005711,low,True,multi_zone_low_confidence,trusted,33.960084
CFS-PARCEL-0149757317,149757317,55182558440000,LDR,RESIDENTIAL,LDR,1,0.00406,0.00406,low,False,single_zone_low_confidence,trusted,2.804638
CFS-PARCEL-0149787169,149787169,56036881110000,LDR,RESIDENTIAL,LDR,2,0.004107,0.007239,low,True,multi_zone_low_confidence,trusted,98.31787
CFS-PARCEL-0149754424,149754424,55169625560000,CR,RESIDENTIAL,CR,1,0.004113,0.004113,low,False,single_zone_low_confidence,trusted,46.688245
CFS-PARCEL-0149764370,149764370,55292325090000,LI,INDUSTRIAL,LI,1,0.00415,0.00415,low,False,single_zone_low_confidence,trusted,8.366437
CFS-PARCEL-0149746412,149746412,46811659250000,OI,OFFICE,OI,1,0.004207,0.004207,low,False,single_zone_low_confidence,trusted,0.155306
CFS-PARCEL-0149777002,149777002,55491137900000,LDR,RESIDENTIAL,LDR,3,0.004232,0.007144,low,True,multi_zone_low_confidence,review,27.961952
CFS-PARCEL-0149763830,149763830,55283215330000,OI,OFFICE,OI,1,0.004235,0.004235,low,False,single_zone_low_confidence,trusted,0.213246
CFS-PARCEL-0149732477,149732477,46724425840000,CR,RESIDENTIAL,CR,1,0.004258,0.004258,low,False,single_zone_low_confidence,trusted,0.564953
CFS-PARCEL-0149734064,149734064,46802679890000,LDR,RESIDENTIAL,LDR,1,0.004282,0.004282,low,False,single_zone_low_confidence,trusted,0.254375
CFS-PARCEL-0149779012,149779012,55640650210000,AO,AGRICULTURAL,AO,1,0.004294,0.004294,low,False,single_zone_low_confidence,review,30.540674
CFS-PARCEL-0149771262,149771262,55392095330000,MDR,RESIDENTIAL,MDR,1,0.004316,0.004316,low,False,single_zone_low_confidence,trusted,0.148633
CFS-PARCEL-0149731709,149731709,46719184870000,LDR,RESIDENTIAL,LDR,1,0.004343,0.004343,low,False,single_zone_low_confidence,review,5.470451
CFS-PARCEL-0149731710,149731710,46719184870000,LDR,RESIDENTIAL,LDR,1,0.004343,0.004343,low,False,single_zone_low_confidence,review,5.470451
CFS-PARCEL-0149733585,149733585,46725636110000,CR,RESIDENTIAL,CR,1,0.004344,0.004344,low,False,single_zone_low_confidence,trusted,0.08721
CFS-PARCEL-0149771486,149771486,55392191150000,MDR,RESIDENTIAL,MDR,1,0.004357,0.004357,low,False,single_zone_low_confidence,trusted,0.120143
CFS-PARCEL-0149822211,149822211,56408132730000,LDR,RESIDENTIAL,LDR,1,0.004382,0.004382,low,False,single_zone_low_confidence,trusted,0.501115
CFS-PARCEL-0149733900,149733900,46726845990000,CR,RESIDENTIAL,CR,1,0.004383,0.004383,low,False,single_zone_low_confidence,trusted,0.286168
CFS-PARCEL-0149736251,149736251,46810692370000,OI,OFFICE,OI,1,0.004384,0.004384,low,False,single_zone_low_confidence,trusted,0.125376
CFS-PARCEL-0149744879,149744879,55057688470000,CR,RESIDENTIAL,CR,1,0.004487,0.004487,low,False,single_zone_low_confidence,trusted,0.357133
CFS-PARCEL-0149824320,149824320,56518015000000,CR,RESIDENTIAL,CR,1,0.004492,0.004492,low,False,single_zone_low_confidence,trusted,0.273217
CFS-PARCEL-0149771230,149771230,55392067910000,MDR,RESIDENTIAL,MDR,1,0.004551,0.004551,low,False,single_zone_low_confidence,trusted,0.125177
CFS-PARCEL-0149733268,149733268,46727495950000,CR,RESIDENTIAL,CR,1,0.00458,0.00458,low,False,single_zone_low_confidence,trusted,1.921082
CFS-PARCEL-0149767168,149767168,55359096170000,CR,RESIDENTIAL,CR,1,0.00459,0.00459,low,False,single_zone_low_confidence,review,2.008156
CFS-PARCEL-0149784787,149784787,55492996280000,LDR,RESIDENTIAL,LDR,1,0.004592,0.004592,low,False,single_zone_low_confidence,review,0.985245
CFS-PARCEL-0149756193,149756193,55177886340000,LI,INDUSTRIAL,LI,2,0.004601,0.004865,low,True,multi_zone_low_confidence,review,6.40341
CFS-PARCEL-0149774845,149774845,55469094090000,CR,RESIDENTIAL,CR,1,0.004614,0.004614,low,False,single_zone_low_confidence,review,3.036087
CFS-PARCEL-0149827528,149827528,56709505480000,AO,AGRICULTURAL,AO,1,0.004634,0.004634,low,False,single_zone_low_confidence,review,13.0195
CFS-PARCEL-0149788705,149788705,56049147640000,LDR,RESIDENTIAL,LDR,2,0.004645,0.008732,low,True,multi_zone_low_confidence,trusted,13.765591
CFS-PARCEL-0149762773,149762773,55282275100000,OI,OFFICE,OI,2,0.004658,0.005207,low,True,multi_zone_low_confidence,trusted,0.226828
CFS-PARCEL-0149760591,149760591,55150615600000,CR,RESIDENTIAL,CR,1,0.004682,0.004682,low,False,single_zone_low_confidence,trusted,7.23422
CFS-PARCEL-0149741741,149741741,46918402550000,CR,RESIDENTIAL,CR,1,0.004683,0.004683,low,False,single_zone_low_confidence,trusted,3.723813
CFS-PARCEL-0149775128,149775128,55458958670000,CR,RESIDENTIAL,CR,1,0.004687,0.004687,low,False,single_zone_low_confidence,review,1.49555
CFS-PARCEL-0149771282,149771282,55393019100000,MDR,RESIDENTIAL,MDR,1,0.00469,0.00469,low,False,single_zone_low_confidence,trusted,0.152534
CFS-PARCEL-0149775616,149775616,55491755810000,LDR,RESIDENTIAL,LDR,1,0.004741,0.004741,low,False,single_zone_low_confidence,review,23.772839
CFS-PARCEL-0149774666,149774666,55467088990000,CR,RESIDENTIAL,CR,1,0.004788,0.004788,low,False,single_zone_low_confidence,trusted,9.201273
CFS-PARCEL-0149735040,149735040,46805914480000,LDR,RESIDENTIAL,LDR,1,0.004836,0.004836,low,False,single_zone_low_confidence,trusted,5.84694
CFS-PARCEL-0149820227,149820227,56320165290000,AO,AGRICULTURAL,AO,1,0.00484,0.00484,low,False,single_zone_low_confidence,review,18.564939
CFS-PARCEL-0149734292,149734292,46804925920000,LDR,RESIDENTIAL,LDR,1,0.004898,0.004898,low,False,single_zone_low_confidence,trusted,38.655757
CFS-PARCEL-0149736535,149736535,46810693600000,OI,OFFICE,OI,1,0.004935,0.004935,low,False,single_zone_low_confidence,trusted,0.125375
CFS-PARCEL-0149757641,149757641,55187288420000,LI,INDUSTRIAL,LI,3,0.004946,0.005851,low,True,multi_zone_low_confidence,review,5.213193
CFS-PARCEL-0149759775,149759775,55243816530000,CR,RESIDENTIAL,CR,1,0.005026,0.005026,low,False,single_zone_low_confidence,review,6.616986
CFS-PARCEL-0149788698,149788698,56049121540000,LDR,RESIDENTIAL,LDR,1,0.005039,0.005039,low,False,single_zone_low_confidence,trusted,15.527478
CFS-PARCEL-0149742010,149742010,46724494450000,CR,RESIDENTIAL,CR,2,0.00505,0.00505,low,True,multi_zone_low_confidence,review,1.507944
CFS-PARCEL-0149767661,149767661,55344137210000,CR,RESIDENTIAL,CR,1,0.005074,0.005074,low,False,single_zone_low_confidence,trusted,5.673999
CFS-PARCEL-0149736004,149736004,46807622390000,LDR,RESIDENTIAL,LDR,2,0.005109,0.005109,low,True,multi_zone_low_confidence,trusted,33.021223
CFS-PARCEL-0149753680,149753680,55164783470000,CR,RESIDENTIAL,CR,2,0.005155,0.009806,low,True,multi_zone_low_confidence,trusted,14.306043
CFS-PARCEL-0149737362,149737362,46811603270000,OI,OFFICE,OI,1,0.005166,0.005166,low,False,single_zone_low_confidence,trusted,0.145793
CFS-PARCEL-0149759687,149759687,55249090510000,CR,RESIDENTIAL,CR,1,0.005188,0.005188,low,False,single_zone_low_confidence,trusted,0.482712
CFS-PARCEL-0149753624,149753624,55164578310000,CR,RESIDENTIAL,CR,2,0.00522,0.00522,low,True,multi_zone_low_confidence,trusted,0.180349
CFS-PARCEL-0149755349,149755349,55068755340000,LDR,RESIDENTIAL,LDR,1,0.005288,0.005288,low,False,single_zone_low_confidence,trusted,0.437982
CFS-PARCEL-0149726575,149726575,45896235520000,LI,INDUSTRIAL,LI,2,0.005298,0.005516,low,True,multi_zone_low_confidence,trusted,10.518232
CFS-PARCEL-0149823721,149823721,56500093660000,AO,AGRICULTURAL,AO,2,0.005304,0.005319,low,True,multi_zone_low_confidence,review,27.993927
CFS-PARCEL-0149733928,149733928,46729462670000,CR,RESIDENTIAL,CR,1,0.005322,0.005322,low,False,single_zone_low_confidence,trusted,1.139737
CFS-PARCEL-0149767701,149767701,55343323820000,CR,RESIDENTIAL,CR,1,0.005327,0.005327,low,False,single_zone_low_confidence,trusted,5.065634
CFS-PARCEL-0149759555,149759555,55242626010000,LI,OFFICE,LI,1,0.005362,0.005362,low,False,single_zone_low_confidence,review,1.321392
CFS-PARCEL-0149814617,149814617,56237078750000,MDR,RESIDENTIAL,MDR,1,0.005375,0.005375,low,False,single_zone_low_confidence,trusted,1.015664
CFS-PARCEL-0149782205,149782205,55437912190000,GI,INDUSTRIAL,GI,1,0.005377,0.005377,low,False,single_zone_low_confidence,trusted,12.545828
CFS-PARCEL-0149749248,149749248,46824009800000,OI,OFFICE,OI,2,0.005388,0.005388,low,True,multi_zone_low_confidence,trusted,1.512696
CFS-PARCEL-0149767384,149767384,55345425700000,CR,RESIDENTIAL,CR,1,0.0054,0.0054,low,False,single_zone_low_confidence,trusted,2.248083
CFS-PARCEL-0149757523,149757523,55183269790000,LDR,RESIDENTIAL,LDR,1,0.005408,0.005408,low,False,single_zone_low_confidence,trusted,0.684865
CFS-PARCEL-0149764161,149764161,55288646760000,LDR,RESIDENTIAL,LDR,1,0.005414,0.005414,low,False,single_zone_low_confidence,trusted,0.449199
CFS-PARCEL-0149735334,149735334,46735638560000,AO,AGRICULTURAL,AO,2,0.005436,0.005437,low,True,multi_zone_low_confidence,trusted,27.536787
CFS-PARCEL-0149736536,149736536,46810693930000,OI,OFFICE,OI,1,0.005487,0.005487,low,False,single_zone_low_confidence,trusted,0.125362
CFS-PARCEL-0149827821,149827821,56508747240000,CR,RESIDENTIAL,CR,1,0.005523,0.005523,low,False,single_zone_low_confidence,review,52.847128
CFS-PARCEL-0149827822,149827822,56508747240000,CR,RESIDENTIAL,CR,1,0.005523,0.005523,low,False,single_zone_low_confidence,review,52.847128
CFS-PARCEL-0149767602,149767602,55333914160000,CR,RESIDENTIAL,CR,1,0.00553,0.00553,low,False,single_zone_low_confidence,review,3.334623
CFS-PARCEL-0149746331,149746331,55067584240000,CR,RESIDENTIAL,CR,1,0.005648,0.005648,low,False,single_zone_low_confidence,trusted,0.556616
CFS-PARCEL-0149785090,149785090,55540013120000,GI,INDUSTRIAL,GI,1,0.00567,0.00567,low,False,single_zone_low_confidence,review,2.399394
CFS-PARCEL-0149821086,149821086,56334618280000,LDR,RESIDENTIAL,LDR,1,0.005699,0.005699,low,False,single_zone_low_confidence,trusted,0.23287
CFS-PARCEL-0149819176,149819176,56311969440000,AO,AGRICULTURAL,AO,1,0.00573,0.00573,low,False,single_zone_low_confidence,trusted,3.811983
CFS-PARCEL-0149757444,149757444,55184726170000,MDR,RESIDENTIAL,MDR,1,0.005752,0.005752,low,False,single_zone_low_confidence,trusted,1.686879
CFS-PARCEL-0149753720,149753720,55165634780000,CR,RESIDENTIAL,CR,1,0.005755,0.005755,low,False,single_zone_low_confidence,trusted,2.101038
CFS-PARCEL-0149732349,149732349,46725605590000,CR,RESIDENTIAL,CR,1,0.005758,0.005758,low,False,single_zone_low_confidence,trusted,0.597646
CFS-PARCEL-0149763004,149763004,55284412410000,LDR,RESIDENTIAL,LDR,1,0.005786,0.005786,low,False,single_zone_low_confidence,trusted,0.543015
CFS-PARCEL-0149745703,149745703,55064856570000,LDR,RESIDENTIAL,LDR,1,0.00581,0.00581,low,False,single_zone_low_confidence,trusted,0.68976
CFS-PARCEL-0149743677,149743677,55056888550000,CR,RESIDENTIAL,CR,1,0.005829,0.005829,low,False,single_zone_low_confidence,trusted,11.375424
CFS-PARCEL-0149757483,149757483,55183821130000,MDR,RESIDENTIAL,MDR,1,0.005866,0.005866,low,False,single_zone_low_confidence,trusted,0.232501
CFS-PARCEL-0149746407,149746407,46811603690000,OI,OFFICE,OI,1,0.005927,0.005927,low,False,single_zone_low_confidence,trusted,0.138291
CFS-PARCEL-0149758347,149758347,55184734460000,MDR,RESIDENTIAL,MDR,1,0.005949,0.005949,low,False,single_zone_low_confidence,trusted,3.147845
CFS-PARCEL-0149777729,149777729,55556430360000,LDR,RESIDENTIAL,LDR,2,0.005976,0.006356,low,True,multi_zone_low_confidence,review,60.946384
CFS-PARCEL-0149783153,149783153,55450033690000,CR,RESIDENTIAL,CR,1,0.005983,0.005983,low,False,single_zone_low_confidence,review,12.182099
CFS-PARCEL-0149783154,149783154,55450033690000,CR,RESIDENTIAL,CR,1,0.005983,0.005983,low,False,single_zone_low_confidence,review,12.182099
CFS-PARCEL-0149759398,149759398,55198174810000,LI,INDUSTRIAL,LI,1,0.006024,0.006024,low,False,single_zone_low_confidence,trusted,0.61105
CFS-PARCEL-0149754492,149754492,55064799170000,LDR,RESIDENTIAL,LDR,1,0.00603,0.00603,low,False,single_zone_low_confidence,trusted,0.527691
CFS-PARCEL-0149776278,149776278,55298381650000,OI,OFFICE,OI,1,0.006065,0.006065,low,False,single_zone_low_confidence,trusted,0.259061
CFS-PARCEL-0149780491,149780491,55762743290000,AO,AGRICULTURAL,AO,1,0.006091,0.006091,low,False,single_zone_low_confidence,trusted,5.632059
CFS-PARCEL-0149767735,149767735,55357059340000,CR,RESIDENTIAL,CR,1,0.006092,0.006092,low,False,single_zone_low_confidence,review,6.937538
CFS-PARCEL-0149827306,149827306,56401345750000,LDR,RESIDENTIAL,LDR,1,0.00611,0.00611,low,False,single_zone_low_confidence,trusted,0.319062
CFS-PARCEL-0149743000,149743000,55054559760000,CR,RESIDENTIAL,CR,2,0.006119,0.006119,low,True,multi_zone_low_confidence,trusted,37.720618
CFS-PARCEL-0149758129,149758129,55185677570000,LDR,RESIDENTIAL,LDR,1,0.006154,0.006154,low,False,single_zone_low_confidence,trusted,9.185885
CFS-PARCEL-0149772560,149772560,55393182380000,MDR,RESIDENTIAL,MDR,1,0.006191,0.006191,low,False,single_zone_low_confidence,trusted,0.191961
CFS-PARCEL-0149780858,149780858,55793566300000,AO,AGRICULTURAL,AO,1,0.006196,0.006196,low,False,single_zone_low_confidence,trusted,392.8185
CFS-PARCEL-0149830026,149830026,56715463070000,AO,AGRICULTURAL,AO,1,0.006245,0.006245,low,False,single_zone_low_confidence,review,0.052421
CFS-PARCEL-0149771548,149771548,55393120960000,MDR,RESIDENTIAL,MDR,1,0.006256,0.006256,low,False,single_zone_low_confidence,trusted,0.145582
CFS-PARCEL-0149763658,149763658,55291343480000,LI,INDUSTRIAL,LI,1,0.006296,0.006296,low,False,single_zone_low_confidence,trusted,0.704617
CFS-PARCEL-0149766905,149766905,55344028250000,CR,RESIDENTIAL,CR,1,0.006309,0.006309,low,False,single_zone_low_confidence,review,1.476512
CFS-PARCEL-0149730582,149730582,46717285620000,LDR,RESIDENTIAL,LDR,1,0.00638,0.00638,low,False,single_zone_low_confidence,trusted,0.6863
CFS-PARCEL-0149739080,149739080,46816843000000,AO,AGRICULTURAL,AO,2,0.006394,0.007831,low,True,multi_zone_low_confidence,trusted,4.655719
CFS-PARCEL-0149772007,149772007,55393172290000,MDR,RESIDENTIAL,MDR,1,0.006438,0.006438,low,False,single_zone_low_confidence,trusted,0.14926
CFS-PARCEL-0149750845,149750845,55089515890000,MDR,RESIDENTIAL,MDR,1,0.006459,0.006459,low,False,single_zone_low_confidence,trusted,0.29128
CFS-PARCEL-0149772792,149772792,55288524660000,LDR,RESIDENTIAL,LDR,1,0.006504,0.006504,low,False,single_zone_low_confidence,trusted,0.386856
CFS-PARCEL-0149743048,149743048,46934393860000,AO,AGRICULTURAL,AO,1,0.006567,0.006567,low,False,single_zone_low_confidence,trusted,1.524385
CFS-PARCEL-0149762901,149762901,55284496160000,LDR,RESIDENTIAL,LDR,1,0.006576,0.006576,low,False,single_zone_low_confidence,trusted,0.616034
CFS-PARCEL-0149777156,149777156,55557183210000,LDR,RESIDENTIAL,LDR,1,0.006631,0.006631,low,False,single_zone_low_confidence,review,1.682202
CFS-PARCEL-0149767607,149767607,55335549970000,CR,RESIDENTIAL,CR,1,0.00668,0.00668,low,False,single_zone_low_confidence,review,6.597113
CFS-PARCEL-0149766301,149766301,55298358160000,MDR,RESIDENTIAL,MDR,1,0.006682,0.006682,low,False,single_zone_low_confidence,trusted,0.163442
CFS-PARCEL-0149777171,149777171,55560173670000,CR,RESIDENTIAL,CR,1,0.006718,0.006718,low,False,single_zone_low_confidence,review,1.080066
CFS-PARCEL-0149777576,149777576,55552906760000,CR,RESIDENTIAL,CR,1,0.006746,0.006746,low,False,single_zone_low_confidence,review,0.399923
CFS-PARCEL-0149744494,149744494,55061132650000,LDR,RESIDENTIAL,LDR,1,0.006792,0.006792,low,False,single_zone_low_confidence,review,1.006496
CFS-PARCEL-0149819549,149819549,56314424670000,LDR,RESIDENTIAL,LDR,1,0.006798,0.006798,low,False,single_zone_low_confidence,review,1.096124
CFS-PARCEL-0149776750,149776750,55551854720000,LDR,RESIDENTIAL,LDR,1,0.0068,0.0068,low,False,single_zone_low_confidence,review,11.243971
CFS-PARCEL-0149777022,149777022,55552506680000,LDR,RESIDENTIAL,LDR,1,0.006823,0.006823,low,False,single_zone_low_confidence,review,6.564122
CFS-PARCEL-0149821761,149821761,56403841500000,AO,AGRICULTURAL,AO,1,0.006828,0.006828,low,False,single_zone_low_confidence,trusted,0.749413
CFS-PARCEL-0149772681,149772681,55285761960000,OI,OFFICE,OI,1,0.006849,0.006849,low,False,single_zone_low_confidence,trusted,0.261645
CFS-PARCEL-0149746581,149746581,55068495240000,CR,RESIDENTIAL,CR,1,0.006859,0.006859,low,False,single_zone_low_confidence,review,7.512505
CFS-PARCEL-0149771793,149771793,55282284090000,OI,OFFICE,OI,1,0.006875,0.006875,low,False,single_zone_low_confidence,trusted,0.278419
CFS-PARCEL-0149776630,149776630,55531815610000,CR,RESIDENTIAL,CR,1,0.006928,0.006928,low,False,single_zone_low_confidence,trusted,1.614561
CFS-PARCEL-0149776329,149776329,55493897770000,LDR,RESIDENTIAL,LDR,1,0.006948,0.006948,low,False,single_zone_low_confidence,trusted,2.513598
CFS-PARCEL-0149778663,149778663,55669419330000,AO,AGRICULTURAL,AO,1,0.007037,0.007037,low,False,single_zone_low_confidence,review,381.483049
CFS-PARCEL-0149778672,149778672,55669419330000,AO,AGRICULTURAL,AO,1,0.007037,0.007037,low,False,single_zone_low_confidence,review,381.483049
CFS-PARCEL-0149778673,149778673,55669419330000,AO,AGRICULTURAL,AO,1,0.007037,0.007037,low,False,single_zone_low_confidence,review,381.483049
