official_parcel_id,objectid_1,pin14,dominant_zoning_code,dominant_zoning_general,dominant_zoning_label,zoning_overlap_count,dominant_overlap_pct,total_zoning_overlap_pct,zoning_assignment_confidence,has_multiple_zoning,zoning_join_status,parcel_quality_status,parcel_area_acres_calc
CFS-PARCEL-0149735648,149735648,46806363880000,GI-SU,INDUSTRIAL,GI-SU,3,0.0,0.0,low,True,multi_zone_low_confidence,trusted,41.72311
CFS-PARCEL-0149727315,149727315,45986213580000,LI,INDUSTRIAL,LI,2,0.0,0.0,low,True,multi_zone_low_confidence,review,20.937501
CFS-PARCEL-0149727441,149727441,45988876150000,LC-SU,COMMERCIAL,LC-SU,2,0.0,0.0,low,True,multi_zone_low_confidence,review,839.555545
CFS-PARCEL-0149727442,149727442,45988876150000,LC-SU,COMMERCIAL,LC-SU,2,0.0,0.0,low,True,multi_zone_low_confidence,review,839.555545
CFS-PARCEL-0149732798,149732798,46724951030000,AO,AGRICULTURAL,AO,2,0.0,0.0,low,True,multi_zone_low_confidence,trusted,29.603644
CFS-PARCEL-0149739731,149739731,46824023240000,LC,COMMERCIAL,LC,2,0.0,0.0,low,True,multi_zone_low_confidence,review,4.121226
CFS-PARCEL-0149741533,149741533,46913100550000,CR,RESIDENTIAL,CR,2,0.0,0.0,low,True,multi_zone_low_confidence,review,1.853595
CFS-PARCEL-0149759838,149759838,55249820480000,OI,OFFICE,OI,2,0.0,0.0,low,True,multi_zone_low_confidence,review,18.354337
CFS-PARCEL-0149759839,149759839,55249820480000,OI,OFFICE,OI,2,0.0,0.0,low,True,multi_zone_low_confidence,review,18.354337
CFS-PARCEL-0149766446,149766446,55298419710000,OI,OFFICE,OI,2,0.0,0.0,low,True,multi_zone_low_confidence,trusted,12.314528
CFS-PARCEL-0149766719,149766719,55331912910000,CR,RESIDENTIAL,CR,2,0.0,0.0,low,True,multi_zone_low_confidence,trusted,5.762858
CFS-PARCEL-0149768283,149768283,55196201760000,OI,OFFICE,OI,2,0.0,0.0,low,True,multi_zone_low_confidence,trusted,0.52594
CFS-PARCEL-0149773109,149773109,55445057350000,GI,INDUSTRIAL,GI,2,0.0,0.0,low,True,multi_zone_low_confidence,review,22.085306
CFS-PARCEL-0149773766,149773766,55449147090000,GI,INDUSTRIAL,GI,2,0.0,0.0,low,True,multi_zone_low_confidence,review,7.390242
CFS-PARCEL-0149774542,149774542,55449200750000,GI,INDUSTRIAL,GI,2,0.0,0.0,low,True,multi_zone_low_confidence,review,4.299023
CFS-PARCEL-0149779145,149779145,55384101920000,LDR,RESIDENTIAL,LDR,2,0.0,0.0,low,True,multi_zone_low_confidence,trusted,15.94315
CFS-PARCEL-0149821282,149821282,56347012520000,LC,COMMERCIAL,LC,2,0.0,1e-06,low,True,multi_zone_low_confidence,review,3.243577
CFS-PARCEL-0149821283,149821283,56347012520000,LC,COMMERCIAL,LC,2,0.0,1e-06,low,True,multi_zone_low_confidence,review,3.243577
CFS-PARCEL-0149721154,149721154,00000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,3.838252
CFS-PARCEL-0149722818,149722818,145 023,LC,COMMERCIAL,LC,1,0.0,0.0,low,False,single_zone_low_confidence,review,55.259337
CFS-PARCEL-0149726011,149726011,45890831260000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.537192
CFS-PARCEL-0149726630,149726630,45897139520000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.505689
CFS-PARCEL-0149727066,149727066,45983649540000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.058786
CFS-PARCEL-0149727073,149727073,45897191440000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,4.072694
CFS-PARCEL-0149727086,149727086,45985492450000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.034788
CFS-PARCEL-0149727101,149727101,45983838130000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,27.822023
CFS-PARCEL-0149727143,149727143,45988198880000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,30.474268
CFS-PARCEL-0149727160,149727160,45988198880000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,30.474268
CFS-PARCEL-0149727310,149727310,45984633870000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,15.644648
CFS-PARCEL-0149727312,149727312,45985657920000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.815021
CFS-PARCEL-0149727313,149727313,45985657920000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.815021
CFS-PARCEL-0149727314,149727314,45985657920000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.815021
CFS-PARCEL-0149727354,149727354,45986248360000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,30.588804
CFS-PARCEL-0149727355,149727355,45986248360000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,30.588804
CFS-PARCEL-0149727402,149727402,45994015980000,LC-SU,COMMERCIAL,LC-SU,1,0.0,0.0,low,False,single_zone_low_confidence,review,20.086098
CFS-PARCEL-0149727410,149727410,45982784460000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,21.092804
CFS-PARCEL-0149727430,149727430,45983967290000,LC-SU,COMMERCIAL,LC-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,7.473099
CFS-PARCEL-0149727431,149727431,45985466420000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.991848
CFS-PARCEL-0149727432,149727432,45985468420000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.913181
CFS-PARCEL-0149727435,149727435,45985686350000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.211145
CFS-PARCEL-0149727594,149727594,45985448070000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,4.865015
CFS-PARCEL-0149728476,149728476,45985698410000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.790842
CFS-PARCEL-0149728477,149728477,45985698410000,GC,COMMERCIAL,GC,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.790842
CFS-PARCEL-0149728511,149728511,46705478360000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195758
CFS-PARCEL-0149728529,149728529,46705571740000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.345072
CFS-PARCEL-0149728612,149728612,46705475010000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195755
CFS-PARCEL-0149728629,149728629,46705475070000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195763
CFS-PARCEL-0149728739,149728739,46705464960000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195757
CFS-PARCEL-0149728920,149728920,46703589660000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,review,2.012628
CFS-PARCEL-0149728985,149728985,46706884640000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,14.421667
CFS-PARCEL-0149729094,149729094,46705463840000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.233671
CFS-PARCEL-0149729095,149729095,46705464900000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.218004
CFS-PARCEL-0149729492,149729492,46705476180000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.235797
CFS-PARCEL-0149729513,149729513,46704601530000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,review,8.234782
CFS-PARCEL-0149729538,149729538,46705478210000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195759
CFS-PARCEL-0149729541,149729541,46705570430000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.203432
CFS-PARCEL-0149729586,149729586,46705477250000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.235799
CFS-PARCEL-0149729587,149729587,46705479470000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.200486
CFS-PARCEL-0149729918,149729918,46706409870000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.136305
CFS-PARCEL-0149730520,149730520,46717271220000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.232455
CFS-PARCEL-0149730592,149730592,46716603550000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.386925
CFS-PARCEL-0149731144,149731144,46717394910000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.271224
CFS-PARCEL-0149732137,149732137,46724221600000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.346612
CFS-PARCEL-0149732323,149732323,46718423380000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.124387
CFS-PARCEL-0149732946,149732946,46724035590000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.0377
CFS-PARCEL-0149732962,149732962,46734445370000,AO,AGRICULTURAL,AO,1,0.0,0.0,low,False,single_zone_low_confidence,review,29.748157
CFS-PARCEL-0149733929,149733929,46802383270000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,26.128488
CFS-PARCEL-0149733962,149733962,46719932610000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.425503
CFS-PARCEL-0149734495,149734495,46725053640000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.998339
CFS-PARCEL-0149734948,149734948,46803431870000,LDR,,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,5.396964
CFS-PARCEL-0149735185,149735185,46801458550000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,31.76059
CFS-PARCEL-0149735196,149735196,46803925520000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,10.319358
CFS-PARCEL-0149735458,149735458,46804325100000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.347402
CFS-PARCEL-0149735813,149735813,46803475150000,LDR,,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.620519
CFS-PARCEL-0149735819,149735819,46807566840000,GI-SU,INDUSTRIAL,GI-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,29.185393
CFS-PARCEL-0149735896,149735896,46806495590000,GI-SU,INDUSTRIAL,GI-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,20.021023
CFS-PARCEL-0149735918,149735918,46807003990000,GI-SU,INDUSTRIAL,GI-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,15.041411
CFS-PARCEL-0149736027,149736027,45988311990000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,16.337413
CFS-PARCEL-0149736031,149736031,45989304760000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,17.945274
CFS-PARCEL-0149736032,149736032,45989304760000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,17.945274
CFS-PARCEL-0149736047,149736047,45993083040000,LC-SU,COMMERCIAL,LC-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.790441
CFS-PARCEL-0149736071,149736071,46809581050000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.165807
CFS-PARCEL-0149736209,149736209,46809561160000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.010111
CFS-PARCEL-0149736343,149736343,46808151590000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,40.862044
CFS-PARCEL-0149736403,149736403,46809851420000,LI-SU,INDUSTRIAL,LI-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.244534
CFS-PARCEL-0149736439,149736439,46809970280000,HDR-SU,RESIDENTIAL,HDR-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,27.927002
CFS-PARCEL-0149736819,149736819,46705476120000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195759
CFS-PARCEL-0149736820,149736820,46705479320000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195789
CFS-PARCEL-0149736833,149736833,46705570580000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.20441
CFS-PARCEL-0149738355,149738355,46815725150000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.360021
CFS-PARCEL-0149738490,149738490,46815937280000,LC,COMMERCIAL,LC,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.846923
CFS-PARCEL-0149738503,149738503,46814991920000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,review,25.877404
CFS-PARCEL-0149738775,149738775,46815742190000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.312757
CFS-PARCEL-0149739538,149739538,46822097990000,LC,COMMERCIAL,LC,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.389496
CFS-PARCEL-0149739616,149739616,46823125430000,LC,COMMERCIAL,LC,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.310649
CFS-PARCEL-0149739630,149739630,46719920520000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.464816
CFS-PARCEL-0149740150,149740150,46823009290000,LC,COMMERCIAL,LC,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.358176
CFS-PARCEL-0149740678,149740678,46905869360000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.010355
CFS-PARCEL-0149740679,149740679,46905869360000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.010355
CFS-PARCEL-0149740756,149740756,46905989450000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,5.288648
CFS-PARCEL-0149740771,149740771,46905989450000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,5.288648
CFS-PARCEL-0149740772,149740772,46905989450000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,5.288648
CFS-PARCEL-0149740773,149740773,46905989450000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,5.288648
CFS-PARCEL-0149740843,149740843,46906809150000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,20.229308
CFS-PARCEL-0149740844,149740844,46906809150000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,20.229308
CFS-PARCEL-0149740846,149740846,46906964320000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,23.69397
CFS-PARCEL-0149740874,149740874,46906964320000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,23.69397
CFS-PARCEL-0149741258,149741258,46900927780000,HDR-SU,RESIDENTIAL,HDR-SU,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,13.656755
CFS-PARCEL-0149741426,149741426,46905708090000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,50.514975
CFS-PARCEL-0149741799,149741799,46910037230000,HDR-SU,RESIDENTIAL,HDR-SU,1,0.0,0.0,low,False,single_zone_low_confidence,review,18.089242
CFS-PARCEL-0149741872,149741872,46914880360000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,review,6.938215
CFS-PARCEL-0149742009,149742009,46724494450000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.208567
CFS-PARCEL-0149742581,149742581,46938699660000,AO,AGRICULTURAL,AO,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.40474
CFS-PARCEL-0149742933,149742933,55052771610000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,12.631643
CFS-PARCEL-0149743261,149743261,55053634060000,CR,,CR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.324583
CFS-PARCEL-0149743328,149743328,55053764030000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.784674
CFS-PARCEL-0149744263,149744263,46803413150000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,5.463811
CFS-PARCEL-0149744336,149744336,55059716030000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,10.913354
CFS-PARCEL-0149744495,149744495,55061157900000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.841616
CFS-PARCEL-0149745154,149745154,55061185130000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.099809
CFS-PARCEL-0149745315,149745315,55061346790000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.383247
CFS-PARCEL-0149745908,149745908,55066798450000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,4.212587
CFS-PARCEL-0149746303,149746303,55068607690000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.399776
CFS-PARCEL-0149746413,149746413,55068608970000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.351564
CFS-PARCEL-0149746474,149746474,55066689040000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.0007
CFS-PARCEL-0149746486,149746486,55063119850000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,3.563506
CFS-PARCEL-0149746487,149746487,55063119850000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,3.563506
CFS-PARCEL-0149746600,149746600,55069831630000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.421763
CFS-PARCEL-0149746675,149746675,55068731080000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.894439
CFS-PARCEL-0149746939,149746939,55069820270000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.547391
CFS-PARCEL-0149747383,149747383,55069698750000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.611817
CFS-PARCEL-0149749977,149749977,46900022520000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,586.4664
CFS-PARCEL-0149749978,149749978,46900022520000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,586.4664
CFS-PARCEL-0149750104,149750104,55087632780000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.521699
CFS-PARCEL-0149750127,149750127,55087632780000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.521699
CFS-PARCEL-0149750374,149750374,55088683830000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.879506
CFS-PARCEL-0149750378,149750378,55087622580000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.473457
CFS-PARCEL-0149750624,149750624,46910032210000,HDR-SU,RESIDENTIAL,HDR-SU,1,0.0,0.0,low,False,single_zone_low_confidence,review,4.349709
CFS-PARCEL-0149750719,149750719,55088247630000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.235013
CFS-PARCEL-0149750937,149750937,55088586590000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.527565
CFS-PARCEL-0149752730,149752730,55150850850000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,13.070886
CFS-PARCEL-0149752930,149752930,55160435670000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.403485
CFS-PARCEL-0149752959,149752959,55160436670000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.421968
CFS-PARCEL-0149752970,149752970,55160621950000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.357661
CFS-PARCEL-0149753133,149753133,55160845870000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.362651
CFS-PARCEL-0149753190,149753190,55160525850000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,review,2.008245
CFS-PARCEL-0149753191,149753191,55160525850000,CR,RESIDENTIAL,CR,1,0.0,0.0,low,False,single_zone_low_confidence,review,2.008245
CFS-PARCEL-0149753264,149753264,55160887020000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.502743
CFS-PARCEL-0149753428,149753428,55161692060000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.386447
CFS-PARCEL-0149753600,149753600,55164567790000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.184659
CFS-PARCEL-0149754141,149754141,55061049230000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.049959
CFS-PARCEL-0149754152,149754152,55163596290000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.233262
CFS-PARCEL-0149754182,149754182,55061268250000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.203897
CFS-PARCEL-0149754725,149754725,55173199730000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.718163
CFS-PARCEL-0149755010,149755010,55066671670000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.396752
CFS-PARCEL-0149755124,149755124,55067697920000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.370563
CFS-PARCEL-0149755125,149755125,55067710960000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,2.818874
CFS-PARCEL-0149755329,149755329,55068659100000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.788141
CFS-PARCEL-0149755351,149755351,55068778660000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.24317
CFS-PARCEL-0149755579,149755579,55177613610000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.121902
CFS-PARCEL-0149755701,149755701,55174335870000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,2.543164
CFS-PARCEL-0149755726,149755726,55174143070000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,3.589369
CFS-PARCEL-0149755884,149755884,55177643010000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.173466
CFS-PARCEL-0149755885,149755885,55177674210000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.072972
CFS-PARCEL-0149756133,149756133,55176075290000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.46217
CFS-PARCEL-0149756692,149756692,55178047980000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.337017
CFS-PARCEL-0149757009,149757009,55181699740000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.241908
CFS-PARCEL-0149757221,149757221,55182661250000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.195568
CFS-PARCEL-0149757255,149757255,55182653870000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.369685
CFS-PARCEL-0149757322,149757322,55182721000000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.303825
CFS-PARCEL-0149757402,149757402,55182512530000,LDR,RESIDENTIAL,LDR,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.459637
CFS-PARCEL-0149757644,149757644,55188345500000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.250982
CFS-PARCEL-0149757703,149757703,55186167390000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,0.801177
CFS-PARCEL-0149757749,149757749,55188333520000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.43914
CFS-PARCEL-0149757958,149757958,55194246420000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.67156
CFS-PARCEL-0149758067,149758067,55196250570000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.249015
CFS-PARCEL-0149758250,149758250,55196221530000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.27594
CFS-PARCEL-0149758251,149758251,55196240880000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.247208
CFS-PARCEL-0149758274,149758274,55196280430000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.284563
CFS-PARCEL-0149758330,149758330,55188346820000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,2.076518
CFS-PARCEL-0149758388,149758388,55186982180000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,3.301176
CFS-PARCEL-0149758472,149758472,55187391360000,LI,INDUSTRIAL,LI,1,0.0,0.0,low,False,single_zone_low_confidence,review,1.667335
CFS-PARCEL-0149758784,149758784,55196213780000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.493693
CFS-PARCEL-0149758799,149758799,55194183410000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,1.044584
CFS-PARCEL-0149758831,149758831,55196290320000,OI,OFFICE,OI,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.297134
CFS-PARCEL-0149758871,149758871,55194253150000,MDR,RESIDENTIAL,MDR,1,0.0,0.0,low,False,single_zone_low_confidence,trusted,0.671255
